Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31
11,54:50.7,21.6421,21.6897,22.5295,22.0553,21.9197,21.8711,21.8682,21.7334,22.112,22.0919,22.1043,21.9438,22.0658,21.8725,22.7583,0.0141,-0.8328,21.708,22.5284,22.1005,21.9238,21.8621,21.8488,21.6276,21.6601,21.826,21.9997,21.9425,21.9812,21.884,21.8215,21.8926
12,54:51.0,21.6477,21.6931,22.5413,22.0562,21.9204,21.8741,21.8761,21.7292,22.1148,22.0935,22.1076,21.9579,22.069,21.8743,22.7701,0.0144,-0.8134,21.711,22.5311,22.0975,21.9261,21.857,21.8441,21.6283,21.6615,21.8166,22.0011,21.9439,21.9831,21.8757,21.8132,21.8998
13,54:51.3,21.6416,21.6864,22.5367,22.0477,21.9211,21.8704,21.8738,21.7301,22.1178,22.1034,22.1069,21.9567,22.0734,21.8782,22.7657,0.014,-0.7927,21.72,22.5212,22.1003,21.9242,21.8667,21.8478,21.6225,21.6618,21.811,21.9999,21.9288,21.9933,21.8764,21.8201,21.8929
14,54:51.7,21.6463,21.6894,22.5388,22.0558,21.9156,21.873,21.8781,21.7281,22.1152,22.0889,22.1166,21.956,22.0649,21.8796,22.7692,0.0143,-0.7753,21.7084,22.5217,22.1003,21.9291,21.8593,21.8483,21.635,21.671,21.8129,22.0022,21.9397,21.9808,21.8664,21.8171,21.8996
15,54:52.0,21.6521,21.6892,22.5342,22.0467,21.9179,21.8672,21.8761,21.725,22.1125,22.0983,22.1154,21.9489,22.079,21.8727,22.7662,0.0142,-0.7656,21.7133,22.5198,22.0975,21.9221,21.8593,21.8455,21.6265,21.6643,21.8186,21.9957,21.9425,21.9778,21.8717,21.8141,21.9014
16,54:52.3,21.6414,21.692,22.5365,22.0509,21.9186,21.8677,21.8761,21.735,22.115,22.097,22.1131,21.9535,22.0755,21.8808,22.771,0.0139,-0.7523,21.7151,22.5221,22.1061,21.924,21.8621,21.8481,21.6258,21.6599,21.824,21.9992,21.9362,21.9761,21.8752,21.8062,21.8954
17,54:52.7,21.6486,21.6832,22.5351,22.0451,21.928,21.8723,21.8788,21.7297,22.1185,22.0967,22.1115,21.9662,22.0781,21.8683,22.7701,0.0128,-0.7412,21.7225,22.5191,22.0973,21.9245,21.8609,21.8508,21.6325,21.6546,21.8196,22.0027,21.9351,21.9741,21.8722,21.8095,21.9007
18,54:53.0,21.6546,21.6962,22.5402,22.0504,21.9197,21.8721,21.8719,21.7334,22.1178,22.1053,22.1159,21.9567,22.079,21.8792,22.7756,0.0121,-0.735,21.7147,22.5203,22.0929,21.9263,21.863,21.8545,21.6348,21.6601,21.8152,22.0055,21.9411,21.9778,21.8692,21.8162,21.8963
19,54:53.3,21.6585,21.6911,22.539,22.0474,21.9209,21.8785,21.8791,21.7318,22.1136,22.0993,22.115,21.9581,22.0783,21.8757,22.7692,0.0119,-0.7284,21.7135,22.5166,22.0966,21.9259,21.8672,21.8534,21.6332,21.6555,21.8173,22.0022,21.9395,21.981,21.8801,21.8182,21.9067
20,54:53.7,21.6442,21.689,22.5386,22.059,21.919,21.8621,21.8837,21.7292,22.1173,22.102,22.108,21.9558,22.0725,21.8762,22.7636,0.012,-0.7206,21.7137,22.5214,22.0987,21.9286,21.8676,21.8494,21.6248,21.6601,21.8265,22.0057,21.936,21.9819,21.8734,21.824,21.9081
21,54:54.0,21.6516,21.6911,22.5349,22.0564,21.9183,21.873,21.8763,21.7253,22.1104,22.0995,22.1122,21.9574,22.0718,21.8722,22.7694,0.0113,-0.7176,21.7184,22.512,22.1031,21.9221,21.8672,21.8504,21.6246,21.6578,21.8223,22.0075,21.9392,21.9868,21.8768,21.8166,21.901
22,54:54.3,21.6449,21.6955,22.5455,22.056,21.9239,21.8725,21.8781,21.7366,22.1194,22.1113,22.1127,21.9547,22.0792,21.8704,22.7736,0.0116,-0.7142,21.7202,22.5203,22.104,21.9263,21.8581,21.8432,21.6327,21.6641,21.8173,22.0108,21.9422,21.987,21.8731,21.8164,21.9054
23,54:54.7,21.6502,21.6994,22.5323,22.047,21.9123,21.8684,21.8793,21.7355,22.1136,22.0951,22.1124,21.9581,22.0774,21.8725,22.7719,0.0109,-0.7076,21.7142,22.5249,22.0982,21.9245,21.8563,21.8508,21.6336,21.6641,21.8242,21.9994,21.9318,21.975,21.8701,21.8125,21.8959
24,54:55.0,21.6525,21.6925,22.5416,22.0608,21.9234,21.8732,21.8742,21.7417,22.1157,22.1069,22.1143,21.9542,22.0723,21.8725,22.7687,0.0103,-0.6959,21.707,22.5198,22.0924,21.9233,21.8632,21.8471,21.626,21.6601,21.8182,21.9981,21.9383,21.9896,21.8694,21.8111,21.9086
25,54:55.3,21.6534,21.6975,22.5416,22.0537,21.9246,21.8709,21.8721,21.7338,22.1206,22.1034,22.1131,21.9623,22.0674,21.8794,22.7662,0.0091,-0.6802,21.7128,22.5187,22.0973,21.9215,21.8646,21.8418,21.6239,21.6659,21.8216,22.0117,21.9409,21.9854,21.8761,21.8162,21.9
26,54:55.7,21.6456,21.6934,22.5473,22.0588,21.9202,21.8693,21.8719,21.7355,22.1166,22.0988,22.1171,21.9558,22.0794,21.8787,22.7648,0.009,-0.6776,21.7056,22.5143,22.0982,21.9226,21.8581,21.8497,21.6225,21.6594,21.8108,21.9985,21.9358,21.9787,21.8673,21.8125,21.9003
27,54:56.0,21.6474,21.6952,22.5312,22.0525,21.9186,21.8755,21.8772,21.7234,22.1152,22.0997,22.109,21.9584,22.0808,21.8775,22.7729,0.0087,-0.693,21.7096,22.5099,22.0876,21.9196,21.86,21.8346,21.6119,21.6488,21.8168,21.9983,21.939,21.978,21.8701,21.8143,21.8956
28,54:56.3,21.6419,21.698,22.5335,22.0534,21.9223,21.8741,21.874,21.7392,22.1134,22.1011,22.1136,21.9512,22.0774,21.8683,22.7694,0.0081,-0.7006,21.7029,22.5219,22.0913,21.9252,21.8602,21.8407,21.6267,21.6567,21.814,21.999,21.9309,21.9801,21.8713,21.8092,21.8968
29,54:56.7,21.644,21.6911,22.5386,22.0518,21.9149,21.863,21.8675,21.732,22.1115,22.0946,22.115,21.9591,22.0808,21.8727,22.7615,0.0082,-0.7058,21.7126,22.5131,22.0903,21.9339,21.8609,21.8397,21.6232,21.6592,21.8228,21.9951,21.936,21.9852,21.8734,21.8141,21.8991
30,54:57.0,21.6541,21.6904,22.5416,22.0502,21.9216,21.87,21.8696,21.7311,22.1136,22.1044,22.1067,21.9574,22.0799,21.869,22.7673,0.0071,-0.7096,21.7082,22.5207,22.094,21.9245,21.8505,21.8446,21.629,21.6583,21.8131,21.996,21.9367,21.9842,21.8789,21.8159,21.894
31,54:57.3,21.6553,21.6869,22.5411,22.05,21.913,21.8737,21.8733,21.7352,22.0545,22.0392,22.0459,21.8916,22.0716,21.8725,22.7599,0.0065,-0.7146,21.7195,22.5131,22.0943,21.9321,21.8667,21.8393,21.6313,21.6527,21.8136,21.9941,21.9402,21.9868,21.8747,21.8171,21.901
32,54:57.7,21.6375,21.6864,22.5353,22.0451,21.9183,21.8672,21.8687,21.7334,22.054,22.036,22.0351,21.8858,22.07,21.8762,22.7669,0.0066,-0.7176,21.7047,22.5203,22.0961,21.9321,21.8679,21.8434,21.6297,21.6567,21.8177,22.0036,21.9348,21.9764,21.8821,21.8201,21.8963
33,54:58.0,21.6527,21.6876,22.5397,22.0555,21.9216,21.8714,21.8712,21.7329,22.0547,22.0441,22.0482,21.8953,22.0751,21.8773,22.7675,0.0061,-0.723,21.7066,22.5191,22.0968,21.9261,21.8591,21.8455,21.6357,21.6569,21.814,22.0038,21.9411,21.987,21.8773,21.8192,21.9037
34,54:58.3,21.6458,21.6885,22.5427,22.0537,21.9181,21.8818,21.8781,21.7361,22.0559,22.0415,22.0545,21.9025,22.0808,21.8748,22.7738,0.0051,-0.7279,21.7188,22.5152,22.0931,21.9265,21.873,21.8464,21.6288,21.6585,21.823,22.0011,21.9446,21.9792,21.8722,21.8275,21.8906
35,54:58.7,21.6463,21.6929,22.5453,22.0546,21.9149,21.8725,21.8742,21.7341,22.0594,22.026,22.048,21.8921,22.0744,21.8861,22.7715,0.0051,-0.7344,21.7001,22.5071,22.094,21.9286,21.854,21.8492,21.6274,21.6657,21.8161,21.9937,21.9358,21.9734,21.8724,21.8136,21.8959
36,54:59.0,21.6479,21.6952,22.542,22.0615,21.9132,21.8704,21.8754,21.7338,22.0556,22.0413,22.051,21.9004,22.0748,21.8787,22.7805,0.0049,-0.7386,21.7156,22.5207,22.101,21.9349,21.8614,21.8407,21.6244,21.6594,21.8133,21.9983,21.9355,21.9761,21.8826,21.8132,21.8952
37,54:59.3,21.649,21.6878,22.539,22.0664,21.9144,21.8737,21.8756,21.7308,22.0561,22.0395,22.0445,21.8877,22.0785,21.8817,22.7717,0.0039,-0.7434,21.7036,22.5159,22.0984,21.9215,21.8609,21.834,21.6283,21.6594,21.8145,21.9962,21.9376,21.9754,21.8685,21.8155,21.8936
38,54:59.7,21.6435,21.6938,22.5374,22.0532,21.9144,21.8711,21.8814,21.7378,22.048,22.033,22.0496,21.8974,22.0716,21.8833,22.7692,0.004,-0.7445,21.7075,22.5136,22.0991,21.9191,21.8584,21.8416,21.6193,21.6546,21.8131,21.9974,21.9274,21.9796,21.8752,21.8118,21.8963
39,55:00.0,21.6518,21.6957,22.5365,22.0606,21.9095,21.8707,21.877,21.741,22.0471,22.0457,22.0445,21.8928,22.0785,21.8833,22.7696,0.0041,-0.7511,21.6938,22.5066,22.0802,21.9032,21.842,21.8242,21.6223,21.6574,21.814,21.9967,21.9321,21.972,21.8673,21.8111,21.8931
40,55:00.3,21.6472,21.6911,22.5379,22.0601,21.9095,21.8718,21.8663,21.7292,22.0482,22.0297,22.0436,21.8923,22.0748,21.8861,22.7743,0.0038,-0.6529,21.7052,22.5103,22.0894,21.9238,21.8621,21.849,21.6302,21.6569,21.8126,21.9934,21.9328,21.9785,21.8717,21.8113,21.8915
41,55:00.7,21.6493,21.6906,22.5425,22.0553,21.9068,21.8667,21.8721,21.7287,22.0487,22.0399,22.0459,21.8886,22.0769,21.8819,22.7694,0.0035,-0.749,21.7003,22.5177,22.0901,21.9272,21.8616,21.834,21.6255,21.6537,21.8173,22.0069,21.9353,21.9741,21.8768,21.8173,21.8954
42,55:01.0,21.6458,21.6897,22.5353,22.0627,21.9121,21.8698,21.8724,21.729,22.0503,22.039,22.0411,21.8935,22.0732,21.8792,22.7722,0.0039,-0.8222,21.7117,22.5175,22.101,21.9221,21.8524,21.8377,21.6269,21.656,21.8198,21.9902,21.9378,21.9794,21.8771,21.8159,21.8943
43,55:01.3,21.6495,21.698,22.5353,22.0541,21.9119,21.8735,21.8761,21.7343,22.0559,22.0399,22.0492,21.8956,22.0695,21.8829,22.7719,0.0037,-0.8694,21.7068,22.5166,22.0894,21.9259,21.8565,21.8423,21.6304,21.6567,21.82,21.9967,21.9293,21.9729,21.8768,21.8113,21.8959
44,55:01.7,21.6486,21.6874,22.5328,22.0673,21.9038,21.8677,21.8775,21.7329,22.0547,22.0371,22.0418,21.89,22.0734,21.8762,22.7701,0.0032,-0.8861,21.7061,22.5191,22.0943,21.9314,21.8581,21.8418,21.6288,21.6532,21.8184,21.9962,21.9367,21.972,21.8697,21.8187,21.8989
45,55:02.0,21.643,21.686,22.5321,22.0567,21.9075,21.8704,21.8724,21.7216,22.0496,22.0307,22.0434,21.8891,22.0707,21.8808,22.7632,0.003,-0.8886,21.7075,22.5196,22.0952,21.9228,21.8642,21.8337,21.6184,21.6548,21.8175,21.9927,21.9293,21.9704,21.8687,21.8162,21.9012
46,55:02.3,21.6486,21.6846,22.5312,22.0622,21.9072,21.8635,21.8724,21.7324,22.0538,22.0362,22.0411,21.893,22.0767,21.8822,22.7664,0.0033,-0.8816,21.7063,22.505,22.0957,21.9233,21.8605,21.8393,21.6232,21.6574,21.8159,21.9937,21.9334,21.9789,21.8722,21.8134,21.9044
47,55:02.7,21.6435,21.6869,22.5397,22.0611,21.9038,21.8674,21.8705,21.7264,22.0476,22.0337,22.0406,21.8891,22.0609,21.8731,22.7643,0.0028,-0.8706,21.7045,22.511,22.0936,21.9249,21.8538,21.8427,21.6258,21.656,21.8177,21.9951,21.9355,21.9738,21.8722,21.8141,21.8993
48,55:03.0,21.646,21.6818,22.5325,22.0548,21.9075,21.8596,21.8657,21.7301,22.0503,22.0291,22.0374,21.8884,22.0677,21.8787,22.7678,0.0032,-0.8606,21.7107,22.5247,22.0991,21.9307,21.8602,21.8522,21.6283,21.6597,21.8214,21.9994,21.9395,21.9787,21.8775,21.8203,21.9093
49,55:03.3,21.6484,21.6851,22.5372,22.0643,21.9063,21.8681,21.8657,21.7262,22.0466,22.0267,22.039,21.8946,22.0656,21.8773,22.7675,0.0025,-0.8485,21.7082,22.5207,22.0977,21.9284,21.8584,21.8499,21.6272,21.6601,21.8115,22.0015,21.9383,21.9819,21.884,21.8152,21.9102
50,55:03.7,21.6419,21.6862,22.5323,22.0659,21.8982,21.8649,21.8703,21.735,22.0506,22.039,22.0434,21.8944,22.0753,21.8782,22.765,0.0027,-0.8389,21.704,22.5205,22.0982,21.9261,21.8598,21.8481,21.6244,21.6634,21.8129,21.9985,21.9348,21.9704,21.8727,21.8157,21.903
51,55:04.0,21.6396,21.6899,22.5441,22.0597,21.9038,21.861,21.8724,21.7274,22.0598,22.0371,22.0443,21.8886,22.0605,21.8757,22.7678,0.002,-0.823,21.7144,22.518,22.1058,21.9263,21.8621,21.8402,21.6262,21.6641,21.8228,21.9985,21.9279,21.9699,21.878,21.8208,21.9121
52,55:04.3,21.6502,21.6834,22.5339,22.0558,21.9008,21.86,21.8643,21.7271,22.0425,22.0334,22.0455,21.8851,22.0769,21.8826,22.7664,0.002,-0.8035,21.7047,22.511,22.0889,21.9184,21.8591,21.8471,21.623,21.6592,21.8115,21.989,21.9244,21.9729,21.8752,21.8231,21.9044
53,55:04.7,21.6359,21.6823,22.527,22.0657,21.9049,21.8626,21.8691,21.7299,22.0462,22.0277,22.0434,21.8879,22.0663,21.8771,22.7692,0.0021,-0.7831,21.701,22.5152,22.101,21.918,21.8621,21.8471,21.6253,21.656,21.8207,21.989,21.9321,21.9748,21.8794,21.8099,21.8982
54,55:05.0,21.6502,21.6848,22.5353,22.0632,21.9045,21.8688,21.8684,21.735,22.055,22.0311,22.0473,21.8884,22.0693,21.8766,22.7685,0.0024,-0.7594,21.7022,22.5126,22.1026,21.9256,21.8674,21.8434,21.6232,21.6581,21.8186,21.9946,21.9323,21.9778,21.8708,21.8182,21.913
55,55:05.3,21.6444,21.6804,22.5425,22.0615,21.9061,21.8596,21.8687,21.7324,22.0545,22.0381,22.0485,21.8891,22.0723,21.8799,22.7634,0.0024,-0.7496,21.711,22.5129,22.1051,21.9265,21.8519,21.8513,21.6207,21.6608,21.8184,21.999,21.939,21.9787,21.8801,21.821,21.898
56,55:05.7,21.6465,21.6871,22.5295,22.0743,21.8975,21.8681,21.8666,21.7287,22.0533,22.0337,22.0429,21.8782,22.0739,21.8815,22.7578,0.0018,-0.7731,21.7031,22.5295,22.1021,21.937,21.8628,21.8418,21.6297,21.6553,21.8152,22.0018,21.9328,21.9653,21.8798,21.8136,21.9037
57,55:06.0,21.6474,21.6851,22.5404,22.0648,21.8966,21.8633,21.8751,21.7274,22.0496,22.0351,22.0397,21.89,22.0755,21.8782,22.7636,0.002,-0.7947,21.698,22.5177,22.0991,21.9282,21.8653,21.8444,21.623,21.656,21.8189,21.9955,21.926,21.9766,21.8713,21.8152,21.913
58,55:06.3,21.6525,21.6864,22.5418,22.0608,21.9021,21.866,21.8673,21.7308,22.0459,22.0346,22.0459,21.8851,22.0734,21.8843,22.7606,0.0019,-0.8082,21.6994,22.5219,22.0977,21.9247,21.8607,21.8409,21.6258,21.6548,21.8281,21.9932,21.9274,21.9785,21.8706,21.8148,21.9107
59,55:06.7,21.6467,21.6841,22.5335,22.0632,21.9052,21.8628,21.867,21.7306,22.0494,22.0374,22.0358,21.8905,22.0769,21.8676,22.7666,0.0004,-0.8163,21.7043,22.5221,22.0924,21.9256,21.8693,21.8513,21.6304,21.6613,21.8166,21.9944,21.9353,21.9831,21.878,21.8268,21.9121
60,55:07.0,21.6442,21.6888,22.5339,22.0601,21.9137,21.8596,21.8659,21.7276,22.0533,22.0302,22.0399,21.8902,22.069,21.8762,22.7571,0,-0.8187,21.7087,22.5277,22.0957,21.93,21.8619,21.8508,21.6306,21.6537,21.8212,21.9937,21.9244,21.9771,21.8752,21.8245,21.9095
61,55:07.3,21.646,21.6876,22.5342,22.0671,21.9149,21.8637,21.8661,21.7283,22.0519,22.042,22.0415,21.8902,22.0635,21.8734,22.759,0.0007,-0.8203,21.7045,22.5249,22.1063,21.9307,21.8632,21.852,21.6232,21.6652,21.823,21.99,21.9427,21.9801,21.8738,21.8134,21.9178
62,55:07.7,21.6419,21.677,22.5406,22.0599,21.916,21.8591,21.8712,21.729,22.0547,22.0358,22.0383,21.8923,22.0688,21.8757,22.7599,0.0009,-0.8206,21.7093,22.5198,22.0998,21.9259,21.8609,21.843,21.6376,21.6555,21.8152,21.9937,21.9286,21.9748,21.8782,21.8189,21.9125
63,55:08.0,21.6502,21.6797,22.533,22.0643,21.9082,21.8603,21.8731,21.7274,22.0531,22.0337,22.0441,21.8854,22.0704,21.8771,22.7491,0.001,-0.819,21.707,22.5198,22.0961,21.9277,21.8658,21.8411,21.6255,21.6592,21.8304,21.9923,21.9344,21.9842,21.875,21.8196,21.9139
64,55:08.3,21.6453,21.6723,22.5351,22.0636,21.9072,21.8603,21.864,21.716,22.0452,22.0253,22.0367,21.8875,22.0739,21.8799,22.7528,0.0011,-0.8198,21.7077,22.5265,22.1019,21.9263,21.8632,21.8425,21.6297,21.6631,21.8237,21.9944,21.9339,21.9731,21.8768,21.8213,21.9188
65,55:08.7,21.6451,21.6781,22.5314,22.0682,21.9137,21.8598,21.8738,21.7308,22.0573,22.0318,22.0439,21.8935,22.0741,21.8799,22.7576,0.0011,-0.8207,21.7017,22.5189,22.1037,21.9291,21.8572,21.8506,21.6239,21.6569,21.8175,21.9932,21.9284,21.9711,21.8796,21.8192,21.916
66,55:09.0,21.6453,21.6823,22.5344,22.0657,21.9163,21.8663,21.8756,21.7253,22.055,22.0339,22.042,21.8891,22.0709,21.8773,22.7548,0.0001,-0.823,21.7026,22.5159,22.0996,21.9259,21.8581,21.8404,21.629,21.6601,21.826,21.9967,21.9355,21.9835,21.8812,21.8217,21.9172
67,55:09.3,21.6477,21.6809,22.5358,22.0625,21.9195,21.8619,21.8733,21.723,22.0513,22.0325,22.036,21.8882,22.0739,21.8789,22.7514,0.0001,-0.8252,21.7096,22.5221,22.0915,21.9263,21.8727,21.8416,21.6297,21.6594,21.8263,22.0025,21.9339,21.9824,21.8768,21.8199,21.9135
68,55:09.7,21.649,21.6901,22.5379,22.0627,21.9167,21.8681,21.8677,21.7382,22.0489,22.0346,22.0432,21.8875,22.0727,21.8708,22.7528,0.0002,-0.8256,21.7022,22.5196,22.1012,21.9268,21.8688,21.846,21.6336,21.6587,21.8145,22.0032,21.9321,21.9734,21.8787,21.8162,21.9218
69,55:10.0,21.6521,21.6862,22.5353,22.0625,21.9158,21.8649,21.877,21.7306,22.0499,22.0304,22.0455,21.8902,22.069,21.8762,22.7481,0.0002,-0.8271,21.7029,22.514,22.0991,21.9238,21.8669,21.8478,21.6228,21.6604,21.817,21.989,21.9328,21.9736,21.875,21.8229,21.9093
70,55:10.3,21.6423,21.6827,22.5413,22.0659,21.9237,21.8693,21.87,21.7359,22.0554,22.0385,22.0371,21.8902,22.0757,21.8824,22.7597,0.0001,-0.8274,21.7091,22.521,22.1074,21.9284,21.8625,21.8423,21.6292,21.6604,21.8177,21.9879,21.9272,21.9787,21.8717,21.8192,21.9172
71,55:10.7,21.6502,21.6888,22.5432,22.0722,21.9149,21.8596,21.8703,21.7357,22.0496,22.0404,22.0459,21.8923,22.0757,21.8847,22.7546,0.0005,-0.829,21.7008,22.5228,22.0977,21.9189,21.851,21.8453,21.6285,21.6516,21.814,21.993,21.9311,21.9759,21.8655,21.815,21.9107
72,55:11.0,21.6481,21.682,22.5404,22.0622,21.9278,21.8762,21.8761,21.7313,22.0526,22.0351,22.0466,21.8849,22.0757,21.8778,22.7511,-0.0011,-0.8294,21.704,22.5187,22.0933,21.9254,21.8501,21.8363,21.6218,21.6539,21.817,21.9962,21.9284,21.9738,21.865,21.8231,21.9088
73,55:11.3,21.6521,21.6885,22.5425,22.0643,21.9179,21.8691,21.8712,21.7387,22.0536,22.0369,22.0439,21.893,22.0653,21.875,22.7588,-0.0004,-0.8313,21.7045,22.5258,22.0994,21.9208,21.8612,21.8476,21.6378,21.6571,21.8138,21.9946,21.9295,21.9757,21.875,21.8159,21.9141
74,55:11.7,21.6456,21.682,22.5397,22.0696,21.9262,21.8741,21.8677,21.7264,22.0538,22.0351,22.0452,21.8872,22.0732,21.8699,22.7599,-0.0003,-0.8325,21.6922,22.5207,22.0947,21.9284,21.8565,21.8451,21.6218,21.6548,21.8207,22.0066,21.9346,21.9743,21.8796,21.8213,21.9128
75,55:12.0,21.6486,21.6853,22.5416,22.0629,21.9329,21.8644,21.868,21.732,22.0487,22.0367,22.0466,21.8909,22.0732,21.8736,22.7509,-0.0004,-0.8349,21.7001,22.5191,22.0984,21.9233,21.8658,21.8393,21.6285,21.6625,21.8189,21.9937,21.9358,21.9713,21.875,21.8219,21.8996
76,55:12.3,21.6504,21.6797,22.5425,22.0696,21.9253,21.8656,21.8742,21.7271,22.0503,22.0307,22.0341,21.8886,22.0704,21.8766,22.7574,-0.001,-0.8374,21.7052,22.5228,22.095,21.9284,21.8658,21.8506,21.6313,21.6645,21.8142,21.9957,21.9351,21.9826,21.8833,21.8247,21.8973
77,55:12.7,21.6537,21.6897,22.5386,22.0629,21.9227,21.8591,21.8666,21.7241,22.045,22.0392,22.0381,21.8923,22.0781,21.875,22.75,-0.0011,-0.8384,21.7026,22.5254,22.0975,21.9219,21.8628,21.8451,21.6242,21.6604,21.82,21.9927,21.9365,21.9768,21.8768,21.8233,21.9026
