Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31,Events
216,41:27.1,21.255,21.3415,22.1459,21.6982,21.4723,21.4257,21.5585,21.3177,21.863,21.6469,21.6947,21.4221,21.7879,21.4054,22.5313,0.0959,-0.5412,21.5055,22.3375,21.8673,21.7528,21.6686,21.7267,21.326,21.4076,21.466,21.5773,21.4322,21.691,21.4365,21.5664,21.6068,
217,41:27.4,21.2513,21.341,22.1445,21.6975,21.4695,21.4284,21.5703,21.3193,21.8746,21.6531,21.6922,21.4207,21.7793,21.4063,22.5264,0.0962,-0.5406,21.4983,22.3445,21.8623,21.7583,21.6725,21.7348,21.332,21.4085,21.4618,21.5704,21.4211,21.6847,21.4423,21.5708,21.605,
218,41:27.8,21.268,21.3343,22.1523,21.6994,21.4679,21.4271,21.5583,21.3249,21.8684,21.6459,21.688,21.4077,21.7904,21.4198,22.5264,0.0963,-0.5421,21.4923,22.3482,21.8653,21.753,21.6707,21.7281,21.3265,21.4046,21.4579,21.572,21.4265,21.6912,21.4282,21.5645,21.6006,
219,41:28.1,21.2719,21.3324,22.1454,21.6876,21.466,21.4282,21.5578,21.3168,21.8642,21.6529,21.6906,21.413,21.7768,21.4114,22.5243,0.0966,-0.5427,21.4983,22.3366,21.8657,21.7532,21.6661,21.7233,21.3272,21.4085,21.463,21.5755,21.4174,21.6877,21.4363,21.5592,21.5974,
220,41:28.4,21.2599,21.3327,22.1542,21.6915,21.473,21.4259,21.565,21.3216,21.8707,21.6443,21.6864,21.4137,21.783,21.4031,22.5209,0.0969,-0.5412,21.4988,22.3382,21.8662,21.7521,21.6695,21.7159,21.3216,21.3962,21.4523,21.5741,21.41,21.679,21.4372,21.5648,21.5925,
221,41:28.8,21.2654,21.3341,22.1512,21.6924,21.469,21.4354,21.5599,21.3144,21.867,21.6513,21.6945,21.4149,21.7786,21.407,22.5139,0.0973,-0.5413,21.5022,22.3466,21.8692,21.7488,21.6605,21.7149,21.336,21.4069,21.4523,21.5762,21.4209,21.6845,21.4335,21.5685,21.5851,
222,41:29.1,21.2619,21.3257,22.1477,21.6822,21.4693,21.4243,21.5604,21.32,21.8607,21.639,21.6922,21.4093,21.7747,21.4114,22.5172,0.0978,-0.5409,21.5022,22.335,21.8697,21.7532,21.6665,21.7219,21.3429,21.4039,21.4574,21.581,21.4142,21.681,21.4321,21.5678,21.5726,
223,41:29.4,21.2689,21.3313,22.1528,21.6832,21.467,21.4282,21.5611,21.3138,21.873,21.6501,21.697,21.3987,21.78,21.4089,22.5033,0.0982,-0.5381,21.5085,22.3269,21.8736,21.7512,21.6679,21.7207,21.3276,21.3967,21.4567,21.5706,21.4112,21.6796,21.4349,21.565,21.5532,
224,41:29.8,21.2594,21.3317,22.1459,21.6781,21.4716,21.4259,21.5537,21.3163,21.8693,21.6524,21.6943,21.3971,21.7825,21.4038,22.498,0.0984,-0.5387,21.5059,22.3322,21.8717,21.7505,21.6681,21.7228,21.3325,21.4009,21.4484,21.5773,21.4121,21.6843,21.433,21.5687,21.5541,
225,41:30.1,21.2575,21.329,22.1486,21.6795,21.4702,21.4243,21.556,21.314,21.8698,21.6348,21.6813,21.3959,21.7786,21.398,22.4897,0.0986,-0.5372,21.5036,22.3338,21.8623,21.7484,21.6658,21.7193,21.3392,21.4034,21.454,21.5752,21.4142,21.678,21.4307,21.5597,21.5428,
226,41:30.4,21.2548,21.3199,22.144,21.6799,21.4762,21.4319,21.5562,21.3195,21.8718,21.6415,21.6906,21.3915,21.7791,21.4045,22.482,0.0986,-0.5358,21.5184,22.3313,21.8747,21.7491,21.6772,21.726,21.332,21.3976,21.453,21.5843,21.4126,21.685,21.4333,21.5819,21.5629,
227,41:30.8,21.2629,21.3354,22.1486,21.6704,21.4783,21.4275,21.5525,21.3232,21.8723,21.6397,21.6889,21.3964,21.7814,21.4001,22.4869,0.0988,-0.5381,21.5208,22.3301,21.8771,21.7375,21.6709,21.7198,21.327,21.3986,21.4498,21.5877,21.4235,21.6757,21.4249,21.5638,21.5569,
228,41:31.1,21.2499,21.322,22.1482,21.6681,21.4737,21.4271,21.5451,21.3165,21.8709,21.6457,21.6815,21.3897,21.7744,21.3996,22.479,0.0992,-0.538,21.5228,22.3324,21.8727,21.7426,21.6691,21.7119,21.327,21.3976,21.4431,21.5822,21.4186,21.6748,21.424,21.5708,21.5543,
229,41:31.4,21.2656,21.3232,22.1473,21.6748,21.4741,21.4268,21.5476,21.3179,21.8667,21.6372,21.6788,21.3897,21.7696,21.3996,22.4677,0.0996,-0.5387,21.524,22.329,21.8754,21.7442,21.6637,21.7117,21.3235,21.3937,21.4438,21.584,21.4172,21.672,21.4268,21.5743,21.5536,
230,41:31.8,21.2562,21.3285,22.1378,21.6697,21.4801,21.4365,21.553,21.3151,21.8693,21.6413,21.6783,21.3973,21.7779,21.3968,22.4732,0.1002,-0.5369,21.5115,22.317,21.8754,21.7396,21.6633,21.7068,21.3228,21.393,21.4482,21.5887,21.4142,21.6757,21.4231,21.5666,21.5448,
231,41:32.1,21.2666,21.3229,22.151,21.6818,21.4801,21.4287,21.5493,21.3214,21.863,21.6397,21.6806,21.3957,21.7663,21.3989,22.4684,0.1013,-0.5373,21.5208,22.3209,21.8771,21.7384,21.6684,21.7062,21.3168,21.3912,21.444,21.5831,21.4123,21.666,21.4256,21.559,21.53,
232,41:32.4,21.2608,21.3304,22.1584,21.6744,21.4767,21.4217,21.5407,21.3209,21.8785,21.6462,21.6815,21.3999,21.7726,21.4068,22.4689,0.1024,-0.5373,21.5136,22.3267,21.8754,21.7417,21.6654,21.7048,21.3223,21.3919,21.4357,21.5903,21.4133,21.663,21.4273,21.5636,21.5522,
233,41:32.8,21.2612,21.3315,22.1523,21.6721,21.473,21.4282,21.5409,21.3184,21.8686,21.6367,21.6843,21.3952,21.768,21.3943,22.4709,0.1029,-0.5362,21.5173,22.3177,21.8768,21.7331,21.6633,21.7066,21.3126,21.3951,21.4422,21.5863,21.4089,21.6628,21.4374,21.5699,21.5536,
234,41:33.1,21.2594,21.3266,22.154,21.6707,21.4748,21.4264,21.5502,21.3135,21.8718,21.6402,21.6755,21.395,21.7754,21.4061,22.4679,0.103,-0.5359,21.5138,22.3181,21.8777,21.7352,21.6649,21.6987,21.3156,21.3881,21.4473,21.5951,21.4133,21.6604,21.4261,21.5613,21.552,
235,41:33.4,21.2605,21.328,22.153,21.6771,21.4836,21.4213,21.5435,21.3244,21.8686,21.6316,21.6727,21.4001,21.7703,21.3927,22.4712,0.1031,-0.5345,21.5136,22.3172,21.8759,21.7248,21.6732,21.7001,21.3156,21.3865,21.4468,21.5944,21.413,21.6697,21.4335,21.571,21.5631,
236,41:33.8,21.258,21.3211,22.1466,21.6829,21.4723,21.4271,21.5463,21.3156,21.8728,21.6365,21.6887,21.3989,21.7733,21.4008,22.4568,0.1027,-0.5352,21.5064,22.3149,21.8805,21.7343,21.6598,21.6994,21.3126,21.3877,21.4415,21.5935,21.4054,21.6648,21.43,21.5657,21.5455,
237,41:34.1,21.261,21.3308,22.1503,21.6799,21.4899,21.4231,21.547,21.3151,21.8654,21.6367,21.6806,21.3948,21.7643,21.398,22.4594,0.1022,-0.5346,21.5022,22.3096,21.8847,21.7426,21.6723,21.7075,21.3172,21.3928,21.4417,21.5926,21.4073,21.6688,21.4282,21.5636,21.5543,
238,41:34.4,21.2608,21.3331,22.1523,21.691,21.4836,21.4291,21.55,21.3235,21.8695,21.6339,21.685,21.4049,21.7703,21.4017,22.4601,0.1016,-0.5349,21.4976,22.3207,21.8768,21.7438,21.6702,21.7073,21.3052,21.3854,21.4322,21.6023,21.3966,21.6716,21.4323,21.5668,21.5423,
239,41:34.8,21.2596,21.3292,22.1588,21.694,21.4871,21.4273,21.5377,21.3221,21.876,21.636,21.6815,21.4082,21.7751,21.3966,22.4559,0.1003,-0.5347,21.4981,22.3241,21.8794,21.7535,21.673,21.6962,21.2999,21.3849,21.4341,21.6018,21.4075,21.6759,21.43,21.5729,21.5522,
240,41:35.1,21.2772,21.3264,22.151,21.6834,21.4848,21.4291,21.5368,21.3253,21.8772,21.6376,21.6741,21.4165,21.771,21.3927,22.4552,0.0991,-0.5362,21.4958,22.3204,21.8791,21.7562,21.6744,21.6955,21.3003,21.3817,21.4368,21.606,21.4149,21.666,21.431,21.5659,21.586,
241,41:35.4,21.2633,21.3232,22.1396,21.6841,21.5549,21.4914,21.5933,21.392,21.8755,21.6335,21.6808,21.41,21.7691,21.3913,22.458,0.0978,-0.5364,21.4888,22.3202,21.884,21.753,21.6702,21.7041,21.2978,21.3877,21.4412,21.5993,21.411,21.6674,21.4266,21.5604,21.5964,
242,41:35.8,21.2668,21.3255,22.1496,21.6998,21.5508,21.4898,21.6016,21.3756,21.8686,21.6332,21.6811,21.4024,21.7756,21.3881,22.4543,0.0964,-0.5366,21.4863,22.3223,21.8884,21.7542,21.676,21.7082,21.3001,21.3888,21.4438,21.5986,21.4105,21.6697,21.4434,21.5712,21.5969,
243,41:36.1,21.2543,21.3216,22.1475,21.6862,21.5503,21.4917,21.5954,21.3793,21.8711,21.6323,21.6693,21.4019,21.7615,21.3763,22.4617,0.095,-0.5358,21.4948,22.3294,21.8854,21.7551,21.6748,21.7099,21.3045,21.39,21.4371,21.606,21.4038,21.6665,21.4441,21.5592,21.6048,
244,41:36.4,21.2571,21.3248,22.1406,21.6915,21.5489,21.4963,21.5961,21.3754,21.8667,21.6337,21.6751,21.4047,21.7714,21.3874,22.4561,0.0936,-0.5362,21.4863,22.322,21.8782,21.7537,21.6788,21.7133,21.3001,21.3942,21.4466,21.6109,21.4114,21.6711,21.4411,21.5722,21.6015,
245,41:36.8,21.2617,21.3174,22.1417,21.6931,21.5519,21.488,21.5919,21.3705,21.8633,21.6335,21.6755,21.4047,21.7712,21.3779,22.4559,0.0922,-0.5365,21.48,22.3253,21.8819,21.7546,21.6762,21.7145,21.3057,21.3868,21.4498,21.6007,21.4082,21.6704,21.4393,21.565,21.6036,
246,41:37.1,21.2647,21.325,22.1382,21.6896,21.551,21.4863,21.5928,21.3809,21.8635,21.6383,21.6711,21.4098,21.774,21.3779,22.4624,0.0909,-0.5359,21.4837,22.3218,21.8902,21.7609,21.685,21.7184,21.3047,21.3872,21.4447,21.6005,21.4165,21.6706,21.4414,21.5636,21.6089,
247,41:37.4,21.2629,21.3151,22.1459,21.6839,21.5478,21.4979,21.5838,21.3832,21.8619,21.6413,21.6727,21.4022,21.768,21.385,22.4647,0.0898,-0.5354,21.4851,22.3271,21.887,21.75,21.682,21.7094,21.3064,21.3891,21.4429,21.603,21.416,21.6732,21.44,21.5629,21.6156,
248,41:37.8,21.2534,21.3139,22.1486,21.695,21.5515,21.4933,21.5857,21.3786,21.8651,21.636,21.6755,21.4112,21.7731,21.385,22.4689,0.0888,-0.5353,21.48,22.3248,21.8849,21.7449,21.6846,21.7189,21.3036,21.3791,21.4433,21.5981,21.4054,21.6665,21.4391,21.5622,21.6085,
249,41:38.1,21.2534,21.3084,22.144,21.7007,21.5563,21.4951,21.5852,21.3779,21.8751,21.6404,21.6748,21.4093,21.765,21.3964,22.4638,0.0883,-0.5352,21.4773,22.3211,21.8794,21.7407,21.6857,21.7034,21.3017,21.3844,21.4403,21.6113,21.4029,21.6667,21.4353,21.5648,21.6011,
250,41:38.4,21.2566,21.3114,22.1505,21.6977,21.5579,21.4919,21.5931,21.3779,21.8684,21.6372,21.6762,21.413,21.7705,21.4008,22.4797,0.0876,-0.5354,21.4756,22.3207,21.8884,21.7431,21.6855,21.705,21.3013,21.3856,21.4334,21.6067,21.4098,21.6628,21.44,21.5638,21.5724,
251,41:38.8,21.2483,21.3144,22.1438,21.7019,21.5628,21.4887,21.5889,21.3828,21.8698,21.6374,21.6755,21.4024,21.7791,21.4031,22.4735,0.0869,-0.5361,21.4696,22.3276,21.8893,21.741,21.6873,21.7011,21.3066,21.3865,21.4477,21.6018,21.4126,21.6676,21.4402,21.5625,21.5809,
252,41:39.1,21.2575,21.3116,22.1484,21.6984,21.5586,21.4988,21.582,21.3775,21.8644,21.6429,21.6771,21.4107,21.7721,21.414,22.4707,0.0863,-0.5346,21.4731,22.3262,21.8835,21.7403,21.6943,21.7041,21.3108,21.3928,21.4526,21.6039,21.4068,21.6685,21.4342,21.5668,21.5573,
253,41:39.4,21.2559,21.3095,22.147,21.6989,21.5535,21.5016,21.5938,21.3791,21.8735,21.6469,21.6769,21.4045,21.7691,21.41,22.4638,0.0857,-0.5349,21.4705,22.323,21.8889,21.7401,21.6832,21.6983,21.3057,21.3875,21.4385,21.6067,21.4165,21.6625,21.4381,21.5687,21.5527,
254,41:39.8,21.2573,21.3035,22.1394,21.6936,21.5498,21.497,21.5796,21.3735,21.8642,21.6362,21.6732,21.4073,21.7677,21.4161,22.4693,0.0852,-0.5368,21.4731,22.329,21.8798,21.7463,21.6776,21.7006,21.3084,21.3881,21.4403,21.6018,21.4126,21.669,21.4377,21.5699,21.5546,
255,41:40.1,21.2487,21.3088,22.1486,21.695,21.5517,21.5039,21.582,21.3765,21.8644,21.6328,21.6774,21.4017,21.7742,21.4093,22.4652,0.0848,-0.5353,21.4668,22.3304,21.8842,21.7468,21.689,21.6987,21.3147,21.3886,21.4505,21.6109,21.4142,21.6639,21.4328,21.5622,21.5682,
256,41:40.4,21.255,21.3054,22.141,21.6876,21.5533,21.5018,21.5801,21.3781,21.8665,21.6367,21.6711,21.3959,21.77,21.4091,22.4649,0.0847,-0.5352,21.465,22.3334,21.8863,21.7484,21.6843,21.6987,21.2996,21.3875,21.4454,21.6072,21.4117,21.6651,21.4381,21.565,21.5654,
257,41:40.8,21.249,21.3074,22.1424,21.6892,21.5466,21.4991,21.5799,21.3744,21.8584,21.6321,21.6695,21.4063,21.7768,21.407,22.476,0.0844,-0.535,21.4673,22.3269,21.8819,21.7428,21.6885,21.7004,21.308,21.3877,21.4477,21.6106,21.4239,21.6658,21.4347,21.5708,21.5828,
258,41:41.1,21.2589,21.3058,22.1329,21.6906,21.5519,21.4963,21.5771,21.3768,21.8649,21.6344,21.6709,21.398,21.7663,21.3973,22.4677,0.0843,-0.5349,21.4692,22.3304,21.8842,21.7405,21.6741,21.695,21.3145,21.387,21.4523,21.6136,21.4179,21.6762,21.4379,21.5671,21.5865,
259,41:41.4,21.2481,21.3072,22.1362,21.6855,21.557,21.4975,21.582,21.3689,21.8635,21.6311,21.6792,21.41,21.7805,21.3973,22.4705,0.0845,-0.5363,21.4634,22.3264,21.8824,21.7514,21.6887,21.6955,21.3126,21.3833,21.4366,21.6076,21.4126,21.6681,21.4316,21.5705,21.5902,
260,41:41.8,21.2471,21.298,22.1385,21.6926,21.5533,21.5056,21.5796,21.3684,21.8709,21.6353,21.6681,21.4031,21.7689,21.3934,22.4783,0.0846,-0.5358,21.4664,22.3193,21.8821,21.7373,21.6855,21.7015,21.307,21.3842,21.444,21.618,21.4181,21.6658,21.4307,21.5631,21.5974,
261,41:42.1,21.2529,21.3079,22.1454,21.6813,21.5566,21.5069,21.5764,21.3645,21.8626,21.6378,21.6734,21.4024,21.7839,21.3837,22.4737,0.085,-0.5347,21.4604,22.3144,21.8724,21.7493,21.6843,21.7004,21.3152,21.3881,21.4429,21.6074,21.4174,21.6685,21.4222,21.5634,21.5932,
262,41:42.4,21.2499,21.3084,22.1343,21.6866,21.5452,21.4984,21.581,21.3647,21.8644,21.6399,21.6744,21.4008,21.7821,21.3848,22.4684,0.0853,-0.5343,21.4587,22.2961,21.8766,21.7442,21.679,21.6987,21.3149,21.3814,21.454,21.6134,21.4237,21.6769,21.4277,21.5664,21.5886,
263,41:42.8,21.2506,21.31,22.1343,21.6808,21.5538,21.4942,21.5732,21.3559,21.8677,21.6372,21.6681,21.3959,21.7751,21.3804,22.4753,0.0856,-0.5346,21.4666,22.304,21.8782,21.7456,21.6772,21.693,21.3015,21.3782,21.4417,21.609,21.4211,21.6699,21.4333,21.5666,21.5893,
264,41:43.1,21.2518,21.3125,22.1352,21.6841,21.5485,21.5028,21.5806,21.3548,21.8538,21.6369,21.6707,21.3975,21.7714,21.379,22.4779,0.0861,-0.5357,21.4578,22.2885,21.8699,21.7396,21.6799,21.6934,21.3133,21.3828,21.4264,21.6081,21.4179,21.6665,21.436,21.5668,21.5842,
265,41:43.4,21.255,21.3088,22.1246,21.6896,21.554,21.4961,21.5752,21.3555,21.8621,21.6344,21.6709,21.4036,21.7719,21.3709,22.4825,0.0868,-0.5368,21.4546,22.2853,21.8676,21.7359,21.6765,21.6881,21.3195,21.3865,21.4385,21.612,21.4218,21.672,21.4282,21.5678,21.5846,
266,41:43.8,21.2487,21.3116,22.1292,21.679,21.5508,21.5035,21.5743,21.3525,21.8663,21.6346,21.6646,21.4089,21.7818,21.3781,22.4809,0.0874,-0.5377,21.4604,22.2723,21.8697,21.7586,21.6788,21.6911,21.3154,21.3907,21.4343,21.6136,21.4214,21.6688,21.4282,21.5548,21.5793,
267,41:44.1,21.2499,21.3139,22.1313,21.6785,21.5464,21.4956,21.5727,21.3555,21.8612,21.639,21.6774,21.4015,21.7703,21.3732,22.4735,0.0882,-0.5373,21.4518,22.289,21.8798,21.7431,21.6781,21.6812,21.3094,21.3884,21.4389,21.6106,21.4147,21.6741,21.4284,21.5625,21.5654,
268,41:44.4,21.252,21.3206,22.132,21.6864,21.5501,21.5012,21.5667,21.3471,21.8626,21.6341,21.6767,21.4054,21.7735,21.3663,22.4779,0.0891,-0.5376,21.4569,22.2867,21.872,21.738,21.6628,21.6768,21.3172,21.3826,21.4375,21.6081,21.4237,21.6803,21.434,21.574,21.574,
269,41:44.8,21.2566,21.3121,22.1362,21.6848,21.5566,21.5018,21.5706,21.3492,21.86,21.6362,21.6732,21.4003,21.7682,21.3589,22.4723,0.0898,-0.5366,21.449,22.2837,21.8634,21.7407,21.673,21.6735,21.3182,21.3928,21.4364,21.6132,21.4225,21.6766,21.4367,21.5659,21.5712,
270,41:45.1,21.2455,21.3102,22.1248,21.6771,21.5371,21.4963,21.5602,21.3416,21.8573,21.6293,21.6688,21.4029,21.783,21.3774,22.4767,0.0903,-0.5373,21.4585,22.2841,21.8666,21.7338,21.6714,21.671,21.3105,21.3932,21.432,21.6123,21.4221,21.6753,21.4328,21.5662,21.571,
271,41:45.4,21.2543,21.3095,22.1301,21.6827,21.4878,21.4294,21.5069,21.277,21.9101,21.6854,21.7198,21.4488,21.7691,21.3614,22.4612,0.0904,-0.5382,21.4643,22.2807,21.8676,21.7382,21.6693,21.6758,21.3205,21.4025,21.4287,21.6072,21.4248,21.6727,21.4242,21.5736,21.5559,
272,41:45.8,21.2501,21.3176,22.1262,21.6755,21.4795,21.4347,21.5113,21.2846,21.9207,21.6942,21.7327,21.4661,21.777,21.3765,22.4737,0.0901,-0.5379,21.4525,22.2823,21.8754,21.7433,21.6774,21.6677,21.3205,21.4004,21.426,21.6083,21.4223,21.6806,21.4252,21.5634,21.5485,
273,41:46.1,21.2487,21.3135,22.1306,21.6917,21.4818,21.4284,21.5039,21.2753,21.9161,21.6921,21.7346,21.4587,21.7763,21.3834,22.4786,0.0897,-0.5371,21.4513,22.2777,21.8627,21.7313,21.6691,21.6643,21.3177,21.3909,21.4338,21.6099,21.4255,21.6706,21.4307,21.5571,21.5379,
274,41:46.4,21.249,21.3209,22.1216,21.6808,21.4781,21.4298,21.4949,21.2723,21.9166,21.6907,21.7251,21.458,21.7731,21.3992,22.4751,0.0896,-0.5374,21.4486,22.2938,21.8611,21.7329,21.6658,21.6606,21.3147,21.3953,21.4304,21.6086,21.423,21.6787,21.4342,21.5708,21.5293,
275,41:46.8,21.2499,21.3146,22.1193,21.6802,21.4667,21.4227,21.4998,21.267,21.9143,21.6881,21.7323,21.4599,21.7761,21.4003,22.476,0.0895,-0.5363,21.453,22.2938,21.8611,21.732,21.6732,21.659,21.3228,21.4016,21.428,21.6037,21.4262,21.6769,21.4321,21.5638,21.5259,
276,41:47.1,21.2518,21.3165,22.1232,21.6802,21.467,21.4266,21.4944,21.2698,21.9108,21.6932,21.7223,21.4633,21.7714,21.4089,22.4774,0.0894,-0.5358,21.4544,22.283,21.8549,21.7329,21.6649,21.6506,21.3105,21.3939,21.4308,21.603,21.4186,21.6764,21.4319,21.568,21.5344,
277,41:47.4,21.2485,21.3162,22.1258,21.6771,21.4681,21.4171,21.5011,21.2735,21.9094,21.6868,21.7253,21.4656,21.7742,21.4167,22.4705,0.0893,-0.5346,21.4534,22.277,21.8623,21.7227,21.6649,21.6576,21.3272,21.3925,21.4255,21.5968,21.413,21.6785,21.4337,21.5687,21.5314,
278,41:47.8,21.2469,21.3162,22.1216,21.6855,21.4677,21.4169,21.4896,21.2737,21.905,21.6925,21.727,21.4504,21.774,21.4184,22.473,0.0889,-0.5352,21.4562,22.289,21.8581,21.7197,21.6658,21.6583,21.314,21.3956,21.4227,21.5926,21.4186,21.678,21.437,21.5664,21.5402,
279,41:48.1,21.2386,21.3246,22.1156,21.6822,21.4616,21.4236,21.5039,21.2834,21.9087,21.6872,21.7311,21.4582,21.7668,21.4267,22.4746,0.0886,-0.5374,21.4613,22.2948,21.8579,21.7155,21.6647,21.6488,21.3175,21.3951,21.4216,21.5984,21.4128,21.6822,21.4434,21.5659,21.5654,
280,41:48.4,21.2525,21.3209,22.1177,21.6876,21.464,21.4164,21.4963,21.2758,21.9076,21.6955,21.7362,21.4543,21.7694,21.4364,22.4742,0.0883,-0.54,21.455,22.3109,21.8528,21.7114,21.6656,21.6562,21.3219,21.3953,21.4253,21.6,21.4235,21.6813,21.4386,21.5712,21.5761,
281,41:48.8,21.2568,21.3183,22.1158,21.6862,21.4552,21.412,21.4965,21.2804,21.9039,21.6881,21.7392,21.4543,21.7719,21.4355,22.4756,0.0876,-0.5377,21.462,22.3107,21.8516,21.7215,21.6674,21.6495,21.3228,21.3962,21.4239,21.6021,21.4154,21.6806,21.4353,21.5752,21.5765,
282,41:49.1,21.2497,21.3158,22.1149,21.6806,21.4589,21.4109,21.4954,21.2753,21.9083,21.6902,21.7357,21.452,21.7768,21.4394,22.4691,0.087,-0.5337,21.4581,22.3059,21.85,21.713,21.6617,21.6539,21.3228,21.3995,21.4294,21.5984,21.4149,21.6829,21.4372,21.5782,21.5735,
283,41:49.4,21.2464,21.3142,22.1147,21.6839,21.454,21.4139,21.5021,21.2823,21.908,21.6905,21.7325,21.4527,21.7763,21.4524,22.4744,0.0861,-0.5317,21.4581,22.3047,21.8525,21.7114,21.6635,21.6536,21.3246,21.3881,21.4183,21.5949,21.4082,21.6787,21.4296,21.5622,21.5677,
284,41:49.8,21.2457,21.3269,22.1204,21.6737,21.4579,21.4136,21.4984,21.2885,21.9078,21.6942,21.7478,21.4448,21.7761,21.4491,22.4728,0.0849,-0.5336,21.4576,22.3045,21.8412,21.713,21.6642,21.6469,21.3101,21.3838,21.4118,21.5968,21.416,21.6843,21.4388,21.5673,21.5622,
285,41:50.1,21.2434,21.3174,22.1184,21.6795,21.4484,21.4111,21.5023,21.2814,21.9099,21.6888,21.7466,21.4474,21.7768,21.4494,22.4774,0.0837,-0.534,21.4576,22.3109,21.8412,21.7239,21.6751,21.6509,21.323,21.3886,21.4257,21.6002,21.414,21.6845,21.437,21.5745,21.5532,
286,41:50.4,21.2566,21.3172,22.117,21.6802,21.4579,21.4143,21.5002,21.2888,21.9034,21.6842,21.7478,21.4485,21.7721,21.4593,22.4786,0.0825,-0.5344,21.4576,22.3052,21.8419,21.7227,21.6628,21.6465,21.3154,21.3946,21.4199,21.6,21.4167,21.6766,21.44,21.5749,21.5476,
287,41:50.8,21.2497,21.3188,22.1123,21.6776,21.4478,21.4111,21.5002,21.2786,21.9004,21.6863,21.7427,21.4527,21.7728,21.4591,22.4809,0.0815,-0.5355,21.4624,22.3086,21.8343,21.7128,21.6642,21.637,21.3226,21.3919,21.4088,21.5984,21.4137,21.6838,21.4393,21.5731,21.53,
288,41:51.1,21.2557,21.3255,22.1211,21.6767,21.4533,21.4048,21.5046,21.277,21.8981,21.6944,21.7526,21.4402,21.7763,21.466,22.476,0.0806,-0.5366,21.4574,22.3091,21.8417,21.7172,21.6563,21.6435,21.3191,21.38,21.4102,21.5968,21.4091,21.6778,21.4365,21.5687,21.5284,
289,41:51.4,21.2425,21.3165,22.1103,21.6711,21.451,21.4034,21.5,21.2851,21.9078,21.6875,21.7508,21.4437,21.7758,21.4656,22.4841,0.0792,-0.5375,21.4634,22.3211,21.8359,21.7185,21.6693,21.6428,21.3198,21.3884,21.4162,21.5993,21.4084,21.6783,21.433,21.5666,21.5384,
290,41:51.8,21.2508,21.3125,22.1172,21.6744,21.4404,21.3984,21.4951,21.2797,21.8939,21.6914,21.7531,21.4439,21.768,21.46,22.4756,0.0777,-0.5369,21.4585,22.3179,21.8377,21.7109,21.6612,21.6377,21.3133,21.3879,21.4128,21.5921,21.407,21.6801,21.4379,21.5634,21.5307,
291,41:52.1,21.242,21.3042,22.1103,21.6741,21.4366,21.4106,21.5016,21.2786,21.8985,21.6942,21.7485,21.4432,21.7626,21.4672,22.4705,0.0765,-0.5367,21.4523,22.3193,21.8366,21.7077,21.664,21.637,21.3237,21.3868,21.4091,21.5924,21.4079,21.6882,21.4485,21.5668,21.5194,
292,41:52.4,21.245,21.3192,22.1114,21.6732,21.4383,21.4051,21.5009,21.2832,21.8928,21.6888,21.7496,21.4541,21.7652,21.466,22.4737,0.0754,-0.5364,21.4689,22.3336,21.8343,21.713,21.6644,21.6416,21.3228,21.3907,21.4128,21.5995,21.4084,21.6817,21.4402,21.5668,21.7026,
293,41:52.8,21.2605,21.3128,22.1119,21.6658,21.4404,21.4104,21.5,21.2809,21.8974,21.6861,21.7582,21.446,21.7756,21.4688,22.4806,0.0744,-0.5353,21.4638,22.3311,21.8387,21.6991,21.6665,21.6402,21.3202,21.3914,21.4109,21.5884,21.4066,21.6854,21.4298,21.5752,21.5358,
294,41:53.1,21.2825,21.3139,22.1218,21.6693,21.4431,21.4088,21.5011,21.2855,21.8944,21.6868,21.758,21.4481,21.7684,21.4646,22.4804,0.0737,-0.5382,21.4594,22.3315,21.8458,21.6917,21.6674,21.6337,21.3126,21.3847,21.4181,21.5998,21.413,21.6831,21.433,21.5622,21.5358,
295,41:53.4,21.2793,21.3065,22.1135,21.6672,21.4454,21.4048,21.5046,21.2786,21.8939,21.6819,21.7619,21.4411,21.7712,21.4744,22.4746,0.0729,-0.541,21.4719,22.3281,21.8465,21.6975,21.6624,21.6425,21.3156,21.402,21.4206,21.5903,21.4077,21.6928,21.4367,21.5675,21.5418,
