Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31
11,55:54.5,22.0038,22.0101,22.8894,22.2865,22.1277,22.0824,22.1278,21.9757,22.5358,22.2868,22.403,22.0885,22.3183,22.1644,23.1045,0.0163,-0.9511,21.9385,22.8914,22.2451,22.1631,22.0485,22.1388,21.8067,21.9845,22.0686,22.2847,22.1385,22.3086,22.0733,22.1247,22.2871
12,55:54.8,21.9985,22.0196,22.8829,22.289,22.1108,22.072,22.1206,21.9585,22.5379,22.2736,22.4139,22.0852,22.3259,22.1702,23.1008,0.0164,-0.8985,21.9339,22.8877,22.2511,22.1629,22.054,22.1436,21.8067,21.9798,22.0834,22.2783,22.1399,22.3093,22.0678,22.1256,22.2837
13,55:55.2,22.0073,22.0045,22.8795,22.2819,22.1101,22.0764,22.1306,21.974,22.5435,22.2829,22.4111,22.0894,22.3315,22.1755,23.1029,0.0167,-0.8555,21.9505,22.884,22.2521,22.167,22.0545,22.1439,21.808,21.984,22.0795,22.2741,22.1331,22.3056,22.074,22.121,22.2957
14,55:55.5,22.0038,22.0177,22.8846,22.2847,22.1143,22.0824,22.1266,21.9717,22.5442,22.2852,22.4227,22.1012,22.3419,22.1741,23.0998,0.0168,-0.8177,21.9556,22.8819,22.2673,22.161,22.0649,22.1469,21.8252,21.9808,22.0901,22.2854,22.1459,22.3082,22.0698,22.1192,22.2929
15,55:55.8,21.9997,22.0196,22.8846,22.2888,22.1074,22.0773,22.1333,21.9687,22.5442,22.2796,22.4137,22.0954,22.3407,22.1799,23.0915,0.0172,-0.7864,21.9591,22.8787,22.2611,22.1642,22.0619,22.1519,21.8106,21.9875,22.074,22.285,22.1348,22.3144,22.0703,22.1217,22.295
16,55:56.2,22.0073,22.0216,22.8802,22.2895,22.1067,22.0829,22.1197,21.974,22.5451,22.2903,22.4218,22.092,22.3331,22.1785,23.0897,0.0173,-0.76,21.9563,22.8812,22.2664,22.1622,22.0665,22.1577,21.8222,21.9794,22.0779,22.2794,22.1447,22.3086,22.0712,22.1224,22.2908
17,55:56.5,22.0068,22.0133,22.8823,22.289,22.1087,22.0787,22.1229,21.9736,22.549,22.2799,22.4213,22.1007,22.3442,22.1772,23.0922,0.0163,-0.7386,21.9607,22.8655,22.2652,22.1612,22.0702,22.1563,21.8131,21.9856,22.0816,22.2882,22.1415,22.307,22.074,22.1169,22.2881
18,55:56.8,22.0068,22.0149,22.886,22.2918,22.1205,22.0891,22.1331,21.9814,22.5504,22.2819,22.4292,22.0959,22.3363,22.1848,23.0869,0.0163,-0.721,21.9647,22.8773,22.2692,22.1518,22.0637,22.1628,21.8122,21.9768,22.0876,22.2857,22.1405,22.3066,22.0687,22.1335,22.2781
19,55:57.2,22.0055,22.0096,22.8846,22.296,22.1226,22.0923,22.1287,21.9773,22.555,22.2856,22.4331,22.1024,22.3509,22.1855,23.0864,0.016,-0.7053,21.9621,22.866,22.2708,22.1629,22.0735,22.1626,21.8226,21.9888,22.0874,22.2801,22.144,22.3151,22.0701,22.1291,22.2795
20,55:57.5,22.0149,22.0099,22.888,22.2962,22.136,22.0866,22.1271,21.974,22.5446,22.2847,22.4319,22.1084,22.3573,22.1848,23.0851,0.0142,-0.6919,21.9589,22.8449,22.2784,22.1596,22.0788,22.1688,21.8141,21.9863,22.0871,22.2808,22.1392,22.3045,22.0698,22.1243,22.2707
21,55:57.8,22.0126,22.0071,22.8938,22.2909,22.1388,22.0886,22.1248,21.9819,22.5513,22.2863,22.4266,22.1014,22.3525,22.1848,23.0779,0.0149,-0.6796,21.9637,22.8329,22.2703,22.1559,22.0785,22.17,21.8154,21.9893,22.0827,22.278,22.1359,22.3056,22.0724,22.1305,22.2767
22,55:58.2,22.0126,22.0119,22.8931,22.2925,22.1407,22.0947,22.1273,21.9729,22.5455,22.29,22.4234,22.1088,22.3509,22.1741,23.0735,0.0149,-0.6672,21.951,22.829,22.2719,22.1531,22.0813,22.1792,21.818,21.987,22.0964,22.287,22.1426,22.307,22.0691,22.1189,22.2793
23,55:58.5,22.0078,22.0057,22.901,22.2964,22.1395,22.0914,22.1285,21.9757,22.5587,22.2838,22.4289,22.1086,22.3594,22.1767,23.0749,0.0147,-0.6568,21.9566,22.8204,22.2787,22.1642,22.0866,22.1753,21.8171,21.9865,22.0913,22.2859,22.1368,22.3038,22.0622,22.1256,22.28
24,55:58.8,22.011,22.0092,22.894,22.2955,22.1402,22.1025,22.128,21.9733,22.5511,22.2843,22.4313,22.1051,22.3617,22.1815,23.065,0.0145,-0.6497,21.9536,22.8186,22.2724,22.158,22.0864,22.1799,21.8205,21.984,22.0853,22.2762,22.1315,22.307,22.0571,22.1291,22.2897
25,55:59.2,22.011,22.0124,22.9007,22.3085,22.1388,22.1018,22.1301,21.9821,22.5539,22.2917,22.4336,22.1003,22.3583,22.1839,23.0668,0.0146,-0.6449,21.9515,22.8177,22.2694,22.1455,22.0816,22.1769,21.8198,21.9821,22.0846,22.2762,22.1415,22.3156,22.0527,22.1185,22.2874
26,55:59.5,22.0036,22.0129,22.907,22.3103,22.1379,22.0965,22.1354,21.9805,22.5557,22.2849,22.4278,22.1017,22.3668,22.1772,23.0578,0.0151,-0.6401,21.9464,22.8297,22.2666,22.1562,22.0809,22.1811,21.8178,21.9764,22.0825,22.2769,22.1366,22.3119,22.0557,22.1201,22.2839
27,55:59.8,22.011,22.002,22.9054,22.3011,22.1293,22.0893,22.1347,21.9824,22.5564,22.2794,22.4206,22.1077,22.3654,22.1785,23.0583,0.0158,-0.6366,21.9533,22.8248,22.2726,22.1448,22.0809,22.1848,21.8212,21.9824,22.0864,22.2831,22.1359,22.3089,22.0583,22.1194,22.2883
28,56:00.2,22.0055,21.9948,22.9118,22.305,22.1254,22.0933,22.1329,21.9782,22.5654,22.2836,22.4248,22.1007,22.374,22.1721,23.0652,0.0163,-0.6341,21.9517,22.8318,22.2756,22.1457,22.0859,22.1956,21.8201,21.9777,22.0869,22.2901,22.1463,22.3033,22.0536,22.124,22.2793
29,56:00.5,22.0062,22.0013,22.9266,22.3145,22.1312,22.0981,22.1296,21.9812,22.5624,22.2856,22.4245,22.1123,22.3726,22.1806,23.0603,0.0164,-0.6323,21.9549,22.8359,22.2747,22.1467,22.0866,22.2,21.8182,21.9812,22.0844,22.284,22.1389,22.3017,22.0493,22.1199,22.2786
30,56:00.8,22.0082,22.0094,22.922,22.324,22.1337,22.0953,22.1306,21.9731,22.5638,22.281,22.4259,22.1061,22.3742,22.1806,23.0601,0.0163,-0.6302,21.9563,22.8299,22.2791,22.1543,22.0982,22.2093,21.8302,21.9882,22.0892,22.2806,22.1449,22.3098,22.0423,22.115,22.2754
31,56:01.2,21.9344,21.9455,22.8431,22.266,22.124,22.0958,22.1384,21.9849,22.5668,22.2884,22.4257,22.1007,22.3731,22.1762,23.0569,0.016,-0.6275,21.96,22.8417,22.2807,22.2046,22.1661,22.2786,21.8908,21.9912,22.0904,22.291,22.1366,22.3059,22.0442,22.1287,22.2703
32,56:01.5,21.9536,21.9418,22.8297,22.2667,22.124,22.0919,22.1364,21.9833,22.5596,22.2812,22.4239,22.1148,22.3751,22.179,23.0529,0.0159,-0.5864,21.9522,22.8424,22.2729,22.2079,22.1652,22.2728,21.8808,21.9893,22.0897,22.2889,22.1417,22.307,22.0462,22.1275,22.2707
33,56:01.8,21.9497,21.9522,22.8216,22.2741,22.1266,22.0947,22.1377,21.9819,22.5643,22.2849,22.4329,22.1028,22.3814,22.1855,23.0532,0.0158,-0.5805,21.9607,22.8352,22.2881,22.2153,22.1615,22.2858,21.8905,21.9798,22.0927,22.2901,22.1493,22.3079,22.0289,22.1129,22.2557
34,56:02.2,21.9464,21.9547,22.8068,22.2841,22.1326,22.1021,22.1442,21.9824,22.5763,22.2875,22.4301,22.1132,22.3791,22.1778,23.0668,0.0156,-0.5748,21.9566,22.8422,22.2747,22.2081,22.168,22.2753,21.8922,21.9842,22.0922,22.287,22.1454,22.3073,22.0345,22.1125,22.2615
35,56:02.5,21.9441,21.9577,22.7952,22.2806,22.1307,22.1058,22.1523,21.9842,22.5717,22.2866,22.4308,22.1114,22.3823,22.1809,23.0594,0.0156,-0.5713,21.9575,22.8318,22.2768,22.2056,22.1724,22.2888,21.8968,21.9814,22.0943,22.2901,22.1493,22.3079,22.0284,22.1164,22.2626
36,56:02.8,21.9441,21.9686,22.7798,22.2952,22.1238,22.0993,22.156,21.9909,22.5802,22.2815,22.4292,22.1135,22.3825,22.1792,23.0613,0.0158,-0.5734,21.9536,22.8355,22.2703,22.2032,22.1733,22.2899,21.8903,21.9909,22.0941,22.2884,22.1505,22.3107,22.0243,22.1171,22.2624
37,56:03.2,21.9506,21.9737,22.7846,22.2942,22.1215,22.1039,22.1539,21.9895,22.5814,22.2833,22.4271,22.1118,22.3904,22.1762,23.0543,0.0159,-0.5688,21.9563,22.8449,22.2812,22.2083,22.1823,22.3026,21.9049,21.9891,22.0999,22.2919,22.1503,22.3022,22.0275,22.1213,22.2649
38,56:03.5,21.9413,21.9642,22.7862,22.2956,22.1192,22.0981,22.1514,21.9828,22.5761,22.2831,22.4303,22.1148,22.392,22.179,23.0571,0.0156,-0.5678,21.9554,22.8341,22.2743,22.2074,22.1798,22.3008,21.8989,21.9912,22.098,22.2868,22.1491,22.3082,22.0233,22.1152,22.2631
39,56:03.8,21.9427,21.9691,22.7876,22.3023,22.1111,22.1021,22.1472,21.9842,22.5841,22.2852,22.4239,22.1084,22.3886,22.1741,23.0603,0.0152,-0.5828,21.9579,22.8385,22.2835,22.2083,22.1858,22.3008,21.9033,21.987,22.095,22.2912,22.1491,22.3012,22.0243,22.1256,22.2675
40,56:04.2,21.9411,21.9746,22.8049,22.2912,22.1148,22.096,22.1426,21.9891,22.5828,22.2829,22.4398,22.1158,22.3923,22.1792,23.0564,0.0149,-0.5961,21.9489,22.8329,22.283,22.2074,22.1925,22.304,21.9065,21.9854,22.0982,22.2981,22.1542,22.3112,22.0176,22.1203,22.2816
41,56:04.5,21.9444,21.9712,22.801,22.2991,22.1048,22.0981,22.1544,21.9932,22.5915,22.2822,22.4315,22.1105,22.3964,22.1744,23.0569,0.0151,-0.5583,21.9616,22.8396,22.283,22.2178,22.1971,22.3068,21.9109,22.0027,22.1135,22.2988,22.1516,22.3193,22.0081,22.1129,22.2765
42,56:04.8,21.9508,21.9772,22.7962,22.3012,22.1138,22.0988,22.1512,21.9914,22.5964,22.2829,22.4215,22.113,22.3925,22.1792,23.0603,0.0152,-0.5403,21.9619,22.8449,22.2935,22.2099,22.1989,22.3112,21.9051,21.9877,22.0978,22.294,22.1563,22.3038,22.0141,22.1261,22.2784
43,56:05.2,21.942,21.9774,22.7821,22.304,22.0981,22.0933,22.1456,21.9861,22.5959,22.2808,22.4273,22.1105,22.395,22.1658,23.0615,0.0157,-0.5289,21.9464,22.8253,22.2828,22.2104,22.207,22.2973,21.9,21.9923,22.0992,22.2898,22.1436,22.3052,22.0097,22.124,22.2733
44,56:05.5,21.9346,21.9809,22.7712,22.3028,22.0939,22.0859,22.1449,21.9958,22.6036,22.2745,22.4292,22.1109,22.3964,22.1674,23.0615,0.016,-0.5518,21.9473,22.819,22.2752,22.2023,22.1839,22.2587,21.8908,21.9914,22.1012,22.2875,22.1445,22.2985,22.0127,22.1155,22.2691
45,56:05.8,21.9508,21.982,22.7608,22.3042,22.0958,22.0944,22.1627,21.9868,22.6068,22.2935,22.438,22.1146,22.4031,22.1734,23.0601,0.0137,-0.8141,21.9374,22.8193,22.2766,22.2088,22.2026,22.3015,21.8917,21.9953,22.1147,22.288,22.153,22.3024,22.0085,22.1226,22.2691
46,56:06.2,21.9485,21.9804,22.7483,22.306,22.0946,22.0947,22.1581,21.9935,22.6013,22.2868,22.4377,22.1148,22.3953,22.1795,23.0629,0.013,-0.8681,21.9406,22.8126,22.2863,22.2081,22.2172,22.2938,21.9125,21.9979,22.1103,22.2907,22.15,22.3001,22.0111,22.1342,22.2543
47,56:06.5,21.9393,21.9799,22.7414,22.298,22.0919,22.0905,22.1639,21.9939,22.6043,22.2861,22.4331,22.104,22.3973,22.1774,23.062,0.0143,-0.9227,21.9404,22.8156,22.2833,22.2136,22.2126,22.3045,21.9086,22.0004,22.1056,22.2968,22.1498,22.3045,22.0074,22.1266,22.2407
48,56:06.8,21.9369,21.9749,22.7458,22.307,22.0872,22.0886,22.1653,22.0092,22.607,22.2875,22.4368,22.1176,22.4036,22.1741,23.0645,0.0149,-0.9734,21.9418,22.8137,22.2844,22.2072,22.2244,22.304,21.9023,22.002,22.1093,22.2993,22.1528,22.3061,22.0097,22.1372,22.2367
49,56:07.2,21.946,21.9841,22.7631,22.3056,22.0916,22.0889,22.1664,21.9962,22.6117,22.2907,22.4373,22.1148,22.4064,22.1746,23.0698,0.0138,-1.0141,21.9376,22.8114,22.2861,22.2192,22.2211,22.3022,21.9058,22.0078,22.1133,22.2956,22.1528,22.3031,22.0016,22.1312,22.2182
50,56:07.5,21.9416,21.9853,22.7691,22.2991,22.0914,22.0886,22.1697,22.0027,22.6147,22.2958,22.4384,22.1229,22.4029,22.1859,23.0675,0.0127,-1.0388,21.9348,22.8019,22.2754,22.2132,22.2163,22.2901,21.9035,21.9886,22.1029,22.2984,22.1498,22.3001,22.0028,22.1243,22.2145
51,56:07.8,21.9478,21.9811,22.7818,22.3121,22.0972,22.0947,22.1736,22.0009,22.614,22.2928,22.4405,22.1169,22.4047,22.1836,23.0749,0.0121,-1.0389,21.9341,22.7978,22.2752,22.2125,22.226,22.2913,21.8996,21.9979,22.1105,22.294,22.1512,22.3036,22.0099,22.1335,22.2243
52,56:08.2,21.9506,21.9823,22.7742,22.3021,22.0905,22.0771,22.1641,22.0034,22.6137,22.3002,22.4343,22.1128,22.4024,22.1714,23.0675,0.0108,-1.0193,21.9443,22.7948,22.2747,22.2067,22.2267,22.2943,21.9127,22.0025,22.1073,22.2947,22.1498,22.3077,22.0127,22.1349,22.2159
53,56:08.5,21.9386,21.9786,22.7744,22.2926,22.1027,22.0838,22.1794,22.0009,22.6103,22.296,22.4396,22.1155,22.4073,22.1744,23.0689,0.0111,-0.9863,21.9478,22.7798,22.2782,22.2097,22.2216,22.2871,21.8996,21.9937,22.114,22.2947,22.1417,22.3061,22.0037,22.1273,22.2201
54,56:08.8,21.9416,21.9841,22.78,22.3063,22.1044,22.0812,22.1687,22.0002,22.6193,22.2921,22.4386,22.116,22.4075,22.1758,23.0661,0.0107,-0.9462,21.9503,22.777,22.277,22.1977,22.2292,22.2795,21.904,22.0032,22.1218,22.2975,22.1512,22.295,22.0097,22.1238,22.2182
55,56:09.2,21.9411,21.9767,22.7802,22.297,22.1025,22.0745,22.1722,22.0022,22.608,22.2812,22.4375,22.1095,22.4047,22.1661,23.0693,0.0113,-0.9051,21.9505,22.7587,22.2701,22.206,22.2304,22.2809,21.9144,22.0057,22.1154,22.2981,22.1567,22.3049,22.0129,22.131,22.2138
56,56:09.5,21.933,21.9744,22.7795,22.2984,22.1032,22.0817,22.181,21.9997,22.6179,22.2937,22.4451,22.1188,22.3976,22.1681,23.0629,0.0112,-0.8682,21.9677,22.7578,22.2821,22.2053,22.2283,22.2677,21.9053,21.9995,22.1184,22.2951,22.1445,22.2996,22.0164,22.1298,22.2058
57,56:09.8,21.9379,21.9723,22.7835,22.3014,22.0983,22.0759,22.1734,22.0009,22.6142,22.2886,22.4435,22.1123,22.4024,22.1607,23.0663,0.0105,-0.8366,21.9732,22.7546,22.274,22.2067,22.229,22.271,21.9051,21.9958,22.1089,22.2836,22.1512,22.3079,22.0111,22.1291,22.2027
58,56:10.2,21.9372,21.9705,22.7862,22.2926,22.1034,22.0796,22.1794,22.0087,22.6163,22.2935,22.444,22.1111,22.4027,22.1543,23.0705,0.0092,-0.8087,21.9723,22.7476,22.2726,22.2083,22.2378,22.2656,21.9079,22.0041,22.1158,22.2998,22.1477,22.311,22.0201,22.1321,22.2088
59,56:10.5,21.9395,21.9617,22.7818,22.2894,22.1099,22.0773,22.1821,22.0027,22.6179,22.2854,22.444,22.1079,22.4075,22.1543,23.0693,0.0093,-0.7844,21.9709,22.7511,22.277,22.2197,22.2403,22.2686,21.9077,22.0006,22.111,22.2954,22.15,22.31,22.0231,22.1335,22.2044
60,56:10.8,21.9356,21.9658,22.7846,22.2808,22.0981,22.0664,22.1826,21.9995,22.6177,22.284,22.4375,22.1128,22.4015,22.1415,23.0559,0.0097,-0.7656,21.9795,22.7583,22.2736,22.218,22.2353,22.2585,21.916,22.002,22.1114,22.2917,22.1475,22.3084,22.0187,22.1324,22.1849
61,56:11.2,21.9939,22.0179,22.8552,22.3452,22.1004,22.0768,22.1831,21.9981,22.6177,22.2903,22.4444,22.1084,22.4022,22.1506,23.0596,0.0089,-0.7508,21.9913,22.7691,22.277,22.218,22.2408,22.2656,21.9016,22.003,22.117,22.294,22.1588,22.3019,22.0247,22.1347,22.1792
62,56:11.5,21.9974,22.0175,22.8585,22.3376,22.099,22.0688,22.1782,22.0022,22.6195,22.2921,22.4509,22.1054,22.4008,22.1473,23.061,0.0088,-0.7373,21.9889,22.786,22.2743,22.2104,22.2452,22.2617,21.9174,22.0178,22.1265,22.2947,22.1454,22.3056,22.0247,22.1379,22.1771
63,56:11.8,21.9981,22.0177,22.8561,22.3334,22.1171,22.0764,22.1805,22.0062,22.6244,22.2919,22.443,22.1065,22.4124,22.1531,23.0458,0.0079,-0.7278,22.0003,22.7996,22.278,22.2171,22.2429,22.2622,21.9146,22.0104,22.1228,22.2951,22.144,22.3063,22.0245,22.1317,22.1796
64,56:12.2,21.9962,22.0184,22.8571,22.3376,22.1094,22.0736,22.1854,22.0016,22.6214,22.2896,22.4458,22.1074,22.4022,22.1466,23.0335,0.008,-0.7208,22.0021,22.8119,22.2773,22.2204,22.2457,22.2562,21.9116,22.0143,22.1262,22.2995,22.1505,22.3126,22.031,22.1317,22.178
65,56:12.5,21.9981,22.0066,22.8603,22.3295,22.112,22.072,22.1909,22.0066,22.6274,22.2958,22.4447,22.1044,22.4098,22.154,23.0386,0.0075,-0.7139,22.0044,22.8151,22.2791,22.2136,22.2394,22.261,21.904,22.0062,22.1258,22.2961,22.1429,22.3091,22.0275,22.1354,22.1856
66,56:12.8,21.9999,22.0108,22.8672,22.3332,22.1182,22.0701,22.1856,22.0009,22.6218,22.2914,22.4442,22.1091,22.405,22.1388,23.04,0.007,-0.7081,22.0081,22.8264,22.2761,22.2093,22.2334,22.249,21.9093,22.0064,22.1172,22.2975,22.1463,22.317,22.0266,22.1335,22.1868
67,56:13.2,21.9974,22.0043,22.8762,22.3249,22.1129,22.0771,22.1893,22.0025,22.616,22.2984,22.4474,22.1095,22.4029,22.1517,23.0349,0.0061,-0.7046,22.0197,22.8294,22.281,22.2194,22.2452,22.2677,21.904,22.015,22.1195,22.2894,22.1405,22.3075,22.0296,22.134,22.1877
68,56:13.5,22.0045,22.0064,22.8742,22.3311,22.1217,22.0731,22.1868,22.0011,22.6174,22.293,22.443,22.1088,22.4029,22.1469,23.0395,0.0057,-0.703,22.0215,22.8392,22.2879,22.2167,22.2424,22.2617,21.9,22.0099,22.1174,22.2921,22.1507,22.307,22.0335,22.1254,22.1852
69,56:13.8,21.999,22.0173,22.8832,22.3274,22.1111,22.0815,22.1928,21.9981,22.6251,22.2965,22.4497,22.1123,22.411,22.1513,23.0523,0.0044,-0.7026,22.0278,22.8398,22.2865,22.2173,22.2447,22.2661,21.904,22.0094,22.1151,22.2956,22.1426,22.3082,22.037,22.1402,22.1815
70,56:14.2,21.999,22.0168,22.888,22.3281,22.1254,22.0829,22.1967,22.0009,22.6304,22.2997,22.4451,22.116,22.3987,22.1515,23.0479,0.0045,-0.7019,22.0324,22.8459,22.2904,22.2238,22.2427,22.2578,21.9121,22.0198,22.1306,22.3046,22.1396,22.3165,22.0382,22.128,22.1889
71,56:14.5,22.0008,22.0117,22.8903,22.3249,22.1192,22.0759,22.1845,21.9965,22.6264,22.2933,22.4407,22.1065,22.4061,22.1543,23.0495,0.0036,-0.7007,22.0308,22.8521,22.2988,22.2213,22.2401,22.2636,21.9056,22.0101,22.1299,22.2907,22.1389,22.3165,22.0425,22.1305,22.1873
72,56:14.8,21.9927,22.0149,22.8987,22.329,22.118,22.0727,22.1942,21.9974,22.6232,22.2852,22.4474,22.1111,22.4066,22.1503,23.0513,0.0036,-0.7003,22.0294,22.8606,22.2789,22.2291,22.2447,22.2629,21.9107,22.0178,22.1202,22.2891,22.1389,22.3147,22.0421,22.1312,22.1942
73,56:15.2,21.9937,22.008,22.8973,22.3309,22.1224,22.0722,22.1946,21.9974,22.6223,22.2944,22.4428,22.1139,22.4112,22.1577,23.0645,0,-0.7001,22.0354,22.8627,22.2921,22.2352,22.2357,22.2689,21.906,22.0127,22.1225,22.3016,22.1394,22.3163,22.0356,22.1381,22.1831
74,56:15.5,21.9981,22.0193,22.9148,22.3318,22.1256,22.0805,22.1909,21.9907,22.6221,22.296,22.4308,22.1067,22.3997,22.1577,23.0668,0.0016,-0.7,22.0345,22.8724,22.2925,22.2252,22.2413,22.2703,21.9049,22.0168,22.1283,22.2924,22.1394,22.319,22.0449,22.1384,22.1958
75,56:15.8,21.9964,22.0166,22.9206,22.3337,22.1296,22.0803,22.1965,21.9881,22.6204,22.2954,22.4398,22.1111,22.4089,22.1593,23.0647,0.0025,-0.7021,22.0336,22.8669,22.2867,22.2331,22.2359,22.2594,21.8998,22.0175,22.12,22.2933,22.1392,22.316,22.0467,22.1365,22.1905
76,56:16.2,21.996,22.0126,22.925,22.3309,22.1321,22.0826,22.2002,21.9944,22.6181,22.293,22.4384,22.1135,22.4124,22.1552,23.0677,0.0038,-0.7044,22.0359,22.8743,22.3006,22.2247,22.2551,22.2721,21.9104,22.0235,22.1276,22.3055,22.1412,22.3269,22.0543,22.1476,22.1873
77,56:16.5,21.9997,22.0168,22.9264,22.3297,22.1457,22.0868,22.2076,21.9969,22.6251,22.2937,22.4386,22.1084,22.405,22.1603,23.0763,0.0041,-0.7056,22.0336,22.8775,22.2921,22.2282,22.2452,22.273,21.9016,22.0143,22.1267,22.2968,22.1313,22.3105,22.0456,22.1448,22.187
