Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  3409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31
11,50:06.5,21.0929,21.2934,22.0956,21.6739,21.4378,21.4426,21.395,21.2844,21.6442,21.6495,21.6608,21.5395,21.6383,21.4858,22.3268,0.0021,-1.3327,21.2282,22.0094,21.6508,21.497,21.4476,21.4085,21.2399,21.2117,21.3724,21.5311,21.5045,21.5285,21.4552,21.3675,21.3484
12,50:06.9,21.0892,21.2946,22.0909,21.6718,21.4341,21.4401,21.3867,21.2847,21.6421,21.6562,21.6485,21.5372,21.6429,21.4897,22.319,0.0018,-1.2775,21.2328,22.0103,21.6467,21.4956,21.4469,21.4071,21.2394,21.2069,21.381,21.5309,21.4991,21.51,21.4602,21.3702,21.3473
13,50:07.2,21.0839,21.292,22.0815,21.6649,21.4255,21.4408,21.386,21.2812,21.6381,21.643,21.6504,21.54,21.6417,21.4872,22.3305,0.0015,-1.2291,21.2317,22.0101,21.6473,21.4975,21.4411,21.4169,21.2473,21.2062,21.3722,21.5309,21.4964,21.5225,21.4589,21.3751,21.3463
14,50:07.5,21.0795,21.2886,22.0879,21.6716,21.435,21.4364,21.3948,21.277,21.6451,21.6497,21.6476,21.5328,21.6369,21.4846,22.3243,0.0008,-1.1859,21.2275,22.009,21.6473,21.5007,21.4478,21.4125,21.2424,21.208,21.3777,21.529,21.5082,21.5177,21.4663,21.3712,21.345
15,50:07.9,21.092,21.2971,22.0923,21.6704,21.4394,21.4426,21.3892,21.2789,21.6432,21.6453,21.6511,21.5398,21.6385,21.489,22.3192,0.0007,-1.1395,21.2381,22.0055,21.6529,21.4924,21.4552,21.4143,21.2406,21.2101,21.3784,21.529,21.5068,21.5285,21.4579,21.3719,21.3493
16,50:08.2,21.0827,21.2897,22.0868,21.673,21.4302,21.4385,21.3895,21.2766,21.6446,21.6425,21.6495,21.5354,21.6345,21.486,22.3252,0.0002,-1.1043,21.2305,22.0099,21.645,21.4954,21.4427,21.4146,21.248,21.2089,21.3844,21.5316,21.5075,21.5246,21.469,21.3707,21.3505
17,50:08.5,21.0897,21.2902,22.0928,21.6739,21.4297,21.4417,21.395,21.2775,21.643,21.649,21.655,21.5391,21.632,21.4851,22.3224,0.0008,-1.0749,21.2273,22.0103,21.655,21.494,21.4476,21.421,21.2447,21.211,21.3796,21.5334,21.5051,21.5181,21.466,21.3691,21.3496
18,50:08.9,21.0855,21.2923,22.0884,21.6739,21.4267,21.4412,21.3934,21.2812,21.6446,21.6536,21.6504,21.5384,21.6362,21.4937,22.3268,0.0006,-1.0485,21.2349,22.0168,21.6554,21.5033,21.4408,21.4139,21.2415,21.2166,21.381,21.5318,21.5121,21.5276,21.4674,21.3737,21.3565
19,50:09.2,21.082,21.2909,22.0882,21.6665,21.4276,21.4424,21.398,21.2793,21.6469,21.6518,21.6495,21.5391,21.6327,21.4846,22.3257,0.0013,-1.0243,21.2312,22.0129,21.6517,21.5,21.4494,21.4122,21.2401,21.2217,21.38,21.5383,21.5093,21.5204,21.4619,21.3693,21.3535
20,50:09.5,21.0758,21.2886,22.0808,21.669,21.4283,21.4398,21.389,21.2817,21.6377,21.6518,21.6585,21.5384,21.644,21.4881,22.3259,0.0013,-1.0022,21.2259,22.0055,21.6448,21.4966,21.4455,21.4192,21.2438,21.2126,21.386,21.5272,21.5045,21.5223,21.4679,21.3772,21.3487
21,50:09.9,21.079,21.2939,22.0854,21.6626,21.4318,21.4336,21.3957,21.2742,21.6458,21.6437,21.6525,21.5381,21.6422,21.4867,22.3234,0.0012,-0.9807,21.2416,22.0092,21.6464,21.4938,21.454,21.4071,21.2341,21.2094,21.381,21.529,21.5056,21.5193,21.4582,21.3663,21.3537
22,50:10.2,21.0841,21.299,22.0916,21.6711,21.426,21.4385,21.3925,21.2786,21.6398,21.6467,21.6529,21.5407,21.6426,21.4863,22.3222,0.0018,-0.9614,21.2277,22.0053,21.6494,21.4947,21.4418,21.4106,21.2401,21.2083,21.3791,21.5232,21.5095,21.5216,21.4663,21.3827,21.35
23,50:10.5,21.0811,21.2883,22.0882,21.6679,21.4274,21.4354,21.4052,21.2768,21.6442,21.6529,21.6599,21.54,21.6413,21.4941,22.3146,0.0025,-0.945,21.2365,22.0094,21.6608,21.5033,21.4536,21.4099,21.2375,21.2126,21.3775,21.5239,21.4968,21.5276,21.4605,21.3793,21.3563
24,50:10.9,21.082,21.2886,22.0898,21.6716,21.4292,21.4341,21.3983,21.2789,21.6485,21.649,21.6534,21.5354,21.6332,21.4853,22.328,0.0021,-0.9299,21.2351,22.0057,21.6483,21.4968,21.4466,21.4185,21.2468,21.218,21.3895,21.5311,21.5049,21.5325,21.4639,21.3725,21.348
25,50:11.2,21.0864,21.2881,22.0891,21.6677,21.4322,21.4428,21.3989,21.2798,21.6344,21.6409,21.6518,21.5377,21.6318,21.4907,22.3245,0.002,-0.9157,21.2312,22.0103,21.658,21.5012,21.4483,21.418,21.2406,21.2122,21.3733,21.5283,21.5028,21.52,21.4616,21.3707,21.3473
26,50:11.5,21.0832,21.2886,22.081,21.6788,21.4357,21.4428,21.3902,21.2793,21.6437,21.652,21.6534,21.5453,21.6327,21.4835,22.3319,0.0013,-0.902,21.2374,22.0136,21.6596,21.4926,21.4543,21.4215,21.2336,21.2145,21.3849,21.5297,21.5038,21.5195,21.4598,21.3705,21.3487
27,50:11.9,21.082,21.2849,22.0838,21.6707,21.4265,21.4354,21.3913,21.2763,21.6485,21.6525,21.6472,21.5347,21.6408,21.4842,22.3222,0.0003,-0.8888,21.2363,22.0094,21.6497,21.4996,21.4524,21.4192,21.2431,21.2113,21.3798,21.5279,21.5005,21.5209,21.4607,21.3679,21.3456
28,50:12.2,21.0841,21.2844,22.0895,21.6656,21.4255,21.4322,21.3939,21.2715,21.6421,21.6448,21.6506,21.5233,21.6253,21.4814,22.3248,0.0003,-0.8756,21.2349,22.0108,21.6605,21.4989,21.448,21.4152,21.2438,21.218,21.3807,21.5385,21.5116,21.5313,21.4718,21.382,21.3459
29,50:12.5,21.0774,21.2798,22.0801,21.6672,21.4246,21.4371,21.3865,21.2819,21.6386,21.6444,21.6527,21.5363,21.6343,21.4851,22.3273,-0.0006,-0.8651,21.2347,22.0034,21.6561,21.5014,21.4408,21.4162,21.2412,21.2129,21.3798,21.5392,21.5049,21.5225,21.4621,21.3742,21.3489
30,50:12.9,21.0832,21.2823,22.0852,21.6723,21.4357,21.4422,21.3925,21.2749,21.6446,21.6441,21.6509,21.5361,21.6343,21.4833,22.3264,0.0002,-0.8565,21.2242,22.0127,21.6469,21.4938,21.4517,21.4166,21.244,21.2131,21.3786,21.5323,21.5038,21.5234,21.4635,21.3682,21.3496
31,50:13.2,21.0892,21.293,22.0858,21.6681,21.4906,21.507,21.4527,21.3394,21.6418,21.6495,21.6543,21.5384,21.6378,21.4816,22.3181,0.0004,-0.8469,21.2924,22.0738,21.7132,21.4926,21.4462,21.4169,21.2378,21.2133,21.3701,21.5313,21.507,21.5225,21.4593,21.3707,21.3408
32,50:13.5,21.0725,21.2863,22.0842,21.6704,21.483,21.495,21.4462,21.3378,21.6335,21.6536,21.6469,21.5333,21.6383,21.4835,22.3289,0.0001,-0.8373,21.2956,22.0706,21.7206,21.4936,21.4462,21.4148,21.2345,21.2073,21.3705,21.5179,21.5007,21.5227,21.4579,21.364,21.3459
33,50:13.9,21.0843,21.2867,22.0854,21.6695,21.4881,21.507,21.4516,21.3401,21.6384,21.6478,21.6532,21.537,21.6383,21.4921,22.3264,0.0003,-0.827,21.2982,22.0676,21.7092,21.4905,21.4487,21.4102,21.2357,21.2092,21.3807,21.5239,21.5001,21.5128,21.4633,21.3672,21.3461
34,50:14.2,21.086,21.2872,22.0898,21.6684,21.4895,21.5008,21.4486,21.3345,21.6402,21.6441,21.661,21.5393,21.6385,21.487,22.3261,0.0005,-0.8182,21.2917,22.0769,21.7136,21.4919,21.4418,21.4095,21.2387,21.217,21.3736,21.533,21.5065,21.5225,21.457,21.3684,21.3503
35,50:14.5,21.0871,21.2911,22.0849,21.6658,21.4904,21.4911,21.4488,21.3408,21.6451,21.6407,21.652,21.5446,21.6348,21.4874,22.3326,0.0008,-0.8085,21.2926,22.0782,21.7078,21.498,21.4411,21.4088,21.238,21.2117,21.3671,21.5221,21.5056,21.5186,21.4626,21.3624,21.3431
36,50:14.9,21.0799,21.2867,22.0842,21.6707,21.4941,21.504,21.4618,21.3403,21.6448,21.6497,21.6506,21.537,21.6396,21.4877,22.3231,0.0009,-0.7996,21.2864,22.0653,21.7125,21.4894,21.4434,21.4157,21.2394,21.2108,21.3805,21.5253,21.4975,21.5116,21.4628,21.3707,21.3468
37,50:15.2,21.0848,21.2858,22.0877,21.6725,21.4886,21.5038,21.4518,21.3366,21.6423,21.6541,21.6497,21.5391,21.6408,21.4853,22.3259,0.0013,-0.7892,21.2919,22.0738,21.7169,21.4926,21.4492,21.412,21.2387,21.2073,21.384,21.529,21.5061,21.5172,21.4683,21.3802,21.3371
38,50:15.5,21.083,21.289,22.0865,21.6633,21.4895,21.5026,21.4562,21.3403,21.6421,21.6439,21.6469,21.537,21.6355,21.4828,22.3271,0.0019,-0.7809,21.2965,22.0727,21.7146,21.4963,21.451,21.4118,21.2352,21.2106,21.3766,21.535,21.5012,21.5207,21.4595,21.3725,21.3373
39,50:15.9,21.0878,21.2874,22.0808,21.6649,21.4911,21.4999,21.4562,21.344,21.6462,21.6492,21.6559,21.5469,21.6415,21.4851,22.3298,0.002,-0.7715,21.2928,22.0685,21.7118,21.4899,21.439,21.4164,21.2396,21.2041,21.3733,21.5207,21.5056,21.516,21.4635,21.3712,21.3406
40,50:16.2,21.0929,21.2914,22.0817,21.6778,21.4953,21.5135,21.4606,21.3454,21.6451,21.6543,21.6571,21.5506,21.6438,21.4971,22.3303,0.002,-0.7613,21.2903,22.06,21.7099,21.4892,21.4404,21.4014,21.2269,21.2071,21.3821,21.523,21.5001,21.52,21.4616,21.3679,21.3443
41,50:16.5,21.0927,21.2886,22.0923,21.6688,21.4892,21.508,21.4555,21.344,21.64,21.6536,21.6564,21.5451,21.6396,21.4916,22.3298,0.0024,-0.7511,21.291,22.0741,21.7072,21.4929,21.4469,21.4113,21.2355,21.2071,21.3731,21.5309,21.5077,21.5225,21.4628,21.3709,21.3433
42,50:16.9,21.0897,21.3027,22.0831,21.6727,21.4886,21.507,21.4587,21.3412,21.6502,21.6518,21.664,21.5421,21.6341,21.4888,22.3338,0.0022,-0.7414,21.2938,22.0736,21.7173,21.4889,21.4448,21.4132,21.2426,21.2161,21.3659,21.5374,21.5001,21.5239,21.4572,21.3668,21.3396
43,50:17.2,21.0853,21.2888,22.093,21.6704,21.4918,21.5038,21.458,21.344,21.6402,21.6509,21.655,21.5449,21.6383,21.4895,22.3303,0.0016,-0.7323,21.2914,22.0688,21.7173,21.4949,21.4513,21.4118,21.2412,21.212,21.3803,21.5374,21.5017,21.5253,21.4658,21.3698,21.3454
44,50:17.5,21.0878,21.3013,22.0872,21.673,21.4985,21.5075,21.4553,21.3512,21.6502,21.6439,21.6643,21.5425,21.6385,21.4964,22.3292,0.0026,-0.7222,21.2914,22.0718,21.7173,21.4875,21.4466,21.4166,21.241,21.2152,21.38,21.5276,21.5035,21.5174,21.4646,21.3723,21.3443
45,50:17.9,21.0952,21.2974,22.0886,21.6716,21.4971,21.5029,21.4525,21.3482,21.643,21.6534,21.6548,21.5407,21.6399,21.4923,22.3333,0.0032,-0.7123,21.2982,22.075,21.7122,21.4975,21.4494,21.4143,21.2456,21.2168,21.3775,21.5327,21.5054,21.5313,21.4658,21.3702,21.3512
46,50:18.2,21.0894,21.2927,22.0914,21.6647,21.4828,21.5006,21.4587,21.3394,21.6409,21.6481,21.6502,21.5439,21.6417,21.484,22.3319,0.0034,-0.701,21.3026,22.0729,21.7102,21.4866,21.4464,21.4143,21.2403,21.2203,21.3789,21.5374,21.5093,21.529,21.4723,21.3739,21.3429
47,50:18.5,21.0878,21.2893,22.0921,21.666,21.4916,21.5054,21.4527,21.3403,21.6428,21.6515,21.6548,21.5381,21.6359,21.486,22.3273,0.0032,-0.6921,21.2977,22.0736,21.7146,21.4947,21.4452,21.4118,21.2362,21.2196,21.3833,21.5337,21.5084,21.5165,21.467,21.3753,21.3396
48,50:18.9,21.0885,21.2883,22.0835,21.6693,21.4936,21.5029,21.4476,21.3401,21.6451,21.6478,21.6548,21.5372,21.6438,21.4902,22.3287,0.004,-0.6831,21.2977,22.0812,21.7203,21.4984,21.4492,21.4173,21.2519,21.2265,21.3805,21.5362,21.5109,21.5227,21.4723,21.3723,21.3424
49,50:19.2,21.089,21.2914,22.0833,21.6721,21.4953,21.5008,21.4578,21.3447,21.6367,21.6465,21.652,21.5437,21.648,21.4895,22.3294,0.0038,-0.6752,21.2979,22.0773,21.7229,21.4973,21.4513,21.4106,21.2403,21.2136,21.3796,21.5334,21.5142,21.5299,21.4653,21.3732,21.347
50,50:19.5,21.0876,21.293,22.0856,21.6665,21.4929,21.4966,21.4527,21.3389,21.6416,21.6543,21.6613,21.5407,21.6341,21.493,22.3315,0.0034,-0.6678,21.2907,22.0752,21.7203,21.4986,21.4501,21.4176,21.2408,21.2219,21.3782,21.5306,21.5098,21.5269,21.463,21.3698,21.3528
51,50:19.9,21.0899,21.2962,22.0815,21.673,21.4886,21.5013,21.4495,21.344,21.6379,21.6469,21.655,21.5391,21.6387,21.4803,22.3326,0.004,-0.6576,21.3,22.0706,21.7192,21.4973,21.4499,21.4169,21.2461,21.2124,21.3849,21.5337,21.5098,21.5269,21.4727,21.373,21.3359
52,50:20.2,21.0876,21.2874,22.087,21.6644,21.4862,21.5047,21.4534,21.3442,21.6391,21.6446,21.6467,21.5465,21.6408,21.4881,22.3294,0.0044,-0.6487,21.288,22.0759,21.7231,21.4942,21.4529,21.4171,21.2524,21.2254,21.3837,21.5355,21.5054,21.5251,21.467,21.3767,21.3519
53,50:20.5,21.0878,21.2916,22.0831,21.6709,21.4929,21.4969,21.4488,21.3375,21.6423,21.6381,21.6506,21.5386,21.6378,21.49,22.3294,0.005,-0.6402,21.3023,22.0734,21.7208,21.4975,21.4513,21.4236,21.248,21.224,21.3742,21.5369,21.5142,21.5313,21.476,21.3772,21.3318
54,50:20.9,21.079,21.2902,22.0861,21.6616,21.4895,21.5045,21.4599,21.3431,21.652,21.6488,21.6597,21.5407,21.6355,21.4823,22.3245,0.005,-0.6322,21.2965,22.0759,21.7305,21.5019,21.4508,21.4187,21.2558,21.2224,21.383,21.5374,21.5086,21.532,21.4711,21.3744,21.3445
55,50:21.2,21.0892,21.2995,22.0898,21.6758,21.4906,21.5019,21.4587,21.3412,21.6384,21.6515,21.6467,21.5361,21.6364,21.4872,22.3308,0.0056,-0.6237,21.2894,22.0843,21.7254,21.5012,21.4591,21.4183,21.2422,21.212,21.3863,21.535,21.5068,21.5355,21.4695,21.3735,21.3489
56,50:21.5,21.0897,21.2971,22.0875,21.6702,21.4913,21.5089,21.4527,21.3456,21.6453,21.6555,21.6553,21.5437,21.6482,21.4784,22.3315,0.0063,-0.6158,21.2907,22.0722,21.7201,21.5035,21.4459,21.4243,21.2489,21.2164,21.3886,21.5341,21.5086,21.5207,21.4693,21.3709,21.3364
57,50:21.9,21.085,21.2941,22.0914,21.6642,21.4865,21.5084,21.4518,21.3426,21.6465,21.6601,21.6571,21.537,21.642,21.4874,22.3354,0.0075,-0.6093,21.2935,22.0759,21.7159,21.4973,21.4501,21.4169,21.2403,21.214,21.3782,21.5348,21.5058,21.5251,21.4579,21.3691,21.3366
58,50:22.2,21.0978,21.2946,22.0902,21.6647,21.4964,21.5038,21.4567,21.3382,21.6398,21.6483,21.6594,21.5386,21.6396,21.4879,22.3361,0.0077,-0.6034,21.2956,22.0741,21.7187,21.4989,21.4425,21.4208,21.2401,21.2214,21.3907,21.5313,21.5079,21.5246,21.4651,21.3735,21.3382
59,50:22.5,21.085,21.3011,22.0824,21.6751,21.492,21.5047,21.4548,21.3403,21.6407,21.6536,21.6518,21.5435,21.6315,21.4863,22.3335,0.0081,-0.596,21.2935,22.0734,21.7162,21.4938,21.4545,21.4108,21.2533,21.2187,21.3791,21.5348,21.5065,21.5343,21.4693,21.3721,21.3443
60,50:22.9,21.088,21.2962,22.0801,21.6767,21.4906,21.5068,21.4578,21.3489,21.6481,21.6483,21.6527,21.5374,21.6371,21.4883,22.3326,0.0082,-0.5886,21.2954,22.0824,21.7233,21.5014,21.4524,21.418,21.2382,21.217,21.3858,21.5299,21.5082,21.5304,21.4672,21.3707,21.3327
61,50:23.2,21.0869,21.2911,22.0902,21.6725,21.4929,21.504,21.4564,21.3419,21.6418,21.6497,21.6562,21.5439,21.6352,21.4877,22.325,0.0093,-0.5826,21.2945,22.0759,21.7206,21.4984,21.4513,21.4159,21.247,21.2087,21.3773,21.5304,21.5084,21.5225,21.4589,21.3732,21.3424
62,50:23.5,21.0818,21.2946,22.0902,21.666,21.4946,21.505,21.4467,21.3408,21.6467,21.6497,21.6583,21.5402,21.6332,21.484,22.3338,0.0101,-0.5779,21.2901,22.0729,21.7215,21.4963,21.4492,21.4208,21.2484,21.2194,21.3791,21.535,21.5079,21.5271,21.4676,21.3663,21.3417
63,50:23.9,21.0809,21.2955,22.0826,21.67,21.4973,21.5013,21.4592,21.3433,21.6462,21.6513,21.6541,21.5379,21.6334,21.4874,22.3268,0.01,-0.5745,21.2931,22.0789,21.7227,21.497,21.4455,21.412,21.2452,21.2166,21.3835,21.5385,21.5158,21.5283,21.4704,21.3765,21.3385
64,50:24.2,21.0862,21.2978,22.0858,21.6667,21.4929,21.5031,21.4622,21.3445,21.6439,21.6485,21.658,21.5437,21.6394,21.4846,22.3278,0.0109,-0.5675,21.2956,22.0718,21.7159,21.5005,21.4448,21.422,21.2433,21.224,21.3773,21.535,21.5112,21.5209,21.4649,21.3707,21.341
65,50:24.5,21.0869,21.2978,22.0842,21.6725,21.4897,21.5033,21.4541,21.3398,21.6409,21.6481,21.6576,21.5446,21.6383,21.4809,22.3231,0.0115,-0.562,21.2917,22.0766,21.7159,21.498,21.4557,21.4173,21.2452,21.2152,21.3766,21.5348,21.5132,21.5251,21.4716,21.3728,21.341
66,50:24.9,21.0911,21.2964,22.0863,21.6651,21.4888,21.5003,21.4518,21.3378,21.6437,21.6488,21.649,21.5455,21.6424,21.489,22.331,0.012,-0.5601,21.2852,22.0704,21.7192,21.4998,21.4489,21.415,21.2521,21.2219,21.3821,21.5436,21.5153,21.5186,21.4605,21.3686,21.3487
67,50:25.2,21.0934,21.2967,22.0865,21.6707,21.486,21.5043,21.4488,21.3387,21.6439,21.6458,21.6497,21.5412,21.6452,21.4874,22.3386,0.0125,-0.5558,21.2933,22.0708,21.7247,21.501,21.4408,21.4203,21.2477,21.2228,21.3833,21.536,21.5028,21.5251,21.4619,21.3732,21.3482
68,50:25.5,21.1042,21.3034,22.09,21.6707,21.4941,21.5068,21.4624,21.3452,21.6483,21.6557,21.659,21.5451,21.6473,21.4893,22.3319,0.0134,-0.5524,21.2931,22.069,21.725,21.4968,21.4448,21.4203,21.2426,21.2208,21.3817,21.5302,21.5035,21.5195,21.4646,21.3702,21.3403
69,50:25.9,21.0899,21.3004,22.0872,21.6781,21.495,21.4992,21.4574,21.3468,21.6499,21.6525,21.6599,21.5469,21.6401,21.4851,22.3255,0.0141,-0.5486,21.2972,22.0711,21.7196,21.5084,21.4587,21.4169,21.25,21.2228,21.3828,21.5415,21.5031,21.5292,21.4663,21.3672,21.3493
70,50:26.2,21.0906,21.2937,22.0826,21.6718,21.4932,21.5033,21.4576,21.3336,21.6448,21.6455,21.6481,21.5472,21.6392,21.4888,22.3264,0.0143,-0.5457,21.2903,22.0736,21.7097,21.5042,21.4515,21.4159,21.2473,21.2166,21.3791,21.5424,21.4998,21.5227,21.4686,21.3702,21.3396
71,50:26.5,21.089,21.2927,22.0898,21.6714,21.4869,21.5059,21.458,21.3496,21.6421,21.6502,21.6541,21.5402,21.6424,21.4837,22.3333,0.0149,-0.5423,21.2947,22.0829,21.7215,21.4936,21.452,21.4203,21.253,21.2154,21.3782,21.5362,21.5077,21.5308,21.4697,21.3721,21.3426
72,50:26.9,21.0908,21.2978,22.0879,21.6697,21.4929,21.5031,21.462,21.3456,21.6409,21.6555,21.6578,21.546,21.6459,21.4865,22.3407,0.0148,-0.5417,21.2854,22.078,21.7146,21.4993,21.4483,21.4127,21.2406,21.2173,21.3796,21.5327,21.5105,21.5299,21.4702,21.3728,21.3378
73,50:27.2,21.0955,21.3087,22.0923,21.6721,21.4992,21.5026,21.4624,21.3549,21.6513,21.6578,21.6585,21.5451,21.6457,21.4953,22.3333,0.0155,-0.5404,21.2907,22.0731,21.7125,21.497,21.4598,21.4155,21.2487,21.2175,21.3736,21.5346,21.5061,21.5299,21.467,21.3737,21.3357
74,50:27.5,21.0936,21.3018,22.0879,21.6695,21.4973,21.508,21.465,21.3472,21.6446,21.6532,21.6622,21.5518,21.6371,21.4909,22.3319,0.0158,-0.5392,21.2868,22.0616,21.7155,21.5049,21.4487,21.4139,21.2401,21.2194,21.377,21.5339,21.5068,21.5151,21.4607,21.3705,21.3336
75,50:27.9,21.0922,21.2985,22.0902,21.6686,21.4936,21.5031,21.4537,21.3447,21.6495,21.6532,21.6472,21.5416,21.6431,21.4851,22.334,0.0156,-0.5366,21.2861,22.0736,21.7157,21.4956,21.451,21.4166,21.2422,21.2147,21.3798,21.5295,21.5051,21.5146,21.4653,21.3644,21.3338
76,50:28.2,21.0883,21.2981,22.0868,21.6755,21.4934,21.4996,21.4576,21.3438,21.6472,21.6562,21.6622,21.5393,21.6376,21.4925,22.3342,0.0165,-0.5351,21.2926,22.0757,21.7143,21.4973,21.4522,21.4183,21.2375,21.2205,21.3828,21.536,21.504,21.5258,21.4602,21.3658,21.3366
77,50:28.5,21.0857,21.3052,22.0856,21.6751,21.4934,21.5047,21.4601,21.3417,21.6509,21.6497,21.6624,21.537,21.6459,21.4902,22.3319,0.0158,-0.5325,21.2907,22.0729,21.7183,21.5033,21.451,21.4233,21.2491,21.2203,21.3805,21.5339,21.5169,21.529,21.4628,21.3702,21.3304
