Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  4008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31
11,33:22.7,21.9168,21.9166,22.8255,22.3888,22.1824,22.1098,22.1416,21.97,22.5211,22.3613,22.3338,22.2017,22.3565,22.1118,23.0219,0.0146,-1.0499,21.9157,22.7872,22.3726,22.2523,22.1879,22.1117,21.9424,22.0825,22.1304,22.2614,22.1383,22.154,22.1393,22.0238,22.0486
12,33:23.0,21.9201,21.9152,22.8227,22.3932,22.1785,22.1251,22.1443,21.967,22.5285,22.3586,22.3338,22.2012,22.3653,22.1081,23.0189,0.0141,-1.0048,21.912,22.7784,22.3752,22.2512,22.1847,22.1205,21.9508,22.0853,22.1382,22.2602,22.1443,22.1593,22.1411,22.0247,22.0539
13,33:23.3,21.9191,21.923,22.8237,22.3941,22.1801,22.1364,22.1473,21.9656,22.5285,22.3514,22.3342,22.201,22.3683,22.1213,23.0142,0.014,-0.9672,21.9174,22.7796,22.3745,22.2496,22.1831,22.1205,21.9494,22.0961,22.1214,22.2591,22.1376,22.1554,22.1555,22.0279,22.0562
14,33:23.7,21.9224,21.9156,22.8269,22.3918,22.1808,22.1359,22.1462,21.9621,22.5345,22.353,22.3433,22.1977,22.3644,22.125,23.0186,0.0135,-0.9338,21.9146,22.7817,22.3839,22.2491,22.1845,22.1219,21.9466,22.0985,22.1359,22.2584,22.129,22.1533,22.1428,22.0187,22.0671
15,33:24.0,21.9147,21.917,22.8341,22.4034,22.1866,22.1327,22.1469,21.9487,22.5315,22.3581,22.3254,22.1947,22.3531,22.1276,23.0096,0.0132,-0.9055,21.9039,22.7761,22.3747,22.2533,22.1939,22.1101,21.9549,22.1008,22.1332,22.2663,22.1232,22.1591,22.1527,22.0187,22.0801
16,33:24.3,21.9221,21.9143,22.832,22.4001,22.1766,22.1255,22.1436,21.9397,22.5304,22.3588,22.3414,22.1984,22.3614,22.1387,23.0094,0.0131,-0.8829,21.9116,22.7734,22.3752,22.2433,22.2006,22.121,21.9494,22.1008,22.1415,22.2686,22.1265,22.1519,22.1557,22.0247,22.102
17,33:24.7,21.9154,21.9258,22.8232,22.3939,22.1859,22.1117,22.1416,21.9392,22.5315,22.3574,22.3359,22.2049,22.3609,22.1345,23.0073,0.0118,-0.864,21.9065,22.7745,22.3823,22.2514,22.1995,22.1175,21.957,22.1035,22.135,22.2602,22.1184,22.1424,22.1446,22.0138,22.1196
18,33:25.0,21.9208,21.9383,22.8355,22.4001,22.1889,22.1167,22.1466,21.9316,22.526,22.3592,22.3298,22.2118,22.3584,22.1322,22.9997,0.0119,-0.8472,21.9019,22.7692,22.3789,22.2489,22.1972,22.1131,21.9595,22.1093,22.1422,22.2649,22.1211,22.1429,22.1448,22.0208,22.1203
19,33:25.3,21.9171,21.9411,22.8285,22.3948,22.181,22.12,22.1413,21.9355,22.525,22.3597,22.349,22.2271,22.3489,22.1389,23.0006,0.0117,-0.8328,21.9053,22.769,22.3728,22.2482,22.203,22.1092,21.9565,22.1126,22.1443,22.2598,22.1202,22.1438,22.1534,22.0147,22.1261
20,33:25.7,21.9131,21.9478,22.8401,22.4038,22.1859,22.1158,22.1362,21.9221,22.5174,22.3618,22.3449,22.2239,22.3334,22.1334,23.0029,0.0104,-0.821,21.9086,22.7567,22.377,22.2473,22.2,22.1101,21.9524,22.1163,22.1348,22.2639,22.1154,22.1438,22.1428,22.0228,22.133
21,33:26.0,21.9101,21.9388,22.8348,22.3983,22.178,22.1186,22.1358,21.9337,22.5142,22.359,22.3377,22.2294,22.3311,22.1461,22.9985,0.0091,-0.8116,21.8972,22.7616,22.3826,22.2433,22.1872,22.1186,21.9595,22.113,22.1348,22.2582,22.1168,22.1482,22.1502,22.0221,22.1245
22,33:26.3,21.9124,21.9508,22.8398,22.3962,22.1859,22.1195,22.1302,21.9265,22.504,22.3581,22.3331,22.2128,22.3205,22.1451,23.0006,0.0087,-0.8053,21.8963,22.7609,22.3703,22.2436,22.1956,22.1186,21.9607,22.1123,22.1329,22.2623,22.1209,22.1464,22.152,22.0254,22.1252
23,33:26.7,21.9104,21.9531,22.8419,22.4006,22.1792,22.1295,22.127,21.9189,22.4948,22.3581,22.337,22.191,22.314,22.1428,22.9997,0.0088,-0.7995,21.8959,22.7623,22.3648,22.2459,22.1872,22.1124,21.9679,22.1156,22.1457,22.2602,22.1255,22.1487,22.1418,22.024,22.1367
24,33:27.0,21.8992,21.9529,22.8431,22.4013,22.1859,22.1258,22.1281,21.9186,22.4823,22.353,22.3305,22.1721,22.3071,22.1377,22.9964,0.0081,-0.7964,21.9009,22.7711,22.3812,22.2422,22.1893,22.127,21.9591,22.1142,22.1443,22.2605,22.1209,22.1471,22.1492,22.0136,22.1168
25,33:27.3,21.9013,21.9485,22.8482,22.3976,22.1817,22.1345,22.1212,21.9281,22.4818,22.3525,22.3389,22.1598,22.3112,22.1389,22.9969,0.0074,-0.7923,21.909,22.7738,22.3763,22.2461,22.1842,22.1219,21.9767,22.1031,22.1463,22.2602,22.1168,22.1337,22.1451,22.0219,22.1055
26,33:27.7,21.8999,21.9455,22.8447,22.4073,22.1803,22.1271,22.1198,21.939,22.4869,22.3549,22.3423,22.1587,22.3082,22.1403,22.9967,0.0064,-0.7882,21.8919,22.7667,22.3622,22.2371,22.172,22.1196,21.9757,22.089,22.1519,22.254,22.1285,22.1387,22.1337,22.0203,22.0942
27,33:28.0,21.9159,21.9485,22.8355,22.4052,22.1852,22.1174,22.1166,21.9235,22.4915,22.3544,22.3389,22.1563,22.3149,22.1334,23.0031,0.0063,-0.788,21.9044,22.7597,22.3721,22.2445,22.1632,22.117,21.9737,22.0887,22.1487,22.2563,22.1295,22.1364,22.1291,22.0215,22.0969
28,33:28.3,21.9085,21.9441,22.8408,22.4045,22.1863,22.1209,22.1203,21.9334,22.4878,22.3528,22.337,22.1621,22.3096,22.1276,23.0006,0.0063,-0.7863,21.9049,22.7678,22.3775,22.2299,22.1625,22.1284,21.9706,22.0807,22.1491,22.26,22.1251,22.1327,22.1217,22.0184,22.0983
29,33:28.7,21.9064,21.9392,22.8398,22.4057,22.1769,22.114,22.1233,21.9237,22.4943,22.35,22.3421,22.16,22.3135,22.1273,23.0043,0.0055,-0.7861,21.9079,22.7697,22.3634,22.2424,22.1525,22.1207,21.9683,22.0767,22.1521,22.2586,22.1376,22.1348,22.1051,22.0141,22.0995
30,33:29.0,21.9104,21.9527,22.8452,22.4078,22.1796,22.1068,22.1187,21.9221,22.5003,22.3514,22.3435,22.1753,22.3189,22.1218,23.0096,0.0054,-0.7864,21.9079,22.7667,22.3624,22.241,22.1562,22.123,21.9799,22.0846,22.1621,22.2663,22.1316,22.1311,22.075,22.0171,22.1092
31,33:29.3,21.8972,21.9462,22.8521,22.4045,22.1769,22.1063,22.1117,21.9216,22.4296,22.2913,22.2781,22.116,22.3152,22.1229,23.002,0.0046,-0.7869,21.9056,22.7685,22.3645,22.2403,22.1532,22.1198,21.9764,22.0756,22.1554,22.2653,22.1251,22.132,22.0484,22.0161,22.1189
32,33:29.7,21.9046,21.9473,22.8475,22.402,22.1759,22.1033,22.1177,21.9089,22.4262,22.2816,22.2795,22.1211,22.3232,22.1262,22.9985,0.0038,-0.7875,21.9088,22.7692,22.362,22.235,22.1477,22.124,21.9811,22.0684,22.1637,22.2547,22.1311,22.1313,22.0327,22.0057,22.1323
33,33:30.0,21.9018,21.9464,22.8505,22.4085,22.1833,22.1089,22.1096,21.9159,22.4303,22.2911,22.2805,22.1222,22.3346,22.1273,22.9985,0.0038,-0.7911,21.9074,22.7738,22.3685,22.2359,22.1509,22.1263,21.9845,22.0781,22.175,22.2579,22.1232,22.1293,22.02,22.0025,22.1333
34,33:30.3,21.9029,21.9436,22.8458,22.4133,22.19,22.1142,22.1092,21.9034,22.4345,22.2881,22.2897,22.1238,22.3429,22.128,22.9962,0.0029,-0.7946,21.9072,22.7669,22.3601,22.2234,22.1486,22.1237,21.9774,22.0749,22.1685,22.2626,22.1211,22.1304,22.0022,21.9965,22.1393
35,33:30.7,21.9039,21.9381,22.8544,22.3983,22.1829,22.114,22.1138,21.8957,22.4282,22.2886,22.2837,22.1225,22.3406,22.1285,23.0036,0.0026,-0.7974,21.9056,22.7671,22.3576,22.2181,22.1454,22.1112,21.9753,22.0619,22.1748,22.2644,22.1232,22.1438,22.0035,22.002,22.1397
36,33:31.0,21.8999,21.948,22.8477,22.4075,22.1787,22.1033,22.1131,21.8932,22.4227,22.2828,22.2786,22.1225,22.3256,22.1361,23.0018,0.0015,-0.8007,21.9023,22.7648,22.3641,22.2237,22.1414,22.1138,21.972,22.0626,22.1783,22.2552,22.1262,22.1471,21.9987,22.0002,22.1441
37,33:31.3,21.8972,21.9388,22.8493,22.4094,22.1836,22.0994,22.111,21.8902,22.4294,22.2886,22.2839,22.1245,22.3168,22.1387,23.0149,0.0019,-0.8038,21.8959,22.7724,22.3617,22.2292,22.1465,22.1284,21.9774,22.0652,22.1702,22.2586,22.1329,22.1517,22.0005,22.0032,22.136
38,33:31.7,21.899,21.9355,22.8442,22.4073,22.1782,22.0959,22.105,21.8941,22.4195,22.2872,22.2777,22.1206,22.3154,22.1371,23.0087,0.0016,-0.8058,21.8935,22.7692,22.3525,22.2269,22.1454,22.1159,21.9831,22.067,22.1702,22.2517,22.129,22.1598,22.0001,22.0041,22.134
39,33:32.0,21.8928,21.9409,22.8505,22.4099,22.1843,22.0987,22.108,21.8886,22.4227,22.2782,22.283,22.1285,22.3309,22.1366,23.0048,0.0016,-0.8081,21.8947,22.7697,22.3606,22.2267,22.1479,22.1251,21.9737,22.0693,22.1688,22.2556,22.1322,22.1568,22.0012,22.011,22.1321
40,33:32.3,21.9013,21.9427,22.8526,22.4064,22.1801,22.095,22.1152,21.8923,22.4148,22.2802,22.2818,22.1315,22.3431,22.1368,22.9978,0.0006,-0.8111,21.8922,22.7736,22.3592,22.2334,22.1509,22.1272,21.9706,22.064,22.1614,22.2563,22.1276,22.1512,22.0181,22.0184,22.1374
41,33:32.7,21.8999,21.9411,22.8489,22.4152,22.1815,22.0901,22.1055,21.8934,22.4144,22.2768,22.2779,22.1273,22.3427,22.1366,22.9983,0.0009,-0.8153,21.9035,22.7727,22.352,22.2295,22.1498,22.1228,21.9577,22.0564,22.1556,22.2528,22.1417,22.1554,22.023,22.0036,22.1393
42,33:33.0,21.9013,21.9348,22.8477,22.4099,22.1824,22.0788,22.1117,21.9061,22.4141,22.2786,22.2777,22.1248,22.3327,22.1271,22.9886,0.0005,-0.8206,21.9079,22.7722,22.3611,22.2359,22.1428,22.1244,21.9452,22.0531,22.1408,22.2512,22.1385,22.1422,22.0209,21.9921,22.1282
43,33:33.3,21.9018,21.9422,22.8445,22.4092,22.1831,22.0749,22.1175,21.9163,22.4148,22.2759,22.2765,22.1259,22.3265,22.1278,22.9909,0,-0.8235,21.9077,22.7727,22.3467,22.2248,22.1357,22.1205,21.9262,22.0617,22.1228,22.2478,22.1373,22.1464,22.0232,21.9858,22.1305
44,33:33.7,21.8907,21.9381,22.8382,22.4126,22.1773,22.0631,22.1177,21.9247,22.4111,22.2712,22.2724,22.1266,22.3223,22.1266,22.9835,-0.0004,-0.8264,21.9081,22.7815,22.3458,22.2315,22.1377,22.1244,21.9181,22.0654,22.1084,22.2531,22.1383,22.1385,22.0271,21.9724,22.1222
45,33:34.0,21.8974,21.9316,22.8343,22.411,22.1808,22.0524,22.1122,21.9267,22.4164,22.271,22.2791,22.1183,22.3165,22.116,22.981,-0.0004,-0.8304,21.9155,22.7757,22.3419,22.223,22.1278,22.1263,21.9087,22.0691,22.0793,22.2538,22.1436,22.1464,22.0325,21.9636,22.1252
46,33:34.3,21.9018,21.951,22.8359,22.4136,22.1771,22.0333,22.1143,21.9191,22.4097,22.2756,22.2754,22.1123,22.3117,22.1297,22.9844,-0.0001,-0.8328,21.9102,22.7821,22.3396,22.226,22.1236,22.1258,21.9131,22.07,22.064,22.2422,22.141,22.1492,22.0306,21.971,22.1178
47,33:34.7,21.8992,21.9471,22.832,22.4136,22.1678,22.0265,22.1083,21.9233,22.4155,22.2819,22.2749,22.0996,22.3138,22.1271,22.9921,-0.0004,-0.8354,21.9123,22.7842,22.3298,22.2267,22.1313,22.1136,21.8978,22.0649,22.0434,22.2466,22.1417,22.1515,22.0325,21.9812,22.1131
48,33:35.0,21.8916,21.9422,22.8359,22.4214,22.1792,22.0286,22.096,21.9325,22.4109,22.2715,22.2712,22.0931,22.3133,22.125,22.989,-0.0009,-0.8385,21.9188,22.7824,22.331,22.2216,22.1241,22.127,21.8959,22.0834,22.0483,22.2558,22.1406,22.1584,22.026,21.984,22.1173
49,33:35.3,21.8907,21.9429,22.8294,22.4085,22.1713,22.0268,22.09,21.9311,22.4116,22.2728,22.2682,22.0928,22.317,22.1206,22.9872,-0.0007,-0.8413,21.9093,22.7805,22.322,22.217,22.1174,22.1279,21.8996,22.0883,22.0381,22.2524,22.1424,22.1556,22.0248,21.9794,22.1173
50,33:35.7,21.8939,21.9416,22.8341,22.4126,22.1755,22.0189,22.078,21.9274,22.4049,22.271,22.265,22.0813,22.3165,22.1206,22.9939,-0.0008,-0.8446,21.9222,22.7764,22.3222,22.2191,22.1169,22.1226,21.908,22.0804,22.0432,22.2517,22.1517,22.1579,22.0299,21.9884,22.1182
51,33:36.0,21.8955,21.9455,22.8276,22.4087,22.172,22.0048,22.0754,21.9295,22.4012,22.2698,22.2675,22.0674,22.3193,22.1197,22.9902,-0.0009,-0.8481,21.9236,22.7817,22.3245,22.2179,22.1209,22.1286,21.901,22.0943,22.0513,22.2443,22.1457,22.1561,22.0244,21.9858,22.1231
52,33:36.3,21.8916,21.949,22.8239,22.4136,22.1787,22.0141,22.0719,21.9321,22.4097,22.2772,22.268,22.0656,22.3131,22.1172,22.99,-0.0014,-0.8513,21.934,22.7678,22.3132,22.2186,22.1137,22.1332,21.8994,22.0867,22.0603,22.2397,22.1466,22.1526,22.0214,21.9879,22.1111
53,33:36.7,21.89,21.9575,22.823,22.4129,22.1826,22.0101,22.0717,21.9362,22.4005,22.2726,22.2657,22.0649,22.3244,22.122,22.999,-0.0016,-0.8547,21.9155,22.7771,22.3079,22.2093,22.1102,22.1325,21.902,22.0897,22.0619,22.2436,22.1484,22.166,22.0276,21.9907,22.1039
54,33:37.0,21.8844,21.9517,22.8269,22.4119,22.1715,22.0032,22.0583,21.9369,22.3975,22.2717,22.2624,22.0563,22.3265,22.1186,22.9955,-0.0011,-0.8569,21.9218,22.7919,22.3143,22.2207,22.1142,22.1293,21.8996,22.0927,22.0862,22.2346,22.1503,22.1686,22.0227,21.999,22.1016
55,33:37.3,21.896,21.9561,22.8248,22.4119,22.1755,22.0143,22.0373,21.9318,22.4,22.2752,22.267,22.057,22.3228,22.1155,23.0098,-0.0007,-0.8588,21.9231,22.7787,22.3245,22.2144,22.1188,22.1293,21.9038,22.0945,22.0823,22.2436,22.1512,22.1628,22.0322,21.9995,22.0937
56,33:37.7,21.8953,21.957,22.8227,22.4179,22.1692,21.9967,22.0213,21.9293,22.407,22.2719,22.2622,22.0526,22.3281,22.1255,23.0082,-0.0008,-0.8611,21.9287,22.7757,22.3086,22.2154,22.1121,22.1344,21.9112,22.0941,22.0901,22.2376,22.1473,22.1591,22.0345,21.993,22.0972
57,33:38.0,21.8949,21.9594,22.8209,22.4108,22.1766,21.9974,22.0248,21.9383,22.3993,22.2728,22.2636,22.0545,22.3232,22.1098,23.008,-0.0009,-0.8623,21.9245,22.7886,22.3155,22.2091,22.1169,22.1402,21.9126,22.0853,22.1045,22.2302,22.1554,22.1681,22.0262,21.999,22.0909
58,33:38.3,21.8861,21.9582,22.8091,22.4233,22.1653,22.0083,22.0299,21.9286,22.4079,22.2712,22.2633,22.0434,22.3309,22.1236,23.0031,-0.0003,-0.8646,21.9248,22.7851,22.3042,22.2047,22.1123,22.1307,21.9117,22.0911,22.1036,22.2306,22.1577,22.1697,22.0271,22.0025,22.0882
59,33:38.7,21.8898,21.9601,22.8174,22.4244,22.1773,22.0141,22.0338,21.9353,22.4017,22.2666,22.2562,22.0533,22.3348,22.1213,23.02,-0.0006,-0.8667,21.9317,22.7861,22.3088,22.2026,22.0987,22.1304,21.9235,22.0853,22.107,22.2371,22.1517,22.1714,22.0257,21.9988,22.0884
60,33:39.0,21.8791,21.9612,22.8031,22.4253,22.1667,22.0083,22.0465,21.9316,22.4067,22.2615,22.2504,22.0498,22.3387,22.1213,23.0112,-0.0008,-0.8682,21.9331,22.7849,22.3023,22.1862,22.1042,22.1212,21.9209,22.0945,22.1128,22.2343,22.1584,22.1727,22.0204,22.0094,22.0923
61,33:39.3,21.8888,21.9573,22.8089,22.4265,22.169,22.0018,22.0558,21.9334,22.4721,22.3266,22.3051,22.1108,22.3471,22.1253,23.0122,-0.0001,-0.8702,21.9333,22.784,22.3033,22.186,22.1061,22.1214,21.9149,22.0832,22.1001,22.2367,22.1477,22.1797,22.0214,22.0039,22.0877
62,33:39.7,21.8902,21.9749,22.8019,22.4302,22.169,22.0013,22.0521,21.9358,22.4719,22.3276,22.3086,22.1059,22.3466,22.1223,23.0159,0.0001,-0.8705,21.9349,22.7801,22.306,22.2006,22.1118,22.1166,21.9283,22.0864,22.1015,22.2371,22.1556,22.1785,22.0216,21.9953,22.1039
63,33:40.0,21.8909,21.9702,22.8015,22.4309,22.1755,21.9925,22.0477,21.9441,22.482,22.3384,22.3095,22.1189,22.3466,22.1239,23.0179,-0.0001,-0.8718,21.9375,22.7784,22.2965,22.1978,22.1019,22.121,21.9218,22.0832,22.0966,22.2429,22.151,22.1831,22.0283,21.9923,22.0951
64,33:40.3,21.8909,21.9619,22.8137,22.4314,22.1734,22.0041,22.0384,21.9422,22.4783,22.3294,22.3037,22.1126,22.3461,22.1176,23.0179,-0.0008,-0.8704,21.9403,22.7794,22.2979,22.2024,22.1112,22.114,21.9316,22.0728,22.092,22.2339,22.1556,22.1748,22.0396,21.9925,22.0976
65,33:40.7,21.8798,21.9651,22.7999,22.4235,22.1808,21.9969,22.0405,21.9367,22.4823,22.3375,22.2979,22.1025,22.339,22.1112,23.0175,-0.0004,-0.8708,21.9382,22.7738,22.297,22.204,22.0991,22.1085,21.9269,22.0825,22.104,22.2341,22.1554,22.1769,22.0343,21.9946,22.1004
66,33:41.0,21.884,21.9644,22.8047,22.4293,22.178,21.9946,22.0331,21.9383,22.4911,22.3266,22.297,22.1059,22.3182,22.1149,23.0253,0.0007,-0.8699,21.9407,22.7754,22.2998,22.2008,22.1033,22.1112,21.9223,22.0846,22.1091,22.2304,22.1535,22.1887,22.0417,22.0018,22.0935
67,33:41.3,21.8928,21.9596,22.8038,22.427,22.1789,21.9912,22.0368,21.9443,22.4751,22.3294,22.2991,22.1052,22.2992,22.1084,23.0186,0,-0.8694,21.925,22.7791,22.2949,22.1964,22.1042,22.108,21.9253,22.0811,22.1066,22.2424,22.1475,22.1885,22.047,22.0097,22.1013
68,33:41.7,21.8814,21.955,22.7918,22.4214,22.1822,21.9905,22.0333,21.9346,22.4767,22.3259,22.3046,22.1008,22.2853,22.1068,23.0138,-0.0001,-0.8699,21.9379,22.7664,22.2972,22.189,22.097,22.1055,21.9265,22.0781,22.1033,22.2392,22.1535,22.1949,22.0496,22.0117,22.0951
69,33:42.0,21.887,21.9552,22.7955,22.4244,22.1803,21.9937,22.0361,21.9376,22.4758,22.3373,22.3019,22.1069,22.2786,22.1162,23.0165,0.0003,-0.8675,21.9289,22.7701,22.2952,22.1749,22.0908,22.1057,21.9124,22.0772,22.1177,22.2399,22.1468,22.1977,22.0486,22.0117,22.1046
70,33:42.3,21.8819,21.9628,22.7999,22.4196,22.181,21.9944,22.0423,21.9327,22.4659,22.3315,22.2938,22.1004,22.2761,22.1091,23.0186,0.0003,-0.8652,21.9336,22.7639,22.2991,22.1626,22.0998,22.1089,21.9163,22.0804,22.1221,22.2383,22.1498,22.1924,22.0514,22.0141,22.0974
71,33:42.7,21.8803,21.9631,22.783,22.4184,22.1866,21.9976,22.0417,21.9288,22.4746,22.3213,22.2961,22.1006,22.2835,22.1116,23.0085,-0.0001,-0.8623,21.9305,22.7597,22.2866,22.1367,22.0982,22.1041,21.9154,22.076,22.1151,22.232,22.144,22.1871,22.0445,22.0182,22.0981
72,33:43.0,21.8844,21.964,22.7844,22.4226,22.1794,21.9923,22.0289,21.9307,22.4744,22.3417,22.3113,22.096,22.2856,22.1188,23.0179,0.0003,-0.8605,21.9271,22.759,22.2982,22.1152,22.0975,22.1018,21.9013,22.073,22.1151,22.2369,22.1461,22.194,22.0463,22.0161,22.1048
73,33:43.3,21.8773,21.9642,22.7904,22.4092,22.1787,21.993,22.0405,21.927,22.4793,22.3299,22.3012,22.0983,22.2893,22.1068,23.0205,0.0005,-0.8573,21.9315,22.7602,22.2928,22.1041,22.0952,22.1015,21.9063,22.0707,22.117,22.2413,22.1415,22.1984,22.0473,22.0187,22.087
74,33:43.7,21.8775,21.9693,22.7895,22.4013,22.1836,21.9752,22.034,21.9302,22.4765,22.3257,22.3016,22.093,22.2895,22.1079,23.017,0.0007,-0.855,21.9181,22.7479,22.2836,22.115,22.0961,22.0918,21.9026,22.0705,22.1216,22.236,22.1392,22.2033,22.0389,22.0087,22.0861
75,33:44.0,21.8706,21.97,22.7818,22.4066,22.1755,21.9861,22.037,21.9334,22.4783,22.331,22.3058,22.1045,22.3004,22.1125,23.0048,0.0017,-0.8535,21.9356,22.7482,22.2928,22.1108,22.0998,22.0958,21.8872,22.0756,22.1211,22.2385,22.1392,22.1991,22.038,22.0113,22.0741
76,33:44.3,21.8708,21.9742,22.783,22.3918,22.1759,21.9916,22.0407,21.9362,22.4705,22.3285,22.2963,22.0958,22.2974,22.1047,23.0075,0.0012,-0.8497,21.9349,22.7528,22.2861,22.1097,22.0943,22.0923,21.8779,22.0679,22.1262,22.2401,22.1549,22.2023,22.0394,22.011,22.0574
77,33:44.7,21.8722,21.9675,22.773,22.387,22.1665,21.9821,22.0502,21.9418,22.4823,22.3306,22.3007,22.0923,22.3031,22.1095,23.014,0.0016,-0.847,21.9241,22.7449,22.2922,22.1159,22.0848,22.093,21.8823,22.0756,22.129,22.2378,22.1535,22.1917,22.0456,22.0168,22.0454
