Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31,Events
68,37:44.8,21.2446,21.3528,22.2869,21.7701,21.6639,21.4763,21.6615,21.392,22.0275,21.729,21.8703,21.4943,21.9014,21.5539,22.5296,0.1053,-0.6351,21.3288,22.2393,21.7059,21.715,21.5824,21.7521,21.3037,-9999,21.4818,21.7902,21.5677,21.7959,21.6055,21.6382,21.5302,
69,37:45.1,21.2437,21.3542,22.2875,21.7682,21.6599,21.4743,21.6631,21.3887,22.0282,21.719,21.8643,21.494,21.9055,21.5606,22.5245,0.1057,-0.6336,21.3274,22.2265,21.7061,21.7152,21.5752,21.7456,21.2944,-9999,21.4852,21.7916,21.5795,21.7919,21.6039,21.6473,21.5408,
70,37:45.4,21.2469,21.3567,22.2952,21.7657,21.6574,21.4666,21.6541,21.3876,22.0351,21.726,21.8715,21.4943,21.9129,21.5523,22.521,0.1064,-0.6307,21.332,22.2316,21.6969,21.718,21.5706,21.7461,21.294,-9999,21.4804,21.7872,21.5829,21.7929,21.6016,21.6426,21.5452,
71,37:45.8,21.2423,21.3514,22.2943,21.7812,21.6581,21.4675,21.6624,21.3887,22.0266,21.7214,21.8518,21.4991,21.9122,21.5477,22.5136,0.107,-0.6304,21.3276,22.2228,21.6911,21.7177,21.5653,21.7396,21.2963,-9999,21.4871,21.7844,21.5806,21.7947,21.6065,21.6419,21.5466,
72,37:46.1,21.2441,21.3493,22.2936,21.7735,21.6532,21.4729,21.6645,21.392,22.0212,21.7264,21.8578,21.4882,21.9025,21.5507,22.5222,0.1075,-0.6282,21.3346,22.2305,21.7045,21.7122,21.554,21.7368,21.2937,-9999,21.4876,21.7925,21.6017,21.7968,21.6053,21.6417,21.5462,
73,37:46.4,21.2455,21.3556,22.2931,21.7779,21.6613,21.48,21.6603,21.3924,22.0162,21.7267,21.8613,21.4975,21.9039,21.5465,22.5187,0.1081,-0.6269,21.3295,22.2277,21.6985,21.7177,21.5621,21.7479,21.2951,-9999,21.4945,21.7842,21.6031,21.7989,21.6139,21.6493,21.5626,
74,37:46.8,21.245,21.3627,22.2984,21.7772,21.6509,21.4761,21.6569,21.3841,22.0169,21.711,21.856,21.4864,21.8954,21.5486,22.5294,0.1088,-0.6273,21.3274,22.2247,21.6932,21.7108,21.5542,21.7331,21.3002,-9999,21.4882,21.7793,21.6088,21.7961,21.6134,21.6378,21.5644,
75,37:47.1,21.2464,21.3572,22.3109,21.7731,21.6588,21.4789,21.6705,21.3829,22.0219,21.7246,21.8543,21.5024,21.8921,21.5366,22.5162,0.1093,-0.6259,21.3369,22.2187,21.6941,21.715,21.5484,21.7414,21.287,-9999,21.4887,21.7849,21.604,21.7945,21.6155,21.6484,21.5688,
76,37:47.4,21.2418,21.359,22.3084,21.7738,21.6645,21.4754,21.6654,21.3779,22.0303,21.72,21.8608,21.4915,21.8944,21.5449,22.5111,0.1098,-0.6246,21.3348,22.2242,21.702,21.7143,21.5625,21.725,21.3018,-9999,21.4931,21.783,21.6051,21.8063,21.6231,21.6496,21.5709,
77,37:47.8,21.242,21.3618,22.303,21.7673,21.653,21.4761,21.6622,21.3723,22.0159,21.713,21.8525,21.4869,21.8671,21.5405,22.5088,0.1106,-0.6233,21.336,22.2337,21.7117,21.7154,21.5621,21.7345,21.3092,-9999,21.4899,21.7807,21.5943,21.8003,21.6157,21.6438,21.5765,
78,37:48.1,21.2469,21.3616,22.3114,21.7756,21.6527,21.487,21.6559,21.3751,22.0229,21.7156,21.8534,21.4957,21.8667,21.528,22.5079,0.1112,-0.6219,21.3392,22.233,21.7089,21.7073,21.5547,21.731,21.303,-9999,21.4908,21.7895,21.591,21.7968,21.6129,21.638,21.5737,
79,37:48.4,21.2439,21.3618,22.3139,21.7735,21.6659,21.483,21.661,21.3767,22.0199,21.7211,21.8534,21.4924,21.8616,21.5331,22.5042,0.1121,-0.6227,21.333,22.2249,21.7071,21.7092,21.5577,21.7185,21.3118,-9999,21.4876,21.7759,21.5922,21.794,21.6226,21.6482,21.5762,
80,37:48.8,21.2335,21.36,22.3072,21.7756,21.6629,21.4898,21.6552,21.3693,22.0284,21.7151,21.8534,21.4961,21.8521,21.5345,22.5053,0.1131,-0.6223,21.336,22.2238,21.7073,21.7045,21.5521,21.7266,21.3111,-9999,21.4924,21.7805,21.5964,21.7956,21.6224,21.6438,21.5795,
81,37:49.1,21.2383,21.369,22.3123,21.7847,21.6537,21.4928,21.6562,21.3677,22.0275,21.7209,21.8569,21.494,21.8463,21.5227,22.5074,0.1138,-0.6215,21.3313,22.2252,21.7045,21.7052,21.5535,21.7181,21.3146,-9999,21.4797,21.7747,21.5887,21.7899,21.622,21.6415,21.5783,
82,37:49.4,21.2411,21.3648,22.3114,21.7828,21.6657,21.4983,21.6666,21.3705,22.0323,21.7179,21.8532,21.4931,21.8399,21.5252,22.5083,0.1145,-0.6208,21.342,22.2154,21.7006,21.7099,21.5523,21.7243,21.3083,-9999,21.4917,21.7752,21.5804,21.798,21.6189,21.6419,21.5799,
83,37:49.8,21.2319,21.3637,22.3081,21.7796,21.6576,21.4955,21.6643,21.3654,22.0219,21.7144,21.861,21.5017,21.8318,21.5319,22.5042,0.1152,-0.6198,21.3404,22.2245,21.7066,21.7018,21.5542,21.7114,21.3155,-9999,21.4926,21.7717,21.5776,21.7924,21.6183,21.6419,21.5811,
84,37:50.1,21.2469,21.365,22.3093,21.7856,21.6627,21.4944,21.6703,21.3688,22.0321,21.729,21.8684,21.4954,21.8283,21.5243,22.5058,0.1153,-0.6215,21.3397,22.2268,21.7059,21.7057,21.5516,21.7104,21.3157,-9999,21.4908,21.7742,21.5841,21.7973,21.6125,21.6429,21.5781,
85,37:50.4,21.2492,21.3699,22.3125,21.7759,21.6618,21.4999,21.6689,21.3765,22.0358,21.7153,21.8645,21.4936,21.8341,21.5199,22.5079,0.1152,-0.6232,21.3499,22.2282,21.7068,21.7015,21.5526,21.7109,21.312,-9999,21.4871,21.7715,21.5873,21.7929,21.6196,21.6375,21.5815,
86,37:50.8,21.2397,21.3775,22.3074,21.7909,21.6726,21.4983,21.6622,21.3774,22.0393,21.72,21.8698,21.4984,21.8234,21.5146,22.5116,0.1149,-0.6237,21.3505,22.2265,21.7082,21.7013,21.5503,21.7051,21.3097,-9999,21.4815,21.7689,21.5781,21.7862,21.6189,21.6454,21.5772,
87,37:51.1,21.2395,21.3685,22.319,21.7927,21.6669,21.4995,21.6686,21.3788,22.0432,21.7274,21.8735,21.4961,21.8209,21.5287,22.5065,0.1145,-0.6242,21.3448,22.2235,21.7135,21.6941,21.5514,21.7081,21.3141,-9999,21.4778,21.7724,21.5765,21.791,21.6229,21.641,21.5853,
88,37:51.4,21.2332,21.3729,22.3158,21.7923,21.6643,21.5027,21.6622,21.3797,22.0411,21.719,21.8708,21.4952,21.8176,21.506,22.4979,0.1141,-0.6268,21.3485,22.2175,21.6996,21.6874,21.544,21.6961,21.3046,-9999,21.4776,21.7655,21.5765,21.7848,21.6141,21.6278,21.5746,
89,37:51.8,21.242,21.3722,22.3118,21.7775,21.6696,21.4962,21.6647,21.3774,22.0437,21.7334,21.8768,21.5014,21.8227,21.5097,22.5104,0.1138,-0.6268,21.3524,22.2198,21.7001,21.6946,21.544,21.6965,21.3074,-9999,21.4697,21.7643,21.582,21.782,21.6104,21.6387,21.5797,
90,37:52.1,21.239,21.3699,22.3086,21.7863,21.6703,21.5027,21.6649,21.3866,22.0414,21.7147,21.8712,21.4998,21.8139,21.5065,22.4981,0.1132,-0.6311,21.3466,22.2173,21.6953,21.689,21.5389,21.6947,21.3083,-9999,21.4707,21.7627,21.5846,21.7859,21.6099,21.626,21.5753,
91,37:52.4,21.2386,21.3639,22.3093,21.786,21.6641,21.4928,21.6636,21.3772,22.0337,21.7207,21.883,21.4818,21.8167,21.5014,22.4968,0.1127,-0.6341,21.3473,22.2233,21.6987,21.6874,21.5396,21.6889,21.2951,-9999,21.4628,21.7634,21.5896,21.7896,21.6129,21.6278,21.5799,
92,37:52.8,21.2425,21.3602,22.3028,21.7742,21.6655,21.4974,21.6673,21.3637,21.9666,21.66,21.8175,21.4271,21.8197,21.4998,22.5035,0.1121,-0.6363,21.3501,22.2145,21.7027,21.6202,21.4731,21.6247,21.2422,-9999,21.4619,21.7715,21.5899,21.7873,21.6129,21.6295,21.573,
93,37:53.1,21.2314,21.363,22.3037,21.7775,21.6608,21.4948,21.6682,21.3788,21.9686,21.6558,21.8126,21.406,21.8234,21.4952,22.5,0.1116,-0.6375,21.3556,22.2238,21.7047,21.6274,21.4763,21.6279,21.2381,-9999,21.4649,21.7724,21.5968,21.7933,21.6199,21.6373,21.5711,
94,37:53.4,21.2372,21.366,22.3125,21.7814,21.6666,21.4925,21.6682,21.3827,21.9733,21.6549,21.8177,21.4077,21.8179,21.4995,22.4995,0.1115,-0.6413,21.3633,22.2245,21.7034,21.6216,21.4752,21.6192,21.2381,-9999,21.4572,21.7578,21.5857,21.7806,21.6106,21.6306,21.5818,
95,37:53.8,21.2356,21.3604,22.304,21.7749,21.6643,21.4946,21.6631,21.3779,21.9737,21.6493,21.817,21.3979,21.8176,21.4958,22.4919,0.1114,-0.6427,21.3461,22.2143,21.698,21.6107,21.468,21.6175,21.2374,-9999,21.4672,21.7712,21.5952,21.7968,21.6196,21.6334,21.5774,
96,37:54.1,21.242,21.3648,22.2984,21.7726,21.6655,21.4944,21.6622,21.3614,21.9673,21.6454,21.811,21.3908,21.8144,21.4875,22.4908,0.1111,-0.6452,21.3542,22.2258,21.7001,21.6114,21.4652,21.6155,21.2351,-9999,21.4709,21.7675,21.6019,21.7959,21.6141,21.6375,21.5894,
97,37:54.4,21.2349,21.3472,22.3021,21.7673,21.6659,21.4888,21.664,21.3693,21.9726,21.6551,21.8156,21.3847,21.8068,21.4854,22.4998,0.1107,-0.6484,21.3552,22.2238,21.708,21.6158,21.4675,21.6171,21.2332,-9999,21.4653,21.7608,21.5984,21.788,21.6081,21.6431,21.5762,
98,37:54.8,21.2337,21.3507,22.2956,21.7749,21.6615,21.4886,21.664,21.3718,21.9693,21.663,21.8246,21.3769,21.8082,21.4931,22.5005,0.1102,-0.6487,21.3584,22.2201,21.7064,21.6119,21.4564,21.618,21.2286,-9999,21.4658,21.7735,21.6098,21.7956,21.6083,21.6385,21.5829,
99,37:55.1,21.2342,21.334,22.2966,21.7641,21.6555,21.4879,21.6629,21.3575,21.9737,21.6648,21.8251,21.3854,21.7966,21.4857,22.5044,0.1096,-0.6438,21.3545,22.221,21.6966,21.6142,21.4592,21.6141,21.2323,-9999,21.4741,21.7627,21.6072,21.7947,21.618,21.6461,21.5804,
100,37:55.4,21.2312,21.3389,22.2908,21.7675,21.6659,21.4939,21.6629,21.3582,21.9696,21.6618,21.8221,21.3815,21.7959,21.482,22.4965,0.109,-0.6347,21.3568,22.2212,21.6973,21.611,21.4673,21.6106,21.2293,-9999,21.4635,21.7627,21.6086,21.7945,21.6074,21.6341,21.5813,
101,37:55.8,21.2247,21.3347,22.3007,21.7581,21.6588,21.4942,21.6619,21.3577,21.9726,21.647,21.823,21.3732,21.7968,21.4896,22.5053,0.1082,-0.6079,21.3591,22.2286,21.7071,21.6193,21.4537,21.6178,21.2265,-9999,21.4697,21.7715,21.6112,21.8019,21.6102,21.6396,21.5839,
102,37:56.1,21.2383,21.3313,22.2952,21.7523,21.6562,21.4874,21.6654,21.3591,21.9742,21.6576,21.8059,21.3672,21.7947,21.4803,22.4935,0.1076,-0.5656,21.36,22.2226,21.695,21.6202,21.4548,21.602,21.2279,-9999,21.4598,21.7608,21.6001,21.7926,21.6162,21.6352,21.5781,
103,37:56.4,21.2261,21.3252,22.2906,21.7576,21.6636,21.4923,21.6649,21.3485,21.9705,21.6655,21.8126,21.3605,21.804,21.4776,22.4998,0.1072,-0.5293,21.3644,22.2252,21.6994,21.6156,21.4532,21.6018,21.2372,-9999,21.4605,21.7666,21.6176,21.8019,21.6104,21.6394,21.5672,
104,37:56.8,21.2242,21.3238,22.2949,21.7564,21.656,21.4928,21.6573,21.3508,21.9686,21.6627,21.8094,21.3681,21.8119,21.4829,22.5,0.107,-0.5594,21.3492,22.2191,21.6872,21.6175,21.4513,21.6057,21.2316,-9999,21.4623,21.7587,21.6135,21.7963,21.6146,21.6373,21.5637,
105,37:57.1,21.2244,21.3236,22.3021,21.7578,21.6585,21.4914,21.6629,21.3524,21.9677,21.6711,21.8126,21.3713,21.8105,21.4822,22.4947,0.1067,-0.6311,21.3487,22.2254,21.6904,21.6131,21.4518,21.5942,21.2321,-9999,21.4633,21.7678,21.6109,21.7966,21.6243,21.644,21.5728,
106,37:57.4,21.2268,21.309,22.2903,21.7495,21.6521,21.4888,21.6552,21.3468,21.9698,21.6586,21.8085,21.3623,21.8093,21.4829,22.5,0.1067,-0.6913,21.3427,22.2203,21.695,21.6128,21.4502,21.5976,21.2372,-9999,21.4584,21.7569,21.61,21.7943,21.6166,21.6357,21.5961,
107,37:57.8,21.24,21.309,22.2862,21.743,21.6525,21.4807,21.661,21.357,21.964,21.6593,21.7994,21.3598,21.8107,21.4753,22.4965,0.1068,-0.728,21.3563,22.2203,21.6876,21.6154,21.4481,21.5979,21.2378,-9999,21.4697,21.7592,21.6183,21.7968,21.6171,21.6408,21.5982,
108,37:58.1,21.236,21.3033,22.2873,21.7465,21.6541,21.4851,21.6668,21.3596,21.9719,21.6796,21.8004,21.3639,21.8204,21.4796,22.4919,0.107,-0.7402,21.3492,22.2263,21.7022,21.6128,21.4532,21.6064,21.2372,-9999,21.4704,21.7622,21.6146,21.794,21.609,21.6357,21.5931,
109,37:58.4,21.2321,21.3083,22.2926,21.7386,21.6602,21.4805,21.6626,21.36,21.9631,21.6611,21.798,21.3639,21.8207,21.4778,22.4898,0.1073,-0.7367,21.354,22.2321,21.6969,21.6177,21.4624,21.5974,21.2501,-9999,21.4744,21.7659,21.6227,21.7915,21.6178,21.6408,21.591,
110,37:58.8,21.2288,21.2954,22.2901,21.7412,21.6502,21.4821,21.6638,21.358,21.9763,21.6699,21.8085,21.3729,21.8313,21.4884,22.4986,0.1076,-0.7297,21.3503,22.2302,21.6867,21.6179,21.4513,21.5979,21.2425,-9999,21.4714,21.7594,21.6209,21.7862,21.6134,21.6371,21.5813,
111,37:59.1,21.2258,21.2965,22.2873,21.7407,21.646,21.4824,21.6626,21.3637,21.9679,21.6734,21.7962,21.3699,21.8227,21.4822,22.4998,0.1077,-0.7217,21.3536,22.2369,21.6934,21.6232,21.4456,21.5935,21.2508,-9999,21.4732,21.7569,21.6204,21.7926,21.6148,21.6306,21.5841,
112,37:59.4,21.2261,21.2864,22.2894,21.7421,21.649,21.4828,21.6684,21.3466,21.9675,21.6708,21.7985,21.3605,21.8237,21.485,22.5021,0.1079,-0.7125,21.3545,22.2312,21.6906,21.6161,21.4453,21.5905,21.2427,-9999,21.4737,21.7523,21.6211,21.7926,21.615,21.6334,21.5885,
113,37:59.8,21.2219,21.2877,22.2848,21.7284,21.6458,21.4877,21.6615,21.3628,21.9693,21.6718,21.8013,21.3646,21.8244,21.4864,22.4942,0.1079,-0.7023,21.3559,22.2363,21.692,21.6212,21.4386,21.5956,21.2485,-9999,21.4806,21.7534,21.6218,21.7827,21.6169,21.6373,21.5908,
114,38:00.1,21.2163,21.2852,22.282,21.7194,21.6447,21.483,21.6631,21.3573,21.9705,21.6653,21.796,21.3618,21.8322,21.485,22.4954,0.1079,-0.6893,21.3489,22.2353,21.6858,21.6179,21.44,21.5944,21.2432,-9999,21.4642,21.7437,21.6209,21.7873,21.6183,21.6269,21.5862,
115,38:00.4,21.2272,21.2891,22.2885,21.7187,21.6458,21.481,21.6689,21.3529,21.9707,21.6766,21.7976,21.36,21.829,21.4852,22.5014,0.1081,-0.6827,21.3577,22.2381,21.6948,21.6144,21.4456,21.6,21.2487,-9999,21.4709,21.7453,21.6241,21.779,21.627,21.6401,21.5943,
116,38:00.8,21.2247,21.2854,22.2931,21.7125,21.6442,21.4777,21.6631,21.3584,21.9735,21.6699,21.7971,21.3692,21.8313,21.479,22.4991,0.108,-0.677,21.3496,22.2374,21.677,21.6188,21.4476,21.5946,21.2462,-9999,21.4711,21.7277,21.6318,21.7727,21.6201,21.6378,21.585,
117,38:01.1,21.2238,21.2778,22.2836,21.715,21.6437,21.4865,21.6707,21.3552,21.9647,21.6699,21.7902,21.3623,21.819,21.4847,22.5055,0.1079,-0.6736,21.351,22.2286,21.6865,21.6216,21.4437,21.5981,21.2406,-9999,21.4804,21.7393,21.623,21.7827,21.6127,21.6387,21.5869,
118,38:01.4,21.2226,21.2776,22.2885,21.7083,21.644,21.4828,21.6733,21.3596,21.9649,21.6757,21.7886,21.3621,21.8054,21.4912,22.4984,0.1078,-0.672,21.3529,22.2379,21.6844,21.6309,21.4388,21.5949,21.2432,-9999,21.464,21.7354,21.6276,21.7845,21.6143,21.6306,21.585,
119,38:01.8,21.2221,21.2776,22.279,21.7076,21.6342,21.4851,21.6643,21.3584,21.961,21.6648,21.7918,21.3704,21.8042,21.4836,22.5005,0.1075,-0.6697,21.3503,22.2358,21.6784,21.6186,21.4356,21.5875,21.2392,-9999,21.4651,21.7312,21.6378,21.7672,21.6136,21.6359,21.5811,
120,38:02.1,21.2161,21.2778,22.2864,21.7099,21.6403,21.4835,21.67,21.3603,21.9744,21.6688,21.7955,21.3688,21.8072,21.4917,22.5039,0.1072,-0.6675,21.3559,22.2369,21.6793,21.626,21.4444,21.5898,21.2365,-9999,21.4542,21.7298,21.6299,21.77,21.6203,21.6417,21.5855,
121,38:02.4,21.2224,21.2727,22.285,21.7113,21.6368,21.4891,21.668,21.3626,21.9712,21.6769,21.7985,21.3674,21.8075,21.4921,22.5053,0.107,-0.6675,21.351,22.248,21.6814,21.6304,21.4384,21.5865,21.249,-9999,21.4552,21.722,21.6297,21.7721,21.6164,21.6364,21.5711,
122,38:02.8,21.2238,21.2769,22.2841,21.7222,21.6363,21.484,21.6777,21.3617,22.0347,21.7334,21.8615,21.4323,21.8207,21.5002,22.5074,0.1069,-0.6672,21.414,22.2981,21.7414,21.6177,21.4449,21.5872,21.2392,-9999,21.4568,21.7314,21.6475,21.7686,21.618,21.6399,21.5778,
123,38:03.1,21.2321,21.2857,22.2841,21.718,21.6359,21.481,21.6802,21.3589,22.034,21.7308,21.8608,21.4318,21.8244,21.491,22.5049,0.1068,-0.6671,21.4075,22.2997,21.7486,21.6158,21.4425,21.5851,21.2325,-9999,21.4482,21.7259,21.6403,21.7681,21.6201,21.6408,21.5829,
124,38:03.4,21.2217,21.2722,22.2741,21.718,21.6386,21.4872,21.6703,21.3515,22.0312,21.7355,21.8684,21.4429,21.8216,21.4928,22.5099,0.1067,-0.6668,21.4152,22.2986,21.74,21.6293,21.4421,21.5824,21.2318,-9999,21.457,21.728,21.644,21.757,21.615,21.6322,21.579,
125,38:03.8,21.2194,21.2702,22.2732,21.7254,21.6363,21.4895,21.6721,21.3605,22.0358,21.7341,21.864,21.441,21.8227,21.5026,22.5067,0.1063,-0.6653,21.4066,22.3057,21.7412,21.6309,21.4446,21.5747,21.23,-9999,21.4521,21.7261,21.6431,21.7591,21.6275,21.6387,21.5758,
126,38:04.1,21.2182,21.2766,22.2845,21.7224,21.6261,21.4851,21.6751,21.3635,22.0411,21.7285,21.8677,21.4394,21.8204,21.5058,22.506,0.106,-0.6667,21.4082,22.3097,21.7423,21.623,21.449,21.5821,21.221,-9999,21.4482,21.7308,21.635,21.7577,21.6203,21.6459,21.5855,
127,38:04.4,21.215,21.2766,22.2843,21.7305,21.6259,21.4844,21.6726,21.363,22.0303,21.7348,21.8603,21.4452,21.8174,21.5042,22.4995,0.1058,-0.667,21.4008,22.3037,21.7384,21.62,21.4409,21.5817,21.2277,-9999,21.4561,21.725,21.6348,21.7603,21.6224,21.6355,21.5834,
128,38:04.8,21.2173,21.2667,22.2778,21.7365,21.6331,21.4905,21.6733,21.3515,22.031,21.7378,21.8703,21.4394,21.7971,21.5076,22.5009,0.1056,-0.6685,21.399,22.3032,21.7326,21.6286,21.449,21.5814,21.2325,-9999,21.4635,21.7308,21.6433,21.7512,21.6189,21.6403,21.5774,
129,38:05.1,21.2187,21.2681,22.273,21.7354,21.6222,21.4819,21.6795,21.3538,22.0259,21.7311,21.8671,21.4399,21.807,21.5039,22.5007,0.1055,-0.6679,21.3913,22.305,21.7449,21.6221,21.4541,21.5724,21.2355,-9999,21.4649,21.737,21.6324,21.7468,21.6127,21.648,21.5762,
130,38:05.4,21.2184,21.2674,22.2714,21.7308,21.6231,21.4833,21.6633,21.3492,22.0305,21.7285,21.8671,21.4445,21.8031,21.4972,22.503,0.1054,-0.667,21.3869,22.2976,21.7361,21.6193,21.4509,21.5791,21.233,-9999,21.4656,21.7222,21.6345,21.742,21.6178,21.645,21.5815,
131,38:05.8,21.2136,21.26,22.2727,21.7375,21.6236,21.4842,21.6673,21.3482,22.0256,21.7271,21.8634,21.4464,21.7991,21.5023,22.4993,0.1055,-0.6667,21.393,22.3106,21.7456,21.6232,21.4641,21.5657,21.2302,-9999,21.4704,21.7354,21.6371,21.7413,21.6203,21.6417,21.5853,
132,38:06.1,21.2117,21.2646,22.2621,21.7391,21.6215,21.4902,21.6675,21.3508,22.0284,21.7283,21.8566,21.436,21.792,21.5016,22.4993,0.1058,-0.6646,21.3802,22.2942,21.7444,21.6228,21.4548,21.5687,21.2311,-9999,21.476,21.7347,21.6331,21.7424,21.618,21.6496,21.594,
133,38:06.4,21.2059,21.2547,22.2607,21.7382,21.6109,21.4863,21.6728,21.3598,22.0222,21.7246,21.8617,21.4406,21.7973,21.4979,22.5032,0.1061,-0.6625,21.371,22.3062,21.7497,21.6151,21.4532,21.5657,21.2179,-9999,21.479,21.7238,21.6283,21.7325,21.6226,21.6385,21.5825,
134,38:06.8,21.2062,21.2563,22.2607,21.7506,21.6194,21.4893,21.6756,21.3455,22.0268,21.729,21.858,21.4332,21.8075,21.5051,22.5116,0.1063,-0.6668,21.3712,22.297,21.7405,21.6269,21.456,21.5627,21.2191,-9999,21.4755,21.7261,21.632,21.7348,21.6162,21.6387,21.5899,
135,38:07.1,21.2143,21.2505,22.264,21.7497,21.612,21.4844,21.6712,21.3649,22.0273,21.7336,21.8467,21.4413,21.8183,21.4993,22.5097,0.1068,-0.6671,21.3661,22.3023,21.7379,21.6225,21.4587,21.5585,21.2179,-9999,21.4785,21.7358,21.6248,21.736,21.627,21.6473,21.6024,
136,38:07.4,21.2052,21.2632,22.26,21.7511,21.6222,21.4914,21.6714,21.3547,22.0247,21.7299,21.8557,21.4325,21.8262,21.5028,22.5111,0.1074,-0.6676,21.3673,22.2986,21.7368,21.6195,21.4587,21.5514,21.2228,-9999,21.4873,21.74,21.6348,21.7235,21.618,21.6387,21.5964,
137,38:07.8,21.2159,21.2567,22.2559,21.7543,21.6139,21.481,21.6714,21.3549,22.0256,21.7352,21.8661,21.4288,21.8318,21.5053,22.5143,0.108,-0.669,21.367,22.2981,21.7365,21.6179,21.452,21.5576,21.2254,-9999,21.4753,21.7405,21.6327,21.7175,21.6226,21.6392,21.6107,
138,38:08.1,21.214,21.251,22.2533,21.7548,21.6171,21.4835,21.6703,21.3531,22.0238,21.7281,21.8504,21.435,21.8387,21.5058,22.5187,0.1086,-0.6689,21.3513,22.293,21.7407,21.6279,21.4483,21.5451,21.223,-9999,21.4709,21.7345,21.6278,21.7191,21.6268,21.6396,21.6271,
139,38:08.4,21.2147,21.2579,22.2512,21.7571,21.6148,21.4842,21.6733,21.3651,22.0335,21.7311,21.8631,21.4373,21.8401,21.5146,22.5166,0.109,-0.6705,21.364,22.2953,21.7379,21.6156,21.4465,21.5435,21.2274,-9999,21.4653,21.7363,21.6382,21.7068,21.624,21.6338,21.6343,
140,38:08.8,21.2133,21.257,22.2628,21.7539,21.6169,21.4914,21.6707,21.3642,22.0328,21.7359,21.8599,21.4318,21.8308,21.5123,22.5083,0.1093,-0.6727,21.3571,22.2974,21.7349,21.623,21.4488,21.5449,21.2189,-9999,21.4683,21.7442,21.6419,21.7195,21.6222,21.6329,21.6456,
141,38:09.1,21.2085,21.2537,22.254,21.7613,21.6074,21.4861,21.6767,21.3635,22.0249,21.7311,21.8506,21.4415,21.8419,21.5104,22.5129,0.1096,-0.674,21.3613,22.3027,21.7384,21.6276,21.4474,21.5289,21.2233,-9999,21.4734,21.7393,21.6329,21.7091,21.6196,21.6325,21.6514,
142,38:09.4,21.2224,21.2586,22.257,21.7587,21.6169,21.4925,21.6765,21.3647,22.0291,21.7355,21.859,21.438,21.8362,21.5109,22.5141,0.11,-0.6769,21.3562,22.2919,21.7317,21.6181,21.4453,21.5236,21.2175,-9999,21.4771,21.7423,21.6313,21.7107,21.6178,21.6258,21.6449,
143,38:09.8,21.2136,21.2498,22.2542,21.7675,21.6204,21.4884,21.6652,21.3681,22.037,21.7297,21.8571,21.438,21.835,21.5146,22.5148,0.1103,-0.6776,21.3629,22.3023,21.7379,21.6156,21.4398,21.5273,21.2166,-9999,21.4755,21.7504,21.6322,21.704,21.6189,21.6299,21.6424,
144,38:10.1,21.2115,21.253,22.251,21.7661,21.6197,21.4881,21.6747,21.3679,22.0259,21.7292,21.8467,21.4327,21.8271,21.516,22.5171,0.1108,-0.6795,21.3603,22.2963,21.7398,21.6158,21.4421,21.5303,21.2191,-9999,21.4753,21.7412,21.6329,21.6987,21.6247,21.6417,21.6378,
145,38:10.4,21.2108,21.2604,22.2494,21.7631,21.6127,21.481,21.6735,21.3644,22.031,21.7348,21.8462,21.4339,21.8292,21.516,22.5159,0.1111,-0.6799,21.3608,22.2902,21.7395,21.6156,21.4398,21.5296,21.2207,-9999,21.4739,21.7493,21.6334,21.7066,21.6173,21.6283,21.6389,
146,38:10.8,21.2198,21.2553,22.2524,21.7652,21.6153,21.484,21.6742,21.373,22.0367,21.7422,21.8411,21.4415,21.8318,21.5211,22.5148,0.1114,-0.6818,21.3585,22.3041,21.7314,21.6133,21.4395,21.5164,21.2152,-9999,21.4693,21.7527,21.6324,21.7124,21.6185,21.6223,21.6368,
147,38:11.1,21.2099,21.2625,22.2506,21.7678,21.6051,21.4817,21.6649,21.37,22.0367,21.7387,21.8467,21.4387,21.8281,21.5201,22.509,0.1119,-0.6833,21.3587,22.2986,21.7335,21.6154,21.4372,21.5257,21.2103,-9999,21.4663,21.753,21.6345,21.6994,21.618,21.6281,21.6415,
