Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31,Events
21,15:34.3,21.541,21.2784,22.5877,21.7664,21.8407,21.3617,21.8344,21.2937,22.1656,21.7048,22.0301,21.467,22.2037,21.7144,22.7361,0.1462,-1.0415,21.7506,22.5625,22.0972,21.9504,21.8133,21.9048,21.6351,21.687,21.6359,22.0585,21.5787,21.8515,21.6793,21.8288,21.8162,
22,15:34.6,21.535,21.2666,22.5875,21.7646,21.8358,21.3596,21.83,21.2856,22.165,21.7052,22.0276,21.4683,22.2113,21.7234,22.7391,0.1465,-1.0233,21.7497,22.5593,22.0882,21.9504,21.8057,21.9022,21.6372,21.69,21.6392,22.0585,21.5685,21.842,21.675,21.8209,21.7998,
23,15:34.9,21.5332,21.2647,22.5801,21.7592,21.8407,21.3626,21.8365,21.2882,22.165,21.6953,22.022,21.4626,22.2148,21.7172,22.7342,0.1472,-1.0071,21.7554,22.5632,22.082,21.9592,21.8082,21.917,21.633,21.6956,21.6341,22.0638,21.5676,21.8388,21.6761,21.8225,21.7987,
24,15:35.3,21.5357,21.2555,22.5805,21.7551,21.8296,21.3587,21.824,21.2917,22.1659,21.7038,22.0255,21.4619,22.2242,21.7172,22.7405,0.1459,-0.994,21.7494,22.563,22.0723,21.9604,21.8006,21.9388,21.633,21.6826,21.6438,22.0583,21.578,21.8469,21.6837,21.8286,21.7994,
25,15:35.6,21.5329,21.2601,22.5819,21.7509,21.8407,21.3647,21.8254,21.2935,22.1673,21.708,22.0264,21.469,22.2159,21.716,22.7368,0.146,-0.9814,21.7552,22.5586,22.0757,21.9736,21.8099,21.9436,21.6214,21.6928,21.647,22.0638,21.5732,21.8519,21.6807,21.8253,21.8084,
26,15:35.9,21.5318,21.2622,22.5803,21.747,21.8289,21.3645,21.8226,21.297,22.1589,21.7052,22.0255,21.4799,22.2143,21.7211,22.7398,0.1471,-0.9701,21.7501,22.5616,22.0614,21.9784,21.8119,21.948,21.623,21.6932,21.654,22.0689,21.5764,21.8554,21.687,21.833,21.8061,
27,15:36.3,21.5329,21.2601,22.5868,21.7525,21.8368,21.3552,21.8221,21.3028,22.1693,21.7001,22.029,21.4977,22.2205,21.7179,22.7326,0.1473,-0.9611,21.751,22.5683,22.0686,21.9868,21.8059,21.9559,21.6193,21.687,21.6461,22.0719,21.5732,21.8577,21.6842,21.8265,21.8273,
28,15:36.6,21.5302,21.2478,22.5877,21.7479,21.8282,21.3626,21.8203,21.2933,22.1622,21.7078,22.0322,21.5121,22.2275,21.7188,22.7398,0.1477,-0.9488,21.7552,22.5591,22.0663,21.9789,21.8136,21.952,21.6096,21.6914,21.6561,22.059,21.5632,21.8584,21.6789,21.8281,21.8223,
29,15:36.9,21.5327,21.2462,22.584,21.7382,21.8324,21.3591,21.8219,21.2924,22.1684,21.7008,22.0288,21.5195,22.2217,21.7146,22.7418,0.149,-0.9378,21.7473,22.563,22.0526,21.9713,21.8295,21.9499,21.6117,21.6969,21.6653,22.0664,21.5699,21.8561,21.678,21.8332,21.8081,
30,15:37.3,21.5392,21.2559,22.5835,21.7398,21.8319,21.3596,21.8113,21.2937,22.1573,21.7048,22.0283,21.5218,22.2178,21.7121,22.746,0.1488,-0.9297,21.7497,22.5593,22.0538,21.9708,21.8429,21.9376,21.6101,21.6995,21.657,22.0613,21.5709,21.8568,21.6854,21.8195,21.7889,
31,15:37.6,21.5255,21.2529,22.5824,21.731,21.8268,21.349,21.8184,21.2961,22.1617,21.7147,22.0218,21.5197,22.2178,21.71,22.7425,0.1489,-0.9226,21.7455,22.5561,22.0572,21.9664,21.8587,21.9177,21.6006,21.6923,21.6568,22.0636,21.5651,21.864,21.6777,21.8225,21.7827,
32,15:37.9,21.5322,21.2589,22.5764,21.731,21.8358,21.3531,21.815,21.2868,22.1673,21.7057,22.0172,21.5107,22.2266,21.7091,22.7342,0.1499,-0.916,21.7471,22.5662,22.0563,21.9671,21.8688,21.9115,21.6031,21.6914,21.6568,22.0671,21.5639,21.8672,21.678,21.8265,21.792,
33,15:38.3,21.5295,21.261,22.5822,21.725,21.825,21.3524,21.8071,21.2963,22.158,21.705,22.0246,21.5017,22.2235,21.7126,22.7405,0.1499,-0.9092,21.7455,22.5593,22.0445,21.9636,21.8779,21.8969,21.6018,21.6935,21.6498,22.0604,21.5639,21.8783,21.6847,21.8237,21.7973,
34,15:38.6,21.5274,21.2536,22.5798,21.7229,21.8233,21.3429,21.8053,21.2924,22.1559,21.7015,22.0255,21.4862,22.2168,21.7052,22.7395,0.1505,-0.9047,21.7568,22.5611,22.0404,21.9585,21.8799,21.8773,21.6096,21.687,21.6554,22.0636,21.563,21.8792,21.6865,21.8179,21.7869,
35,15:38.9,21.5244,21.2596,22.5792,21.7109,21.8157,21.3353,21.7969,21.2977,22.1619,21.708,22.026,21.4825,22.2194,21.71,22.7437,0.1516,-0.899,21.7471,22.5614,22.0445,21.9565,21.8954,21.8712,21.6207,21.6951,21.6551,22.0562,21.5572,21.8772,21.6826,21.8218,21.7885,
36,15:39.3,21.5241,21.2612,22.5789,21.7139,21.8305,21.3346,21.8029,21.2921,22.1573,21.7069,22.0269,21.4681,22.2194,21.7056,22.7437,0.1509,-0.8921,21.7547,22.5623,22.0484,21.9551,21.8936,21.8668,21.6182,21.6944,21.6431,22.0576,21.557,21.8744,21.6835,21.8184,21.7873,
37,15:39.6,21.5241,21.2714,22.5824,21.7104,21.8233,21.3362,21.8053,21.3007,22.1606,21.7078,22.0297,21.4623,22.2187,21.7093,22.7543,0.1497,-0.8891,21.7478,22.5674,22.0501,21.9645,21.8887,21.8705,21.6196,21.6956,21.6424,22.0627,21.5648,21.8728,21.6847,21.8163,21.7859,
38,15:39.9,21.523,21.2561,22.5764,21.7049,21.8266,21.3381,21.806,21.2949,22.1622,21.7096,22.0211,21.4466,22.2224,21.7079,22.7509,0.1486,-0.8859,21.751,22.5588,22.042,21.9481,21.8834,21.8692,21.6302,21.705,21.651,22.062,21.5565,21.8802,21.6863,21.8154,21.792,
39,15:40.3,21.529,21.2707,22.5852,21.703,21.8217,21.3295,21.8023,21.2898,22.1555,21.7076,22.0232,21.4514,22.215,21.7054,22.7453,0.1462,-0.8806,21.7527,22.5722,22.0531,21.9338,21.8897,21.871,21.6244,21.6972,21.6454,22.0631,21.5565,21.8758,21.6902,21.8124,21.7994,
40,15:40.6,21.5218,21.2754,22.5842,21.6935,21.8238,21.3332,21.7928,21.2935,22.1603,21.7059,22.0274,21.4387,22.2208,21.7047,22.746,0.1448,-0.8809,21.7422,22.5605,22.0542,21.9174,21.8841,21.8638,21.6068,21.6939,21.6415,22.0555,21.557,21.8716,21.6902,21.8212,21.81,
41,15:40.9,21.5262,21.2626,22.581,21.6822,21.8139,21.3281,21.7967,21.3007,22.1606,21.7133,22.0216,21.442,22.2182,21.7059,22.7557,0.1437,-0.8803,21.749,22.5611,22.0718,21.9296,21.8765,21.8754,21.6124,21.7009,21.6387,22.0634,21.5639,21.8799,21.6861,21.8172,21.8123,
42,15:41.3,21.5248,21.2682,22.5824,21.6935,21.8236,21.324,21.7972,21.2974,22.1573,21.7166,22.0269,21.4334,22.2173,21.7015,22.7583,0.1415,-0.8773,21.7473,22.5648,22.075,21.9183,21.8756,21.8835,21.617,21.7018,21.6382,22.0497,21.56,21.8688,21.6877,21.8087,21.8155,
43,15:41.6,21.5253,21.2666,22.5785,21.6799,21.8173,21.3175,21.7969,21.2981,22.1566,21.7115,22.0227,21.423,22.2182,21.7059,22.7504,0.141,-0.8727,21.7503,22.5609,22.0746,21.9282,21.8663,21.8921,21.5988,21.7106,21.629,22.0576,21.5565,21.8744,21.6916,21.8158,21.8188,
44,15:41.9,21.526,21.2582,22.5748,21.676,21.8129,21.32,21.7891,21.2868,22.1601,21.7113,22.0315,21.4165,22.2138,21.71,22.7499,0.1411,-0.8739,21.7466,22.5644,22.0799,21.9345,21.8672,21.8934,21.6043,21.7124,21.6253,22.0618,21.5602,21.8658,21.6914,21.8101,21.8116,
45,15:42.3,21.5295,21.2666,22.5808,21.6746,21.8115,21.3124,21.7849,21.2951,22.1578,21.7129,22.0262,21.4082,22.2131,21.7116,22.7562,0.1397,-0.8717,21.7487,22.5623,22.0841,21.9238,21.8575,21.8902,21.6031,21.7092,21.6204,22.0557,21.5584,21.8617,21.6962,21.8207,21.8118,
46,15:42.6,21.5204,21.2598,22.5768,21.6646,21.8139,21.3096,21.793,21.2845,22.1645,21.7173,22.0246,21.4084,22.2122,21.7096,22.7589,0.1386,-0.8694,21.7529,22.5667,22.0986,21.928,21.8644,21.8798,21.5967,21.7178,21.6128,22.0578,21.5614,21.8635,21.684,21.8165,21.8139,
47,15:42.9,21.5246,21.2626,22.5921,21.6706,21.8217,21.3045,21.7921,21.2977,22.1652,21.72,22.0285,21.4022,22.209,21.7197,22.752,0.1387,-0.8697,21.7513,22.563,22.0949,21.9419,21.8714,21.88,21.6041,21.7168,21.6031,22.0553,21.5685,21.8577,21.6988,21.8144,21.8086,
48,15:43.3,21.5186,21.2552,22.5889,21.6605,21.8085,21.2994,21.7884,21.294,22.1696,21.7154,22.0348,21.398,22.1953,21.719,22.7619,0.1365,-0.8679,21.749,22.5531,22.1039,21.9541,21.8809,21.8893,21.6029,21.7203,21.5968,22.0504,21.5623,21.8573,21.6969,21.823,21.8121,
49,15:43.6,21.5202,21.2529,22.581,21.6531,21.8095,21.2916,21.7842,21.2907,22.1714,21.7182,22.0276,21.3827,22.203,21.7207,22.7629,0.1341,-0.8666,21.7547,22.5702,22.1037,21.9419,21.8756,21.8988,21.5974,21.7143,21.6072,22.0585,21.5746,21.8471,21.6911,21.8135,21.8151,
50,15:43.9,21.5207,21.2527,22.5789,21.6475,21.8125,21.302,21.7824,21.2944,22.1726,21.72,22.0313,21.3793,22.1965,21.7133,22.761,0.1328,-0.8647,21.7515,22.5658,22.106,21.9398,21.8735,21.8941,21.5974,21.7219,21.5894,22.0671,21.5667,21.8445,21.6997,21.8269,21.8105,
51,15:44.3,21.5232,21.2541,22.5798,21.6487,21.8051,21.2876,21.7775,21.2919,22.1663,21.7126,22.0348,21.3712,22.1935,21.7158,22.7659,0.132,-0.8641,21.7545,22.5651,22.11,21.9294,21.8809,21.9131,21.5988,21.721,21.5929,22.0618,21.5727,21.8392,21.6983,21.8286,21.8051,
52,15:44.6,21.5227,21.2555,22.584,21.6475,21.8046,21.2913,21.7745,21.2951,22.1638,21.7242,22.0288,21.3695,22.1976,21.7283,22.7636,0.1316,-0.8604,21.7538,22.5586,22.1169,21.9398,21.8876,21.9122,21.5976,21.7279,21.5904,22.0613,21.5734,21.836,21.6955,21.8232,21.8151,
53,15:44.9,21.5151,21.2564,22.5734,21.635,21.8113,21.2812,21.7715,21.2951,22.1645,21.7152,22.0267,21.3607,22.1886,21.7163,22.7647,0.132,-0.8588,21.7573,22.5644,22.1174,21.9326,21.8809,21.9069,21.5997,21.7208,21.5904,22.0555,21.5764,21.8309,21.7101,21.817,21.8102,
54,15:45.3,21.5144,21.2592,22.5694,21.6271,21.7961,21.2865,21.7713,21.2935,22.1541,21.7143,22.0283,21.348,22.1833,21.7237,22.7629,0.1313,-0.8571,21.754,22.56,22.1206,21.9262,21.8719,21.9032,21.6013,21.731,21.582,22.0622,21.5762,21.8297,21.6972,21.8209,21.8112,
55,15:45.6,21.5151,21.2666,22.5789,21.6288,21.8048,21.2842,21.7777,21.2903,22.1656,21.7256,22.0318,21.3462,22.1974,21.7304,22.7675,0.1307,-0.8552,21.7487,22.5644,22.1231,21.9345,21.892,21.9159,21.6131,21.7275,21.5816,22.0504,21.5868,21.8304,21.7094,21.8207,21.8216,
56,15:45.9,21.5195,21.2786,22.5787,21.6334,21.8035,21.286,21.7736,21.2928,22.1606,21.721,22.0327,21.3341,22.1986,21.7304,22.7617,0.1309,-0.8527,21.7582,22.5646,22.1127,21.9238,21.8846,21.9013,21.6291,21.7289,21.5827,22.0615,21.585,21.8295,21.7018,21.8267,21.8121,
57,15:46.3,21.5181,21.2869,22.5812,21.6244,21.8002,21.2823,21.7738,21.3025,22.173,21.7168,22.0292,21.3309,22.1909,21.7369,22.7663,0.1302,-0.8511,21.7561,22.566,22.1167,21.9169,21.8802,21.8916,21.6573,21.7245,21.579,22.0525,21.5833,21.8267,21.7029,21.8242,21.8188,
58,15:46.6,21.5223,21.3015,22.5845,21.6218,21.7949,21.2751,21.7685,21.294,22.165,21.7231,22.0334,21.3163,22.1815,21.7334,22.7747,0.1292,-0.8513,21.7608,22.566,22.1157,21.9324,21.8899,21.8856,21.6763,21.7263,21.5776,22.065,21.5836,21.8212,21.7066,21.8249,21.8192,
59,15:46.9,21.5295,21.3094,22.5759,21.6156,21.8016,21.2726,21.7743,21.3021,22.167,21.7173,22.0292,21.3052,22.1923,21.7348,22.7754,0.1297,-0.8476,21.7582,22.56,22.1123,21.9319,21.8873,21.8793,21.6857,21.7386,21.5825,22.0606,21.585,21.8184,21.7041,21.8267,21.8216,
60,15:47.3,21.5172,21.3182,22.5817,21.6151,21.7991,21.2735,21.7627,21.3023,22.171,21.7205,22.0334,21.2941,22.1896,21.7362,22.7712,0.1294,-0.8449,21.7531,22.5683,22.1065,21.9248,21.8836,21.8858,21.6945,21.7279,21.5848,22.0581,21.5954,21.8124,21.7073,21.8316,21.8135,
61,15:47.6,21.514,21.3327,22.5835,21.6084,21.7995,21.2763,21.7699,21.3012,22.1765,21.7258,22.0378,21.2878,22.184,21.7399,22.774,0.1287,-0.8411,21.7601,22.5718,22.1185,21.9211,21.882,21.8851,21.6938,21.7316,21.5853,22.0574,21.591,21.8207,21.7173,21.8323,21.8155,
62,15:47.9,21.5149,21.3429,22.5872,21.6028,21.8062,21.2726,21.7678,21.3086,22.1689,21.7242,22.0318,21.2786,22.1796,21.7422,22.7737,0.1289,-0.8373,21.7686,22.5709,22.1264,21.9178,21.8811,21.8925,21.6998,21.7395,21.5795,22.0562,21.5903,21.8152,21.7046,21.8249,21.8172,
63,15:48.3,21.5223,21.3469,22.5831,21.5985,21.7942,21.2647,21.765,21.3065,22.1698,21.7193,22.0299,21.2684,22.1852,21.7443,22.7772,0.1284,-0.8324,21.7577,22.5662,22.1225,21.9102,21.8765,21.8895,21.692,21.7395,21.579,22.0525,21.5866,21.8094,21.705,21.8293,21.828,
64,15:48.6,21.5146,21.3552,22.5755,21.5825,21.7907,21.2668,21.7569,21.3153,22.1726,21.7298,22.0327,21.2617,22.1766,21.7563,22.7839,0.1279,-0.8292,21.7566,22.5605,22.1331,21.9234,21.879,21.8932,21.6881,21.7307,21.5802,22.0449,21.5838,21.8085,21.7106,21.826,21.8278,
65,15:48.9,21.519,21.3684,22.5815,21.5839,21.7956,21.2557,21.7687,21.3229,22.177,21.7235,22.0241,21.2596,22.1808,21.7579,22.7744,0.129,-0.8241,21.7608,22.5683,22.1206,21.9107,21.8688,21.8877,21.6767,21.7353,21.5728,22.047,21.584,21.8193,21.7106,21.8348,21.826,
66,15:49.3,21.5153,21.3684,22.569,21.5735,21.7991,21.261,21.7588,21.3155,22.1703,21.7159,22.0262,21.2626,22.1805,21.7473,22.776,0.1292,-0.8196,21.7663,22.5695,22.1308,21.91,21.882,21.8849,21.6663,21.7344,21.5799,22.04,21.5792,21.8196,21.7083,21.8383,21.8375,
67,15:49.6,21.5172,21.3813,22.5872,21.5746,21.7882,21.2494,21.7622,21.3271,22.1758,21.715,22.0271,21.2709,22.1768,21.7595,22.7797,0.1288,-0.8152,21.7723,22.5681,22.122,21.9123,21.8832,21.8932,21.67,21.7381,21.5776,22.0446,21.5887,21.8096,21.7097,21.8269,21.8424,
68,15:49.9,21.507,21.3941,22.5801,21.5772,21.787,21.2478,21.7639,21.3153,22.1855,21.7214,22.0445,21.2714,22.1794,21.7625,22.7837,0.1294,-0.8095,21.7571,22.5632,22.1095,21.9072,21.8665,21.8849,21.6559,21.7259,21.5693,22.0384,21.5868,21.8138,21.7083,21.8288,21.8308,
69,15:50.3,21.5181,21.3936,22.5766,21.5635,21.7847,21.2441,21.7495,21.3361,22.1855,21.7198,22.0357,21.2753,22.1831,21.7605,22.789,0.1301,-0.805,21.7552,22.5637,22.1035,21.8968,21.8744,21.8853,21.6573,21.7268,21.579,22.0412,21.5817,21.8052,21.7036,21.8429,21.8574,
70,15:50.6,21.5174,21.404,22.5845,21.5619,21.7873,21.2492,21.7689,21.3331,22.1747,21.7298,22.0375,21.2848,22.1817,21.7607,22.7846,0.13,-0.7987,21.7571,22.5706,22.1014,21.9016,21.8739,21.9004,21.6554,21.7279,21.5804,22.0359,21.5829,21.8101,21.7106,21.8311,21.8454,
71,15:50.9,21.5197,21.413,22.5792,21.5705,21.7856,21.2485,21.7569,21.3315,22.1707,21.7254,22.0306,21.2807,22.1819,21.7658,22.7858,0.1316,-0.7931,21.7594,22.5644,22.0952,21.9046,21.87,21.8953,21.6462,21.7319,21.5776,22.0322,21.5815,21.8057,21.7059,21.8332,21.8581,
72,15:51.3,21.5223,21.4161,22.5812,21.5658,21.7787,21.2427,21.7539,21.3359,22.18,21.7268,22.0343,21.2876,22.1787,21.7574,22.7878,0.1323,-0.7866,21.7624,22.5685,22.0926,21.9033,21.8688,21.8941,21.6439,21.7367,21.5749,22.0356,21.5903,21.8068,21.7018,21.8369,21.8519,
73,15:51.6,21.5207,21.4297,22.5764,21.5663,21.7822,21.2451,21.7622,21.3326,22.1821,21.736,22.0352,21.2932,22.1817,21.7658,22.7818,0.1317,-0.7807,21.7638,22.5651,22.0861,21.9081,21.8767,21.8992,21.652,21.7293,21.5739,22.0398,21.5903,21.8119,21.712,21.8373,21.8512,
74,15:51.9,21.5188,21.4339,22.5757,21.5677,21.781,21.2467,21.7532,21.3382,22.1791,21.7249,22.0426,21.3112,22.1879,21.7702,22.7941,0.1317,-0.773,21.755,22.566,22.088,21.9111,21.8647,21.902,21.6457,21.721,21.5624,22.0289,21.5861,21.8122,21.7097,21.841,21.8674,
75,15:52.3,21.5174,21.4292,22.5849,21.5663,21.7769,21.2383,21.7484,21.3326,22.1839,21.7254,22.0315,21.3191,22.184,21.7706,22.7781,0.1319,-0.7637,21.7601,22.5683,22.0996,21.9248,21.8746,21.9039,21.655,21.731,21.567,22.0377,21.5931,21.8105,21.7101,21.8346,21.872,
76,15:52.6,21.5156,21.4371,22.5815,21.5573,21.7794,21.2379,21.7497,21.3326,22.1781,21.7182,22.0281,21.3256,22.1835,21.7688,22.7913,0.1317,-0.7565,21.7494,22.5665,22.0942,21.9188,21.8684,21.9018,21.6571,21.7196,21.5681,22.0349,21.5926,21.8117,21.7016,21.8397,21.8674,
77,15:52.9,21.5183,21.438,22.5764,21.5668,21.7764,21.2381,21.7507,21.3359,22.1779,21.7224,22.0294,21.3323,22.1775,21.7762,22.7837,0.1324,-0.7497,21.7561,22.5655,22.109,21.9208,21.8665,21.902,21.6827,21.7166,21.5619,22.0335,21.5938,21.8055,21.7025,21.8485,21.8768,
