Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31,Events
236,16:45.9,21.5056,21.286,22.4088,21.7167,21.7664,21.3531,21.7444,21.372,22.2183,21.7701,22.1033,21.5381,22.1639,21.8067,22.7874,0.1223,-0.5514,21.686,22.5831,22.1243,21.953,21.8075,21.923,21.6642,21.7113,21.5385,22.0067,21.6618,21.904,21.69,21.8154,21.8706,
237,16:46.3,21.5003,21.28,22.4004,21.7146,21.7639,21.355,21.7426,21.3761,22.2261,21.7734,22.1077,21.5545,22.1641,21.8146,22.7874,0.1232,-0.5551,21.6907,22.584,22.1227,21.9465,21.7955,21.9207,21.6614,21.7182,21.5418,22.012,21.6576,21.8991,21.6923,21.8119,21.8699,
238,16:46.6,21.5079,21.2825,22.409,21.7231,21.7627,21.364,21.7428,21.3824,22.222,21.7736,22.1077,21.5668,22.1553,21.8127,22.7874,0.125,-0.5579,21.7034,22.5893,22.1285,21.9595,21.7948,21.9298,21.6693,21.7118,21.5464,22.0058,21.6548,21.9095,21.6946,21.8112,21.863,
239,16:46.9,21.5042,21.2844,22.4085,21.7176,21.7616,21.3638,21.7465,21.3734,22.2243,21.7683,22.1052,21.5862,22.1521,21.8049,22.7827,0.1255,-0.5608,21.7052,22.5884,22.1456,21.9585,21.7934,21.9295,21.676,21.7138,21.5464,22.0106,21.6592,21.9079,21.6997,21.8168,21.8741,
240,16:47.3,21.4989,21.2777,22.3972,21.7206,21.753,21.3635,21.743,21.3831,22.2229,21.7768,22.1116,21.5954,22.1493,21.8181,22.7816,0.1259,-0.5663,21.7015,22.5893,22.137,21.9581,21.7879,21.9214,21.6695,21.7198,21.5469,22.0111,21.6511,21.9008,21.6918,21.8107,21.8655,
241,16:47.6,21.5035,21.2747,22.4106,21.7225,21.75,21.3661,21.7389,21.381,22.2206,21.7641,22.1019,21.5994,22.1438,21.8067,22.7839,0.1273,-0.5721,21.7184,22.5833,22.1349,21.9479,21.7793,21.9244,21.661,21.7016,21.5397,22.0136,21.6583,21.8984,21.6946,21.8138,21.8648,
242,16:47.9,21.5045,21.2719,22.4044,21.7116,21.7521,21.3652,21.7484,21.3849,22.2263,21.771,22.1158,21.5966,22.1447,21.8125,22.7858,0.1282,-0.5741,21.72,22.5921,22.1303,21.95,21.7798,21.9325,21.6728,21.7094,21.5469,22.0146,21.6595,21.8989,21.6884,21.8151,21.862,
243,16:48.3,21.507,21.2622,22.3991,21.7183,21.7526,21.367,21.7456,21.3928,22.2229,21.772,22.1052,21.6003,22.1514,21.8164,22.7892,0.1288,-0.579,21.7233,22.5852,22.1335,21.9481,21.774,21.9233,21.6781,21.7111,21.5506,22.0176,21.665,21.898,21.6898,21.817,21.8692,
244,16:48.6,21.5049,21.2557,22.4014,21.7204,21.7378,21.3656,21.743,21.3865,22.2263,21.7708,22.1151,21.6033,22.1495,21.8083,22.7832,0.1295,-0.582,21.7293,22.5845,22.1259,21.9507,21.7816,21.9226,21.6751,21.715,21.5612,22.0134,21.6578,21.8964,21.6948,21.8101,21.8648,
245,16:48.9,21.5059,21.2624,22.403,21.7139,21.7412,21.3665,21.7433,21.3926,22.2229,21.7757,22.1214,21.6116,22.1495,21.8063,22.7793,0.1291,-0.5845,21.7406,22.5806,22.1132,21.95,21.78,21.9304,21.68,21.7166,21.5642,22.0153,21.6546,21.8982,21.6974,21.8117,21.8602,
246,16:49.3,21.5049,21.2612,22.4016,21.7271,21.7361,21.3767,21.7511,21.3907,22.2245,21.7808,22.1079,21.6047,22.1516,21.8097,22.7858,0.1298,-0.5851,21.7311,22.5826,22.1086,21.9516,21.7809,21.9267,21.6781,21.7138,21.5635,22.0081,21.671,21.8959,21.6881,21.8184,21.8563,
247,16:49.6,21.5061,21.2589,22.4023,21.7225,21.729,21.3617,21.7521,21.3896,22.2176,21.7768,22.1042,21.6096,22.1514,21.8081,22.7804,0.1314,-0.59,21.739,22.5868,22.1141,21.9553,21.7821,21.9379,21.6818,21.7062,21.5686,22.0183,21.6578,21.8959,21.6979,21.8147,21.8634,
248,16:49.9,21.4985,21.2534,22.4115,21.7049,21.7193,21.3668,21.7423,21.3928,22.2192,21.7717,22.1059,21.6232,22.1507,21.797,22.7802,0.1312,-0.5939,21.742,22.582,22.1009,21.9447,21.7858,21.9224,21.6911,21.7087,21.5658,22.0141,21.6602,21.8929,21.6923,21.8124,21.8602,
249,16:50.3,21.5031,21.2462,22.4183,21.7118,21.7151,21.3649,21.7393,21.3842,22.2261,21.7729,22.1072,21.6299,22.147,21.8063,22.7791,0.1302,-0.599,21.7441,22.5803,22.1088,21.9555,21.7874,21.9339,21.6788,21.7097,21.57,22.016,21.6641,21.8892,21.6918,21.8135,21.8655,
250,16:50.6,21.5008,21.2439,22.4139,21.7137,21.7146,21.3705,21.7428,21.3868,22.2192,21.7734,22.11,21.6352,22.1542,21.7989,22.7807,0.1296,-0.603,21.7517,22.5769,22.1114,21.947,21.7948,21.9376,21.6871,21.7134,21.5675,22.0176,21.662,21.892,21.6958,21.8114,21.8567,
251,16:50.9,21.5031,21.2427,22.4231,21.7107,21.7098,21.3719,21.7433,21.3889,22.2222,21.7729,22.1059,21.6394,22.1491,21.797,22.7804,0.1285,-0.609,21.7469,22.5808,22.122,21.9511,21.793,21.9332,21.6908,21.7134,21.5739,22.0192,21.6567,21.888,21.6985,21.8103,21.8553,
252,16:51.3,21.504,21.2453,22.4273,21.7137,21.7047,21.3779,21.7537,21.3986,22.2152,21.7666,22.11,21.6498,22.1535,21.794,22.7772,0.1273,-0.6146,21.7561,22.5815,22.1222,21.9497,21.8041,21.9443,21.7038,21.7074,21.5846,22.0243,21.6625,21.8959,21.6937,21.8181,21.8528,
253,16:51.6,21.4998,21.2386,22.4293,21.7155,21.7012,21.3691,21.7449,21.3939,22.2238,21.7703,22.1045,21.6399,22.1505,21.7896,22.7827,0.1269,-0.6198,21.7619,22.5799,22.1282,21.9528,21.8025,21.9309,21.7001,21.7129,21.5816,22.0153,21.6618,21.8998,21.6946,21.8184,21.8563,
254,16:51.9,21.5119,21.2476,22.4354,21.7102,21.6991,21.3774,21.7477,21.397,22.2206,21.7812,22.116,21.6183,22.153,21.7958,22.7772,0.1258,-0.6259,21.7547,22.5799,22.1363,21.9588,21.8101,21.9499,21.6918,21.7124,21.5862,22.0222,21.6615,21.8943,21.6969,21.8165,21.8595,
255,16:52.3,21.5063,21.2369,22.4374,21.7063,21.6984,21.3788,21.7433,21.3912,22.2229,21.7717,22.1089,21.5975,22.1583,21.7882,22.7864,0.1242,-0.6329,21.7596,22.5836,22.1333,21.9569,21.8085,21.9443,21.6994,21.7092,21.5878,22.0213,21.6578,21.9001,21.6979,21.808,21.8463,
256,16:52.6,21.5063,21.2386,22.4439,21.7058,21.6947,21.3816,21.7416,21.3833,22.2189,21.774,22.1105,21.5603,22.156,21.7875,22.7793,0.124,-0.6384,21.7658,22.5759,22.1345,21.9634,21.8168,21.9448,21.7017,21.703,21.5853,22.0236,21.6581,21.9033,21.6997,21.8105,21.8519,
257,16:52.9,21.498,21.2318,22.4374,21.7053,21.6931,21.389,21.7463,21.3946,22.2224,21.7703,22.1079,21.5395,22.1567,21.7908,22.7809,0.1236,-0.6438,21.7582,22.5757,22.1296,21.9569,21.8131,21.9473,21.7024,21.7159,21.5887,22.0157,21.6574,21.9091,21.6985,21.8151,21.8588,
258,16:53.3,21.5012,21.2335,22.4372,21.6933,21.6855,21.3862,21.7481,21.3898,22.218,21.7643,22.1079,21.5251,22.1542,21.7896,22.7765,0.1218,-0.6488,21.7651,22.5783,22.1236,21.9604,21.8228,21.9485,21.7026,21.7138,21.5934,22.0254,21.665,21.9063,21.6976,21.8128,21.8449,
259,16:53.6,21.5015,21.2349,22.4418,21.6928,21.6933,21.3827,21.7479,21.3939,22.2238,21.7724,22.1061,21.5152,22.1528,21.7817,22.7756,0.1206,-0.6575,21.7693,22.5704,22.1294,21.9597,21.8182,21.9524,21.7019,21.7127,21.5954,22.0213,21.6683,21.9056,21.7009,21.8096,21.8417,
260,16:53.9,21.4966,21.23,22.4421,21.6868,21.6864,21.3922,21.7465,21.3896,22.2231,21.7692,22.1024,21.5147,22.1521,21.7771,22.7763,0.1191,-0.6624,21.7682,22.5736,22.1275,21.9639,21.8261,21.9441,21.6987,21.706,21.5911,22.0224,21.668,21.9172,21.6983,21.8112,21.8507,
261,16:54.3,21.4973,21.2318,22.4511,21.6817,21.6864,21.3918,21.7474,21.3882,22.225,21.7708,22.1075,21.5029,22.1486,21.7778,22.7788,0.1176,-0.6713,21.7702,22.5692,22.1167,21.9639,21.8159,21.9439,21.6994,21.6974,21.5985,22.0248,21.6588,21.9186,21.7004,21.8121,21.8493,
262,16:54.6,21.5149,21.2386,22.4474,21.6794,21.6771,21.3987,21.749,21.3933,22.2324,21.768,22.1031,21.501,22.1438,21.7711,22.7728,0.1171,-0.6775,21.7707,22.5648,22.1208,21.9569,21.8256,21.9566,21.695,21.7032,21.5883,22.015,21.6562,21.9107,21.6935,21.8133,21.8403,
263,16:54.9,21.5012,21.2305,22.4536,21.6639,21.6792,21.3985,21.7361,21.3956,22.2238,21.775,22.1105,21.4825,22.1452,21.7618,22.7682,0.116,-0.6846,21.7682,22.5681,22.1201,21.9685,21.8265,21.9628,21.6938,21.7078,21.6017,22.0236,21.6683,21.9181,21.6909,21.8094,21.8454,
264,16:55.3,21.5003,21.2261,22.455,21.6739,21.6797,21.3987,21.7423,21.3891,22.2335,21.7731,22.1119,21.4795,22.1593,21.7683,22.7703,0.1144,-0.6911,21.7705,22.5718,22.1171,21.9726,21.8353,21.9693,21.7005,21.7083,21.6001,22.0134,21.6683,21.9176,21.6995,21.8151,21.8391,
265,16:55.6,21.5042,21.2328,22.449,21.6588,21.6748,21.392,21.7451,21.3953,22.2351,21.7722,22.1017,21.4543,22.1486,21.7648,22.7599,0.1139,-0.6979,21.7686,22.5642,22.113,21.9671,21.8367,21.9649,21.6989,21.7115,21.6012,22.0171,21.6662,21.9174,21.6955,21.8135,21.8347,
266,16:55.9,21.5121,21.2332,22.4587,21.669,21.6774,21.4098,21.7458,21.3981,22.2358,21.7639,22.1024,21.4393,22.1537,21.7584,22.7654,0.113,-0.703,21.7661,22.5692,22.1109,21.9685,21.8328,21.9645,21.6955,21.7067,21.6054,22.022,21.653,21.9204,21.6953,21.8128,21.8315,
267,16:56.3,21.5022,21.2256,22.4603,21.6611,21.6778,21.405,21.747,21.3946,22.2307,21.774,22.1075,21.4346,22.1495,21.7674,22.7633,0.1125,-0.7087,21.7712,22.5565,22.0945,21.974,21.8397,21.9575,21.701,21.7039,21.5943,22.016,21.6585,21.9144,21.6895,21.8105,21.8273,
268,16:56.6,21.5084,21.2233,22.4652,21.6651,21.6758,21.4098,21.7453,21.3979,22.2442,21.7669,22.1052,21.4252,22.1583,21.7561,22.7714,0.1125,-0.7151,21.7654,22.5519,22.0915,21.9794,21.8365,21.9552,21.6955,21.6956,21.6084,22.0095,21.6525,21.9112,21.687,21.8061,21.8329,
269,16:56.9,21.5077,21.2261,22.4617,21.6565,21.6804,21.4138,21.7509,21.3965,22.2395,21.7701,22.0985,21.4258,22.1606,21.7568,22.7636,0.1116,-0.7224,21.7682,22.5547,22.073,21.9717,21.8429,21.9499,21.6924,21.6988,21.6049,22.0157,21.6491,21.9079,21.6902,21.8073,21.8278,
270,16:57.3,21.5001,21.2228,22.4763,21.6669,21.6762,21.4142,21.7428,21.3986,22.2472,21.7609,22.101,21.4307,22.1514,21.7489,22.7652,0.1102,-0.7272,21.7658,22.5574,22.0815,21.9761,21.8422,21.9425,21.6982,21.7032,21.5994,22.0173,21.6488,21.9241,21.6979,21.8022,21.813,
271,16:57.6,21.5163,21.2237,22.4765,21.6605,21.6746,21.4089,21.7435,21.3942,22.2416,21.7673,22.1045,21.4444,22.1532,21.7389,22.7589,0.1103,-0.7331,21.7589,22.5561,22.0753,21.9842,21.8404,21.9351,21.6952,21.6976,21.6022,22.0097,21.6421,21.9114,21.6867,21.8043,21.804,
272,16:57.9,21.5089,21.2233,22.4717,21.6602,21.6767,21.4165,21.7502,21.3976,22.2381,21.7606,22.1012,21.4525,22.1625,21.7357,22.7638,0.1097,-0.741,21.7534,22.5556,22.0753,21.9757,21.8494,21.9274,21.7001,21.7018,21.6033,22.0109,21.6465,21.923,21.6928,21.807,21.8176,
273,16:58.3,21.5015,21.2154,22.4737,21.6614,21.6725,21.4235,21.7465,21.399,22.2439,21.7666,22.0966,21.4781,22.1516,21.7443,22.7622,0.1087,-0.7482,21.7601,22.5537,22.0663,21.9715,21.845,21.9154,21.6957,21.7067,21.6197,22.018,21.653,21.919,21.6942,21.8096,21.8086,
274,16:58.6,21.5123,21.2138,22.4791,21.6706,21.6758,21.4212,21.7465,21.3993,22.2435,21.7641,22.0952,21.4929,22.153,21.7299,22.7562,0.1089,-0.7537,21.7649,22.5579,22.0748,21.98,21.8459,21.9191,21.7017,21.7039,21.6082,22.0171,21.6444,21.9223,21.693,21.8101,21.8109,
275,16:58.9,21.5026,21.2237,22.4777,21.6736,21.673,21.4219,21.7477,21.3919,22.2525,21.7634,22.1005,21.5182,22.153,21.7357,22.7548,0.1092,-0.7598,21.7651,22.5621,22.0709,21.9851,21.8464,21.918,21.6973,21.7034,21.6188,22.0106,21.6541,21.9257,21.6851,21.808,21.8035,
276,16:59.3,21.5075,21.2173,22.477,21.681,21.667,21.4249,21.7416,21.3958,22.2481,21.7697,22.1019,21.5355,22.16,21.732,22.7569,0.1087,-0.7652,21.7635,22.5498,22.0681,21.9844,21.8478,21.9221,21.6948,21.6993,21.6253,22.0118,21.6398,21.9165,21.674,21.802,21.8003,
277,16:59.6,21.5103,21.2191,22.4772,21.6859,21.6674,21.4239,21.7463,21.3983,22.2485,21.7558,22.0961,21.5425,22.1544,21.7341,22.7562,0.1098,-0.7707,21.7566,22.5591,22.0656,21.9745,21.8378,21.902,21.6901,21.6902,21.6202,22.0118,21.6349,21.9132,21.6828,21.8024,21.7878,
278,16:59.9,21.5063,21.2161,22.4848,21.6845,21.6607,21.4297,21.7502,21.3979,22.2518,21.7586,22.0982,21.5526,22.1521,21.7299,22.7599,0.1103,-0.7764,21.7564,22.5581,22.0626,21.9791,21.836,21.8992,21.6934,21.6838,21.6267,22.015,21.6396,21.9199,21.6824,21.8003,21.7536,
279,17:00.3,21.5096,21.2129,22.4881,21.691,21.6748,21.4327,21.7548,21.4069,22.2536,21.765,22.0973,21.5665,22.1597,21.723,22.7599,0.11,-0.7812,21.7601,22.5579,22.0649,21.9782,21.8351,21.9032,21.698,21.6879,21.6295,22.0162,21.6368,21.9162,21.6791,21.8015,21.7751,
280,17:00.6,21.4885,21.2131,22.4821,21.6868,21.6684,21.4357,21.7486,21.3939,22.2536,21.7634,22.0934,21.5677,22.156,21.7241,22.7576,0.111,-0.7883,21.7554,22.56,22.0591,21.9761,21.8348,21.9126,21.6952,21.6972,21.6288,22.0139,21.6338,21.9167,21.678,21.7987,21.7554,
281,17:00.9,21.4968,21.2106,22.4925,21.6968,21.6672,21.4332,21.7467,21.3974,22.2548,21.7673,22.0975,21.5668,22.1551,21.7299,22.7596,0.1117,-0.7967,21.752,22.5572,22.0674,21.98,21.8258,21.9124,21.6908,21.6976,21.6348,22.0069,21.6354,21.9204,21.677,21.8047,21.779,
282,17:01.3,21.4818,21.2027,22.48,21.6847,21.6684,21.439,21.7643,21.4069,22.2601,21.7657,22.0973,21.5568,22.1609,21.7285,22.7546,0.1112,-0.8036,21.7494,22.5609,22.072,21.9824,21.8261,21.9076,21.6971,21.6956,21.6292,22.0259,21.6375,21.9183,21.678,21.801,21.7901,
283,17:01.6,21.5156,21.1992,22.4682,21.6884,21.6783,21.4337,21.7511,21.3995,22.2539,21.7646,22.0992,21.56,22.1604,21.7311,22.7497,0.1105,-0.8105,21.7566,22.5683,22.0718,21.9833,21.8304,21.9124,21.6864,21.6928,21.632,22.0155,21.6301,21.9225,21.6849,21.8013,21.8461,
284,17:01.9,21.5399,21.2147,22.465,21.682,21.6869,21.4369,21.7548,21.3983,22.2601,21.7648,22.0959,21.5524,22.1556,21.7225,22.7446,0.1099,-0.818,21.754,22.5593,22.0669,21.9814,21.8281,21.92,21.6869,21.6967,21.6227,22.0132,21.6259,21.9121,21.6722,21.8015,21.8329,
285,17:02.3,21.6294,21.2462,22.4488,21.6771,21.6836,21.4293,21.7532,21.4055,22.2488,21.7694,22.1005,21.5492,22.1604,21.7299,22.7377,0.1093,-0.8264,21.7527,22.5556,22.0609,21.9863,21.8256,21.9152,21.6894,21.6983,21.6267,22.0213,21.6326,21.9181,21.6768,21.8061,22.2859,
286,17:02.6,21.6902,21.2869,22.4187,21.6658,21.6829,21.4212,21.7567,21.3965,22.2497,21.7634,22.1038,21.5448,22.1602,21.7211,22.7365,0.1099,-0.831,21.7464,22.5681,22.0521,21.9893,21.8256,21.9145,21.6908,21.6882,21.6181,22.0109,21.6329,21.9188,21.6712,21.804,23.5017,
287,17:02.9,21.8827,21.2818,22.3544,21.6369,21.6758,21.4267,21.7569,21.3979,22.2499,21.7687,22.1045,21.5519,22.16,21.7306,22.728,0.1102,-0.8357,21.7536,22.5653,22.0558,21.9877,21.83,21.9203,21.7015,21.6953,21.6232,22.0254,21.6227,21.9179,21.6701,21.8094,23.0117,
288,17:03.3,22.0888,21.2406,22.2592,21.6079,21.6684,21.4237,21.7576,21.4014,22.2546,21.7784,22.1029,21.5519,22.169,21.729,22.7439,0.1096,-0.841,21.755,22.5637,22.0489,21.9835,21.833,21.9219,21.6992,21.6937,21.6151,22.0243,21.6199,21.9149,21.677,21.8008,25.2206,
289,17:03.6,22.1281,21.161,22.2855,21.5728,21.6545,21.4179,21.7474,21.399,22.2559,21.775,22.1017,21.5554,22.169,21.732,22.7453,0.1101,-0.8438,21.7476,22.5674,22.0598,21.9858,21.8314,21.9163,21.6857,21.6944,21.6061,22.0109,21.6095,21.9128,21.6731,21.8008,22.9128,
290,17:03.9,22.2548,23.0857,22.1912,21.5691,21.6441,21.4013,21.7551,21.397,22.2527,21.775,22.1068,21.5698,22.1669,21.7269,22.7381,0.1103,-0.8455,21.752,22.5621,22.0602,21.9782,21.827,21.9221,21.6904,21.6826,21.6045,22.0167,21.6141,21.9139,21.6756,21.807,22.2096,
291,17:04.3,22.3616,30.055,25.7468,21.5702,21.636,21.3804,21.7433,21.3893,22.2506,21.7771,22.0992,21.5556,22.1697,21.7308,22.7411,0.1104,-0.8497,21.7457,22.5722,22.0743,21.99,21.827,21.911,21.6908,21.6946,21.5961,22.0204,21.6083,21.9123,21.6641,21.7932,23.067,
292,17:04.6,22.504,27.3393,26.3727,21.573,21.6147,21.3534,21.7407,21.3796,22.2451,21.7685,22.0911,21.564,22.1616,21.7146,22.7356,0.1115,-0.8536,21.7462,22.5736,22.0813,21.9879,21.8311,21.9196,21.6874,21.6912,21.6026,22.0199,21.6127,21.9169,21.6682,21.8033,23.343,
293,17:04.9,22.6097,29.7595,25.6007,21.5723,21.608,21.3184,21.731,21.3852,22.2504,21.7798,22.0945,21.5663,22.1634,21.7251,22.7411,0.1118,-0.8567,21.7476,22.5718,22.0903,21.9849,21.8295,21.9233,21.6885,21.6953,21.5992,22.0194,21.6174,21.9186,21.6638,21.8022,24.6204,
294,17:05.3,22.8258,31.8702,25.8736,21.5374,21.5906,21.2666,21.7148,21.3602,22.2435,21.765,22.0869,21.5744,22.1655,21.7262,22.7439,0.111,-0.861,21.7508,22.5577,22.082,21.9759,21.8277,21.9175,21.6823,21.6886,21.5954,22.0213,21.6037,21.9061,21.6722,21.7885,22.5581,
295,17:05.6,22.9092,29.7198,25.807,21.4434,21.5344,21.196,21.7243,21.3565,22.2458,21.7784,22.0968,21.5862,22.1678,21.7241,22.7499,0.1113,-0.8619,21.748,22.5623,22.0984,21.9784,21.8288,21.9267,21.686,21.6944,21.5948,22.0229,21.6076,21.9107,21.6664,21.7927,22.7589,
296,17:05.9,23.0761,27.9805,26.0937,24.5359,21.4821,21.1245,21.7088,21.3537,22.249,21.775,22.086,21.5809,22.1687,21.7232,22.7462,0.1115,-0.8645,21.7459,22.5584,22.1039,21.9685,21.8267,21.9191,21.6918,21.6882,21.5878,22.0217,21.6106,21.9125,21.6636,21.7851,24.2981,
297,17:06.3,23.2553,32.5944,25.1112,30.0889,26.5688,21.0608,21.6951,21.346,22.2372,21.7694,22.0862,21.5867,22.1609,21.7276,22.7428,0.1103,-0.868,21.7429,22.5695,22.1,21.968,21.8267,21.9203,21.6832,21.6882,21.5857,22.0268,21.6032,21.9088,21.6689,21.7911,24.8006,
298,17:06.6,23.3265,25.2684,25.4045,28.4355,27.2662,21.0722,21.6982,21.3382,22.2416,21.7713,22.092,21.6024,22.1616,21.7274,22.746,0.1102,-0.872,21.7446,22.566,22.1079,21.9766,21.8284,21.9258,21.6931,21.6898,21.5878,22.0296,21.6113,21.9075,21.6632,21.7899,26.4399,
299,17:06.9,23.4522,31.9383,25.348,29.5431,27.3005,21.086,21.6815,21.3296,22.2331,21.7803,22.0818,21.5818,22.1549,21.7144,22.7518,0.1104,-0.8741,21.7466,22.5752,22.0938,21.9657,21.8302,21.9346,21.6839,21.6875,21.5816,22.0243,21.6072,21.9024,21.6574,21.7939,25.888,
300,17:07.3,23.6097,27.771,22.645,26.9425,27.0988,21.109,21.654,21.3197,22.2305,21.7685,22.0887,21.5959,22.1632,21.7172,22.7437,0.1101,-0.8758,21.7422,22.5672,22.0977,21.9729,21.8263,21.9406,21.6834,21.69,21.5742,22.0328,21.6035,21.9123,21.6629,21.7911,27.5486,
301,17:07.6,23.8055,28.8115,25.6429,28.3221,26.3864,23.5709,23.5732,21.322,22.23,21.7486,22.1012,21.6015,22.1595,21.7181,22.7587,0.1107,-0.8787,21.7422,22.5623,22.1007,21.9648,21.8233,21.9441,21.6871,21.6944,21.564,22.0345,21.603,21.8998,21.6664,21.7744,27.4672,
302,17:07.9,23.9002,24.4059,24.503,27.7489,25.6236,21.8873,24.2749,21.3155,22.2203,21.7199,22.0938,21.6012,22.1643,21.7165,22.7529,0.1114,-0.8815,21.7332,22.5676,22.0949,21.9692,21.8159,21.9432,21.6825,21.6817,21.5691,22.0342,21.6086,21.9051,21.6532,21.7754,25.8493,
303,17:08.3,24.0489,28.6724,23.3761,26.7841,25.7564,25.2597,27.416,21.3009,22.2162,21.6908,22.1001,21.6038,22.1627,21.7174,22.7495,0.1122,-0.8843,21.7358,22.5725,22.0785,21.9775,21.8182,21.9494,21.685,21.6939,21.5589,22.0352,21.6049,21.9054,21.6638,21.7726,26.6741,
304,17:08.6,24.1924,30.7433,24.0553,28.443,25.3301,24.45,28.3639,21.2838,22.2139,21.6616,22.0853,21.5982,22.1565,21.7174,22.7541,0.1141,-0.8889,21.7284,22.5704,21.9955,21.977,21.8189,21.9466,21.6825,21.6851,21.5698,22.0338,21.6086,21.9068,21.6629,21.7832,26.7568,
305,17:08.9,24.3572,23.5718,25.122,27.6956,26.3403,25.9384,27.3808,21.2748,22.2085,21.6466,22.0862,21.5954,22.1597,21.7015,22.761,0.1159,-0.8925,21.7249,22.5766,21.9689,21.9655,21.8168,21.9538,21.6846,21.6819,21.5614,22.0361,21.613,21.9038,21.6622,21.7853,28.0435,
306,17:09.3,24.4992,25.7577,24.7469,28.0963,25.0008,25.8985,25.9965,21.2639,22.2069,21.6158,22.0825,21.5954,22.1509,21.6991,22.7421,0.1172,-0.892,21.7217,22.5678,22.0348,21.9726,21.8115,21.9547,21.683,21.6865,21.5663,22.0335,21.6093,21.8991,21.6657,21.7952,26.0938,
307,17:09.6,24.4982,29.7081,24.8521,27.7466,24.7385,24.336,27.9569,21.2539,22.2009,21.6119,22.0811,21.5938,22.1523,21.6987,22.7481,0.1191,-0.8937,21.7203,22.5769,22.0905,21.9743,21.8212,21.9582,21.6818,21.684,21.5582,22.0259,21.6102,21.9088,21.6622,21.7915,26.4055,
308,17:09.9,24.6787,30.1319,24.218,27.4257,25.0783,24.7285,28.1333,21.2472,22.1891,21.5992,22.0665,21.5806,22.1378,21.6945,22.7398,0.1201,-0.8969,21.7272,22.5709,22.0928,21.9673,21.8184,21.9575,21.6746,21.6854,21.5547,22.0155,21.6169,21.9017,21.6581,21.7932,25.0295,
309,17:10.3,24.7419,27.6198,24.1749,28.6035,25.3156,24.0765,24.8494,21.2153,24.3983,21.5897,22.0554,21.5797,22.1308,21.6867,22.7428,0.1206,-0.8977,21.7263,22.5702,22.0901,21.974,21.8193,21.9538,21.6732,21.6796,21.5281,22.0169,21.6157,21.8943,21.6636,21.8003,29.9631,
310,17:10.6,24.8881,30.7334,22.9425,27.2952,25.0049,23.4773,24.6466,21.2581,29.7786,21.607,22.043,21.5624,22.1357,21.6929,22.7472,0.1229,-0.8959,21.7277,22.5748,22.0928,21.9708,21.8154,21.9566,21.6788,21.6875,21.4985,22.013,21.6181,21.8931,21.6525,21.8038,25.2898,
311,17:10.9,25.0358,29.6158,23.8611,27.7922,24.8253,24.2277,23.2905,21.2792,28.9905,21.6204,22.0177,21.5385,22.141,21.6864,22.7518,0.1253,-0.8975,21.7372,22.5736,22.1019,21.9676,21.8205,21.9607,21.68,21.6842,21.4846,21.9998,21.6257,21.8966,21.6509,21.8022,30.0316,
312,17:11.3,25.211,26.1236,23.5905,27.114,24.6831,24.7421,25.8603,23.6197,28.3206,21.6875,23.0672,21.5168,22.135,21.682,22.7442,0.1267,-0.8972,21.7365,22.5762,22.11,21.9722,21.818,21.9591,21.6823,21.6895,21.4888,21.9898,21.6123,21.898,21.6615,21.7904,22.838,
313,17:11.6,25.3178,30.1891,24.3547,29.1721,24.2218,28.9475,25.9732,23.2118,28.0744,21.7791,25.975,21.4883,22.1297,21.6864,22.7418,0.1289,-0.8941,21.7351,22.578,22.1095,21.9692,21.8163,21.9557,21.6709,21.687,21.4883,21.9861,21.6356,21.8971,21.653,21.8064,24.8341,
314,17:11.9,25.411,29.8204,22.7689,26.7843,24.1812,25.8169,25.7003,22.0324,26.325,21.9755,27.6867,21.4481,22.1271,21.6836,22.737,0.131,-0.8913,21.7288,22.5718,22.0896,21.9692,21.8138,21.9483,21.6716,21.6842,21.495,21.9813,21.6273,21.8927,21.6548,21.8101,25.1413,
315,17:12.3,25.5816,29.6748,22.7477,24.4775,24.0455,25.7328,25.7575,22.1624,26.3409,23.0971,26.5701,21.4106,22.1188,21.6709,22.7388,0.1323,-0.8904,21.7358,22.5764,22.0635,21.9692,21.8133,21.9425,21.6735,21.6812,21.4948,21.9713,21.6197,21.8936,21.6634,21.8045,25.6354,
