Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31
33,01:47.4,21.8569,21.9484,22.7699,22.2701,22.0484,21.9816,21.9988,21.7911,22.323,22.2049,22.2252,22.0547,22.2489,22.1018,22.9621,0.0005,-0.8156,21.8908,22.6734,22.1811,22.0476,21.9362,22.0099,21.7305,21.8431,21.9451,22.1285,21.9746,22.0767,21.982,21.9046,21.9957
34,01:47.7,21.8532,21.9595,22.7683,22.2796,22.0505,21.9825,21.9941,21.792,22.32,22.2088,22.2203,22.0586,22.2554,22.0928,22.9552,0.001,-0.8086,21.8915,22.6815,22.1702,22.0537,21.9434,22.0016,21.7356,21.8417,21.9514,22.1282,21.9806,22.0794,21.9841,21.9095,22.004
35,01:48.0,21.8617,21.9588,22.7604,22.2756,22.0491,21.9827,21.993,21.8003,22.3272,22.2081,22.222,22.0556,22.2556,22.093,22.958,0.0011,-0.803,21.8926,22.6825,22.1855,22.0495,21.9406,22.0106,21.7249,21.8436,21.9456,22.1248,21.9787,22.0818,21.9836,21.9079,22.0014
36,01:48.4,21.8411,21.9558,22.7616,22.2738,22.0489,21.9811,21.9937,21.7922,22.3251,22.2194,22.2194,22.0517,22.2609,22.0782,22.9536,0.0016,-0.7972,21.8894,22.6852,22.1781,22.0527,21.9381,21.9976,21.7265,21.8438,21.9526,22.1188,21.9822,22.0776,21.9764,21.9083,21.9945
37,01:48.7,21.8458,21.9556,22.7588,22.2743,22.0526,21.9793,21.9974,21.795,22.32,22.2039,22.2224,22.06,22.2621,22.0824,22.9563,0.0006,-0.7894,21.8959,22.6832,22.1749,22.0449,21.9432,21.9981,21.7245,21.8348,21.9442,22.1229,21.9755,22.0836,21.9817,21.9095,22.0086
38,01:49.0,21.8541,21.9574,22.7542,22.2736,22.044,21.9783,21.9981,21.7915,22.3184,22.2109,22.2189,22.0549,22.2628,22.0734,22.9478,0.002,-0.7819,21.8943,22.6952,22.1844,22.0509,21.9432,22.0046,21.7286,21.8454,21.9461,22.1238,21.9732,22.0762,21.9804,21.9109,22.0051
39,01:49.4,21.8448,21.9607,22.7641,22.274,22.0521,21.9737,21.9916,21.7959,22.3214,22.2051,22.221,22.0466,22.254,22.0676,22.9478,0.0024,-0.7744,21.8924,22.682,22.1781,22.0532,21.9342,21.9979,21.7233,21.8394,21.9454,22.1234,21.9707,22.0686,21.9776,21.9088,21.9973
40,01:49.7,21.8474,21.9565,22.7503,22.2729,22.0482,21.973,21.989,21.7855,22.3224,22.2104,22.2233,22.051,22.26,22.065,22.9566,0.0034,-0.7669,21.8885,22.6836,22.1807,22.0428,21.9402,22.0016,21.7296,21.8376,21.9465,22.106,21.9776,22.0836,21.9817,21.913,22.0038
41,01:50.0,21.8444,21.9614,22.7579,22.2749,22.0454,21.9735,21.9971,21.7892,22.3244,22.1979,22.2152,22.0565,22.2572,22.0581,22.9631,0.0038,-0.7624,21.8896,22.688,22.177,22.0481,21.9413,21.9942,21.7233,21.8415,21.9493,22.1141,21.9739,22.0695,21.9785,21.916,21.9975
42,01:50.4,21.8522,21.95,22.7498,22.2747,22.0459,21.9739,22.005,21.789,22.3212,22.2002,22.2189,22.0552,22.2552,22.0521,22.9617,0.0051,-0.7553,21.8889,22.6818,22.1788,22.0481,21.9425,21.9955,21.7319,21.8413,21.9451,22.1097,21.9744,22.0704,21.9767,21.9109,22.0024
43,01:50.7,21.8476,21.96,22.7526,22.2805,22.0528,21.9869,21.9994,21.7948,22.3281,22.2007,22.2178,22.0538,22.257,22.0502,22.9716,0.0059,-0.7488,21.8866,22.691,22.1811,22.0543,21.9344,21.9995,21.7254,21.8415,21.9556,22.1047,21.9781,22.0778,21.9741,21.9174,22.0091
44,01:51.0,21.8504,21.9607,22.7565,22.2763,22.0558,21.9716,21.9934,21.7932,22.3242,22.2007,22.2254,22.066,22.2577,22.0452,22.9762,0.0073,-0.7443,21.8878,22.6818,22.1788,22.0576,21.9476,22.0041,21.7326,21.8387,21.947,22.1123,21.9794,22.0757,21.9776,21.9167,22.0116
45,01:51.4,21.8536,21.9602,22.7554,22.2743,22.0489,21.973,21.9948,21.7973,22.3212,22.2056,22.2125,22.0693,22.2605,22.0521,22.9873,0.008,-0.7407,21.8887,22.6986,22.1823,22.0527,21.9409,22.0029,21.7254,21.8413,21.9558,22.1132,21.9744,22.0781,21.9697,21.9139,22.0075
46,01:51.7,21.8525,21.9595,22.754,22.281,22.0507,21.9732,21.999,21.7987,22.3235,22.2042,22.2113,22.0598,22.2556,22.0521,22.9838,0.0089,-0.732,21.8957,22.6892,22.1827,22.0474,21.9362,21.9946,21.7263,21.8431,21.9493,22.1088,21.9764,22.0769,21.9776,21.925,22.0077
47,01:52.0,21.8578,21.9662,22.7554,22.2784,22.0595,21.9779,21.993,21.7976,22.33,22.197,22.218,22.0558,22.26,22.0435,22.9845,0.0099,-0.7225,21.8889,22.6859,22.1827,22.0497,21.9344,22.002,21.7242,21.8387,21.9532,22.1121,21.9781,22.0771,21.9676,21.9243,22.0042
48,01:52.4,21.852,21.9662,22.7544,22.2784,22.0547,21.9751,22.008,21.7911,22.3237,22.2014,22.2159,22.0591,22.2519,22.0253,22.9806,0.0103,-0.7121,21.891,22.688,22.1809,22.0497,21.9406,21.9967,21.7256,21.8413,21.9461,22.1056,21.9744,22.0739,21.9695,21.9268,22.0072
49,01:52.7,21.8562,21.9672,22.7531,22.284,22.0565,21.976,21.9974,21.7976,22.3325,22.1979,22.2166,22.063,22.2644,22.0102,22.9718,0.0111,-0.7108,21.8926,22.6885,22.1802,22.0567,21.9467,21.9992,21.7256,21.8461,21.9512,22.1035,21.979,22.0674,21.9672,21.9211,22.0026
50,01:53.0,21.8571,21.9658,22.7565,22.28,22.0544,21.9774,22.0015,21.7915,22.3281,22.1995,22.2164,22.0586,22.2579,21.9897,22.9721,0.0115,-0.7182,21.888,22.6899,22.1818,22.0541,21.9473,21.9918,21.7247,21.8438,21.9512,22.1097,21.9737,22.0704,21.9736,21.9264,22.0082
51,01:53.4,21.8559,21.9611,22.7604,22.2791,22.0621,21.9765,21.9934,21.7906,22.3221,22.2012,22.2229,22.0593,22.2542,21.9903,22.9658,0.0122,-0.7163,21.8966,22.6942,22.1767,22.0525,21.9399,21.99,21.7231,21.8436,21.9456,22.1065,21.973,22.067,21.9649,21.9208,22.0005
52,01:53.7,21.8527,21.9632,22.7655,22.2847,22.0505,21.9682,21.9971,21.8013,22.3272,22.1968,22.2233,22.0626,22.2498,21.9883,22.9684,0.011,-0.7098,21.8933,22.6912,22.1714,22.053,21.936,21.9911,21.7358,21.8415,21.9495,22.1123,21.9713,22.0709,21.966,21.9255,22.0082
53,01:54.0,21.8573,21.9718,22.7591,22.2856,22.0609,21.9763,21.9932,21.7918,22.3284,22.1905,22.2206,22.0582,22.2554,21.9779,22.9656,0.0112,-0.7033,21.888,22.6926,22.1756,22.0534,21.9455,21.9932,21.7286,21.8394,21.9526,22.1107,21.9656,22.0686,21.9653,21.9303,22.0167
54,01:54.4,21.8529,21.9567,22.7604,22.2745,22.0514,21.9728,22.0001,21.7959,22.3341,22.1889,22.2203,22.0528,22.2572,21.9887,22.9543,0.0118,-0.6968,21.8834,22.6924,22.1739,22.0497,21.945,21.9831,21.7254,21.8452,21.95,22.1079,21.9746,22.066,21.9656,21.9271,22.0153
55,01:54.7,21.8497,21.9635,22.7676,22.2881,22.0523,21.9705,21.9971,21.7911,22.3207,22.1931,22.2222,22.0552,22.2579,21.9873,22.9568,0.0121,-0.6748,21.8899,22.7063,22.1809,22.0576,21.9416,21.9865,21.7277,21.8387,21.9433,22.1023,21.9794,22.0695,21.9676,21.9245,22.0232
56,01:55.0,21.8546,21.9524,22.7653,22.2805,22.0563,21.9728,21.9997,21.7895,22.3219,22.1908,22.209,22.0535,22.2582,21.9737,22.9527,0.0128,-0.6593,21.8892,22.7144,22.1779,22.0523,21.9395,21.9868,21.7268,21.842,21.9477,22.1065,21.9829,22.0718,21.9662,21.9271,22.0158
57,01:55.4,21.8557,21.9551,22.7637,22.2819,22.0482,21.9719,21.9911,21.7982,22.3205,22.1908,22.2129,22.0563,22.2575,21.9917,22.952,0.0129,-0.6385,21.8848,22.6963,22.1723,22.0463,21.9395,21.9817,21.7224,21.8459,21.9523,22.1007,21.9815,22.0653,21.9623,21.9227,22.0105
58,01:55.7,21.849,21.9621,22.7609,22.2844,22.0586,21.9728,21.9978,21.7971,22.3307,22.1813,22.2157,22.0524,22.2559,21.9922,22.9457,0.013,-0.6303,21.8869,22.7026,22.1758,22.0479,21.949,21.9794,21.7231,21.8394,21.9489,22.1063,21.9767,22.0653,21.9637,21.9271,22.0091
59,01:56.0,21.8606,21.9565,22.7581,22.2872,22.0581,21.9654,21.9955,21.7895,22.3307,22.179,22.2159,22.0589,22.2531,21.9991,22.9462,0.013,-0.6269,21.8959,22.6991,22.1786,22.0576,21.9469,21.9856,21.7259,21.8424,21.9532,22.0977,21.97,22.0665,21.973,21.922,21.9994
60,01:56.4,21.8594,21.9584,22.7651,22.2893,22.0542,21.9709,21.9934,21.8019,22.318,22.194,22.2104,22.0501,22.2589,21.9987,22.9506,0.0118,-0.627,21.885,22.6975,22.1735,22.0483,21.9425,21.9719,21.7263,21.8387,21.9414,22.0968,21.9799,22.0663,21.9635,21.9262,22.0021
61,01:56.7,21.8638,21.9665,22.7646,22.2823,22.0609,21.97,21.9918,21.7883,22.3233,22.1829,22.2109,22.06,22.2505,21.9952,22.9471,0.0124,-0.626,21.8883,22.694,22.1744,22.0543,21.9448,21.978,21.7219,21.8408,21.9477,22.0959,21.9702,22.0577,21.9628,21.9299,21.9945
62,01:57.0,21.8499,21.9577,22.7655,22.2842,22.063,21.9695,21.9992,21.7939,22.3344,22.1824,22.2166,22.0575,22.248,21.9973,22.9483,0.0132,-0.6242,21.8866,22.6961,22.1797,22.0567,21.9501,21.9787,21.7226,21.8447,21.9445,22.101,21.9723,22.0651,21.9628,21.9227,21.9809
63,01:57.4,21.8504,21.9598,22.7653,22.2837,22.0554,21.9726,21.9932,21.7915,22.3189,22.1813,22.2159,22.0528,22.2547,21.994,22.9344,0.0137,-0.6212,21.8869,22.6991,22.1712,22.0444,21.946,21.9784,21.7247,21.8447,21.9519,22.1051,21.9725,22.0704,21.9688,21.9301,21.9596
64,01:57.7,21.8516,21.9604,22.7588,22.2895,22.0581,21.9719,21.9897,21.795,22.3251,22.1743,22.215,22.057,22.254,21.995,22.9365,0.0141,-0.6177,21.8915,22.7033,22.1807,22.052,21.951,21.9757,21.7353,21.8427,21.9521,22.1012,21.9718,22.0596,21.9658,21.9354,21.9626
65,01:58.0,21.8532,21.9577,22.7621,22.2826,22.051,21.9617,21.9948,21.7985,22.3242,22.1938,22.2102,22.0535,22.2485,21.9943,22.9376,0.0145,-0.6152,21.892,22.7033,22.1677,22.0513,21.9478,21.9805,21.7219,21.8461,21.9445,22.0975,21.975,22.0635,21.9635,21.9278,21.9674
66,01:58.4,21.8476,21.9637,22.7591,22.284,22.0586,21.9658,21.9877,21.7945,22.3203,22.1838,22.2247,22.0526,22.2459,21.9957,22.9291,0.0155,-0.6145,21.888,22.701,22.1709,22.043,21.9434,21.9726,21.7284,21.8401,21.9458,22.0959,21.97,22.0649,21.9683,21.9227,21.9723
67,01:58.7,21.8534,21.9628,22.7713,22.2909,22.0653,21.9691,21.9946,21.789,22.3321,22.1804,22.2155,22.0535,22.2542,21.9991,22.9277,0.0156,-0.6137,21.8832,22.6931,22.177,22.0407,21.9473,21.974,21.7247,21.8424,21.9347,22.0899,21.973,22.0653,21.9716,21.9266,21.9723
68,01:59.0,21.852,21.9519,22.7637,22.2833,22.0678,21.9707,21.9842,21.7899,22.3251,22.1755,22.2164,22.0565,22.2397,21.9873,22.9328,0.0154,-0.6107,21.8869,22.6989,22.1825,22.0486,21.9443,21.9812,21.7309,21.8459,21.9417,22.0848,21.9693,22.0589,21.9672,21.9308,21.9607
69,01:59.4,21.8534,21.9595,22.7727,22.2916,22.0621,21.9668,21.9911,21.7888,22.3233,22.1817,22.2152,22.0554,22.2443,21.9922,22.9295,0.0152,-0.6086,21.8917,22.6952,22.1744,22.049,21.9499,21.9671,21.7263,21.8477,21.9426,22.0873,21.9663,22.0679,21.9628,21.9266,21.9603
70,01:59.7,21.8483,21.9521,22.7676,22.29,22.0648,21.9656,21.9842,21.786,22.3189,22.1787,22.2169,22.0459,22.2473,21.9968,22.9323,0.0152,-0.6069,21.8822,22.6993,22.1744,22.0426,21.9487,21.9632,21.7333,21.851,21.9463,22.0908,21.9783,22.0623,21.9695,21.9241,21.9533
71,02:00.0,21.8522,21.9519,22.7725,22.2874,22.0669,21.9628,21.987,21.783,22.3217,22.1718,22.2125,22.0508,22.248,21.9878,22.9342,0.015,-0.6054,21.8961,22.6989,22.1719,22.0486,21.9559,21.9731,21.7222,21.8341,21.9371,22.0794,21.9709,22.0681,21.9632,21.9255,21.9605
72,02:00.4,21.8502,21.9452,22.7655,22.2897,22.0683,21.9591,21.989,21.7779,22.3207,22.181,22.2099,22.048,22.2473,21.986,22.9335,0.0152,-0.604,21.8896,22.7056,22.1807,22.0426,21.9529,21.9682,21.7312,21.8477,21.9445,22.0822,21.9676,22.0559,21.9706,21.934,21.9594
73,02:00.7,21.8467,21.9431,22.7648,22.2891,22.0697,21.9633,21.9851,21.7906,22.3196,22.1746,22.206,22.0487,22.2422,21.9843,22.939,0.0139,-0.6012,21.8896,22.7,22.1721,22.0453,21.9543,21.9613,21.721,21.8422,21.9414,22.0813,21.972,22.0559,21.9695,21.9342,21.9508
74,02:01.0,21.8465,21.9396,22.7621,22.2833,22.0644,21.9594,21.99,21.7925,22.3182,22.1778,22.2035,22.042,22.2424,21.9806,22.9372,0.014,-0.5991,21.894,22.6993,22.1719,22.0472,21.9517,21.9669,21.7305,21.8429,21.9297,22.0848,21.967,22.066,21.9639,21.928,21.9473
75,02:01.4,21.8483,21.9417,22.763,22.2854,22.0764,21.9686,21.9925,21.7899,22.3214,22.1794,22.2053,22.0464,22.2445,21.9802,22.942,0.0143,-0.5977,21.8973,22.7047,22.1758,22.0402,21.9531,21.9632,21.7265,21.8399,21.9322,22.0799,21.9704,22.0614,21.9672,21.9225,21.9489
76,02:01.7,21.8446,21.9262,22.7655,22.2847,22.0752,21.9582,21.9833,21.7874,22.3187,22.1656,22.2039,22.0468,22.2464,21.9728,22.9434,0.0146,-0.5955,21.892,22.7047,22.1649,22.0423,21.9487,21.959,21.7265,21.8292,21.9283,22.0746,21.9607,22.0522,21.9586,21.9287,21.9374
77,02:02.0,21.8458,21.9218,22.7593,22.2884,22.0764,21.964,21.9955,21.7925,22.3297,22.1755,22.2016,22.054,22.2422,21.9674,22.9418,0.0153,-0.5951,21.8806,22.6919,22.1735,22.0312,21.952,21.9444,21.7147,21.8343,21.9211,22.079,21.9667,22.0524,21.9588,21.9243,21.9374
